SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,21,SEA,Gary Payton,33,5,5,207,7.8,18.4,0.42,0.7,2.6,0.27,7.1,15.8,0.45,3.0,5.0,0.59,1.7,5.7,7.5,5.0,0.5,0.3,2.3,2.1,19.3
2002,21,SEA,Desmond Mason,24,5,5,205,4.2,10.0,0.42,0.2,0.5,0.33,4.0,9.5,0.43,1.8,3.0,0.59,0.9,4.6,5.4,1.6,0.7,0.4,0.9,1.9,10.4
2002,21,SEA,Brent Barry,30,5,5,149,3.4,8.2,0.41,1.7,3.9,0.44,1.7,4.3,0.39,1.0,1.0,1.0,1.4,4.1,5.6,3.4,0.7,1.0,2.2,2.9,9.4
2002,21,SEA,Vin Baker,30,5,4,144,7.2,14.5,0.5,0.2,0.2,1.0,7.0,14.2,0.49,1.7,2.3,0.78,2.7,3.5,6.2,1.0,0.7,1.5,1.0,5.7,16.5
2002,21,SEA,Vladimir Radmanovic,21,5,2,113,4.5,10.2,0.44,2.2,4.1,0.54,2.2,6.1,0.37,1.0,1.0,1.0,1.9,3.8,5.7,1.6,0.3,0.3,1.6,3.5,12.1
2002,21,SEA,Randy Livingston,26,5,0,80,3.2,7.7,0.41,0.5,1.4,0.33,2.7,6.3,0.43,2.3,2.3,1.0,0.5,2.3,2.7,4.5,0.9,0.0,0.5,3.2,9.0
2002,21,SEA,Rashard Lewis,22,3,2,79,5.5,14.6,0.38,0.5,2.7,0.17,5.0,11.8,0.42,5.9,5.9,1.0,1.8,3.2,5.0,0.9,0.5,0.0,0.9,4.6,17.3
2002,21,SEA,Jerome James,26,5,1,70,4.6,11.8,0.39,0.0,0.0,,4.6,11.8,0.39,0.0,1.0,0.0,2.1,4.1,6.2,2.1,0.0,2.6,2.1,9.3,9.3
2002,21,SEA,Ansu Sesay,25,4,0,60,1.8,4.8,0.38,0.0,0.0,,1.8,4.8,0.38,0.6,0.6,1.0,1.2,7.2,8.4,2.4,0.0,2.4,1.2,4.8,4.2
2002,21,SEA,Predrag Drobnjak,26,3,1,38,3.8,11.4,0.33,0.0,0.0,,3.8,11.4,0.33,1.9,3.8,0.5,2.8,4.7,7.6,1.9,0.9,0.0,0.9,1.9,9.5
2002,21,SEA,Shammond Williams,26,3,0,38,5.7,13.3,0.43,1.9,3.8,0.5,3.8,9.5,0.4,1.9,2.8,0.67,0.9,2.8,3.8,2.8,1.9,0.0,3.8,0.9,15.2
2002,21,SEA,Olumide Oyedeji,20,3,0,17,8.5,10.6,0.8,0.0,0.0,,8.5,10.6,0.8,2.1,10.6,0.2,8.5,4.2,12.7,2.1,0.0,0.0,2.1,4.2,19.1
