Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,23.0,CHI,NBA,SF,82.0,2196.0,12.7,0.521,0.059,0.378,7.7,10.1,8.9,10.7,1.4,1.6,13.5,16.6,,2.7,1.2,3.8,0.083,,-0.1,-0.3,-0.4,0.9
1984,24.0,CHI,NBA,SF,78.0,1577.0,10.1,0.499,0.051,0.361,6.2,8.8,7.5,10.4,1.5,1.1,13.2,15.1,,0.6,1.3,2.0,0.06,,-1.9,0.2,-1.7,0.1
1985,25.0,CHI,NBA,SF,68.0,942.0,10.2,0.497,0.137,0.333,6.9,11.0,9.0,10.4,1.1,0.8,13.7,15.9,,0.4,0.5,1.0,0.049,,-1.0,-0.8,-1.8,0.0
1986,26.0,TOT,NBA,SF,30.0,332.0,7.7,0.416,0.085,0.255,4.8,12.8,8.8,9.5,1.3,1.9,9.9,16.0,,-0.1,0.3,0.1,0.019,,-3.7,0.2,-3.5,-0.1
1986,26.0,SEA,NBA,SF,12.0,94.0,4.5,0.377,0.148,0.185,3.7,11.6,7.6,8.6,1.0,0.6,12.0,14.8,,-0.1,0.1,0.0,-0.016,,-4.6,-0.3,-4.9,-0.1
1986,26.0,SAS,NBA,SF,11.0,128.0,10.8,0.5,0.05,0.4,4.6,16.5,10.7,12.2,0.7,1.3,9.6,16.4,,0.1,0.1,0.2,0.079,,-2.5,0.3,-2.2,0.0
1986,26.0,NJN,NBA,SF,2.0,29.0,-0.2,0.188,0.125,0.0,11.5,19.4,15.5,4.4,1.6,8.0,11.1,24.8,,-0.2,0.1,-0.1,-0.21,,-10.6,0.3,-10.2,-0.1
1986,26.0,CHI,NBA,SF,5.0,81.0,9.3,0.449,0.043,0.261,4.0,5.8,4.9,8.1,2.4,2.1,7.2,13.9,,0.0,0.0,0.1,0.045,,-2.2,0.7,-1.5,0.0
1987,27.0,GSW,NBA,SF,73.0,1497.0,14.1,0.61,0.041,0.583,5.2,12.2,8.7,8.6,1.3,0.8,12.8,16.0,,2.9,0.8,3.7,0.12,,0.3,-0.5,-0.2,0.7
1988,28.0,GSW,NBA,SF,68.0,2188.0,16.3,0.608,0.054,0.444,4.7,10.4,7.5,12.3,1.5,0.8,11.4,18.1,,5.0,0.6,5.7,0.124,,1.7,-0.8,0.9,1.6
1989,29.0,GSW,NBA,PF,81.0,1887.0,15.5,0.583,0.265,0.362,5.9,14.0,10.0,10.9,0.9,1.2,9.4,16.2,,4.4,1.5,5.9,0.15,,1.6,-0.4,1.2,1.5
1990,30.0,GSW,NBA,PF,82.0,1993.0,15.5,0.6,0.305,0.451,6.8,15.4,11.3,8.8,1.1,1.5,10.9,17.0,,4.1,0.9,5.0,0.121,,1.9,-0.9,1.0,1.5
1991,31.0,GSW,NBA,SF,82.0,2024.0,13.4,0.589,0.394,0.404,5.9,13.3,9.6,7.2,1.2,1.1,9.0,14.3,,4.2,1.2,5.3,0.127,,1.3,-0.6,0.7,1.4
1992,32.0,GSW,NBA,SF,25.0,535.0,13.4,0.538,0.45,0.28,6.2,11.0,8.7,5.2,1.3,1.4,6.0,18.9,,1.0,0.3,1.3,0.121,,0.8,-0.9,-0.1,0.3
1993,33.0,SAC,NBA,SF,69.0,1425.0,12.5,0.52,0.275,0.313,5.0,10.3,7.5,11.8,1.7,1.3,10.3,17.5,,1.5,1.0,2.5,0.085,,-0.2,-0.2,-0.4,0.6
1994,34.0,CLE,NBA,SF,36.0,547.0,13.7,0.537,0.307,0.258,5.3,12.1,8.7,10.0,2.4,1.7,10.4,16.6,,0.7,0.7,1.4,0.125,,0.0,1.0,1.0,0.4
1995,35.0,GSW,NBA,SF,5.0,46.0,6.1,0.363,0.5,0.333,9.5,7.3,8.4,8.8,1.1,1.5,6.8,13.6,,0.0,0.0,0.0,0.003,,-4.8,-0.6,-5.3,0.0
