Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1982,22.0,PHO,NBA,PF,80.0,0.0,1186.0,227.0,436.0,0.521,0.0,1.0,0.0,227.0,435.0,0.522,0.521,75.0,117.0,0.641,95.0,161.0,256.0,82.0,42.0,71.0,104.0,169.0,529.0,,0.0
1983,23.0,PHO,NBA,PF,82.0,82.0,2914.0,588.0,1069.0,0.55,1.0,3.0,0.333,587.0,1066.0,0.551,0.551,193.0,287.0,0.672,239.0,471.0,710.0,197.0,99.0,217.0,190.0,254.0,1370.0,,0.0
1984,24.0,PHO,NBA,PF,82.0,82.0,2899.0,601.0,1044.0,0.576,0.0,7.0,0.0,601.0,1037.0,0.58,0.576,249.0,352.0,0.707,227.0,451.0,678.0,214.0,86.0,174.0,177.0,274.0,1451.0,,0.0
1985,25.0,PHO,NBA,PF,61.0,55.0,2202.0,515.0,877.0,0.587,1.0,2.0,0.5,514.0,875.0,0.587,0.588,180.0,254.0,0.709,195.0,341.0,536.0,159.0,88.0,104.0,136.0,185.0,1211.0,,1.0
1986,26.0,PHO,NBA,PF,73.0,69.0,2484.0,582.0,1001.0,0.581,0.0,8.0,0.0,582.0,993.0,0.586,0.581,310.0,444.0,0.698,169.0,449.0,618.0,240.0,70.0,130.0,210.0,247.0,1474.0,,0.0
1987,27.0,PHO,NBA,PF,69.0,67.0,2569.0,585.0,1062.0,0.551,1.0,5.0,0.2,584.0,1057.0,0.553,0.551,381.0,493.0,0.773,188.0,411.0,599.0,233.0,86.0,148.0,149.0,223.0,1552.0,,0.0
1988,28.0,TOT,NBA,PF,67.0,60.0,2383.0,487.0,920.0,0.529,2.0,6.0,0.333,485.0,914.0,0.531,0.53,304.0,390.0,0.779,193.0,414.0,607.0,207.0,63.0,159.0,155.0,242.0,1280.0,,1.0
1988,28.0,PHO,NBA,PF,40.0,34.0,1477.0,327.0,616.0,0.531,2.0,5.0,0.4,325.0,611.0,0.532,0.532,187.0,249.0,0.751,119.0,275.0,394.0,123.0,45.0,96.0,106.0,152.0,843.0,,1.0
1988,28.0,CLE,NBA,PF,27.0,26.0,906.0,160.0,304.0,0.526,0.0,1.0,0.0,160.0,303.0,0.528,0.526,117.0,141.0,0.83,74.0,139.0,213.0,84.0,18.0,63.0,49.0,90.0,437.0,,0.0
1989,29.0,CLE,NBA,PF,73.0,72.0,2526.0,496.0,920.0,0.539,0.0,4.0,0.0,496.0,916.0,0.541,0.539,267.0,334.0,0.799,156.0,425.0,581.0,159.0,57.0,206.0,117.0,186.0,1259.0,,0.0
1990,30.0,CLE,NBA,PF,62.0,53.0,2065.0,412.0,807.0,0.511,1.0,1.0,1.0,411.0,806.0,0.51,0.511,186.0,239.0,0.778,162.0,354.0,516.0,161.0,54.0,122.0,110.0,185.0,1011.0,,0.0
1991,31.0,CLE,NBA,PF,80.0,78.0,2927.0,635.0,1211.0,0.524,2.0,8.0,0.25,633.0,1203.0,0.526,0.525,265.0,330.0,0.803,201.0,485.0,686.0,237.0,66.0,200.0,131.0,219.0,1537.0,,0.0
1992,32.0,CLE,NBA,PF,81.0,81.0,2880.0,556.0,1032.0,0.539,0.0,6.0,0.0,556.0,1026.0,0.542,0.539,263.0,320.0,0.822,213.0,457.0,670.0,232.0,80.0,243.0,87.0,200.0,1375.0,,1.0
1993,33.0,CLE,NBA,PF,77.0,77.0,2753.0,533.0,971.0,0.549,0.0,4.0,0.0,533.0,967.0,0.551,0.549,202.0,247.0,0.818,184.0,484.0,668.0,223.0,54.0,198.0,107.0,223.0,1268.0,,0.0
1994,34.0,CLE,NBA,PF,33.0,19.0,909.0,153.0,314.0,0.487,0.0,0.0,,153.0,314.0,0.487,0.487,64.0,85.0,0.753,77.0,150.0,227.0,49.0,27.0,55.0,38.0,96.0,370.0,,0.0
