PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Rudy Gay,25,7,279,14.6,0.505,0.16699999999999998,0.35100000000000003,4.2,16.3,10.1,7.2,1.8,0.6,13.8,25.3,,0.2,0.3,0.5,0.085,,0.5,0.1,0.6,0.2
Mike Conley,24,7,277,15.7,0.55,0.289,0.42100000000000004,1.7,8.7,5.1,32.6,1.2,0.0,15.1,17.7,,0.6,0.2,0.8,0.146,,2.4,0.3,2.7,0.3
Marc Gasol,27,7,261,19.5,0.603,0.013999999999999999,0.623,7.3,15.0,11.0,15.9,0.4,4.3,12.9,17.9,,0.8,0.3,1.1,0.204,,2.9,2.8,5.7,0.5
Zach Randolph,30,7,248,15.0,0.46399999999999997,0.045,0.39799999999999996,12.9,21.4,17.0,4.7,1.5,1.4,9.6,21.4,,0.2,0.3,0.6,0.11,,0.1,-0.4,-0.3,0.1
Tony Allen,30,7,170,9.9,0.457,0.111,0.37799999999999995,5.6,10.4,7.9,5.2,2.9,3.6,16.0,17.0,,-0.1,0.3,0.2,0.055999999999999994,,-2.8,2.7,-0.1,0.1
O.J. Mayo,24,7,163,7.7,0.42,0.387,0.435,1.5,17.8,9.4,16.3,3.0,0.5,19.6,26.1,,-0.3,0.3,-0.1,-0.023,,-4.1,0.9,-3.2,0.0
Quincy Pondexter,23,7,114,12.5,0.7509999999999999,0.222,0.5,3.1,14.4,8.6,3.1,1.9,0.0,18.5,10.9,,0.2,0.1,0.4,0.154,,-0.6,3.1,2.4,0.1
Marreese Speights,24,7,100,19.1,0.507,0.0,0.244,15.4,21.5,18.3,4.3,1.6,2.6,9.9,23.3,,0.2,0.2,0.3,0.151,,0.5,0.0,0.5,0.1
Dante Cunningham,24,7,49,9.1,0.364,0.0,0.0,14.5,12.9,13.7,0.0,1.1,3.5,8.3,11.3,,0.0,0.1,0.1,0.052000000000000005,,-0.7,-0.3,-1.0,0.0
Gilbert Arenas,30,6,23,-8.1,0.25,0.5,0.0,0.0,5.5,2.7,7.5,0.0,0.0,11.1,18.1,,-0.1,0.0,-0.1,-0.165,,-13.7,-2.4,-16.0,-0.1
Hamed Haddadi,26,4,21,22.2,0.868,0.0,1.0,28.2,24.1,26.2,8.3,0.0,8.3,25.8,8.6,,0.1,0.0,0.1,0.27,,2.4,3.2,5.6,0.0
Josh Selby,20,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-4.1,-1.1,-5.2,0.0
