PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Jeff Green,26,6,6,258,7.9,18.2,0.435,2.1,4.7,0.455,5.8,13.5,0.429,8.1,9.6,0.8440000000000001,1.3,5.6,6.8,3.0,0.4,0.9,4.1,4.7,26.1,,103.0,102
Paul Pierce,35,6,6,255,8.4,22.9,0.368,2.4,8.9,0.268,6.1,14.0,0.431,5.6,6.3,0.897,0.9,6.5,7.3,6.9,1.1,0.6,6.9,4.5,24.9,,85.0,100
Kevin Garnett,36,6,6,212,7.8,15.6,0.5,0.0,0.5,0.0,7.8,15.1,0.517,4.2,4.4,0.941,2.3,19.0,21.3,5.5,1.3,1.6,4.9,6.0,19.8,,98.0,90
Brandon Bass,27,6,5,204,3.8,7.8,0.483,0.0,0.0,,3.8,7.8,0.483,3.2,4.1,0.8,2.2,8.6,10.8,1.9,0.5,0.3,1.4,4.6,10.8,,111.0,101
Avery Bradley,22,6,6,191,4.9,12.1,0.405,0.6,2.3,0.25,4.3,9.8,0.441,1.2,1.2,1.0,0.9,2.9,3.8,2.3,3.2,0.3,3.2,3.2,11.5,,79.0,99
Jason Terry,35,6,1,189,7.0,15.7,0.444,4.4,9.9,0.441,2.6,5.8,0.45,2.6,3.2,0.818,0.0,3.8,3.8,3.5,1.2,0.6,1.5,2.6,21.0,,114.0,102
Jordan Crawford,24,5,0,59,6.5,21.5,0.304,2.8,11.2,0.25,3.7,10.3,0.364,0.9,1.9,0.5,0.0,2.8,2.8,0.0,1.9,0.0,2.8,2.8,16.8,,65.0,102
Terrence Williams,25,5,0,48,2.3,11.5,0.2,0.0,3.4,0.0,2.3,8.0,0.28600000000000003,1.1,2.3,0.5,1.1,10.3,11.5,6.9,0.0,1.1,4.6,3.4,5.7,,55.0,100
Courtney Lee,27,4,0,39,1.4,7.1,0.2,0.0,2.8,0.0,1.4,4.2,0.33299999999999996,5.7,5.7,1.0,0.0,2.8,2.8,1.4,2.8,0.0,0.0,4.2,8.5,,101.0,100
Chris Wilcox,30,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.4,18.4,0.0,0.0,0.0,0.0,0.0,0.0,,,96
Shavlik Randolph,29,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,55.1,55.1,0.0,0.0,0.0,0.0,18.4,0.0,,,70
