Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,5,514,CHI,Charlotte Bobcats,19.0,NBA,C,71.0,31.0,1389.0,151.0,304.0,0.5,0.0,0.0,,151.0,304.0,0.5,0.5,134.0,222.0,0.6,114.0,229.0,343.0,54.0,28.0,93.0,99.0,179.0,436.0
2003,5,514,CHI,Charlotte Bobcats,20.0,NBA,C,75.0,68.0,1827.0,257.0,484.0,0.53,0.0,0.0,,257.0,484.0,0.53,0.53,177.0,291.0,0.61,169.0,345.0,514.0,76.0,37.0,106.0,135.0,220.0,691.0
2004,5,514,CHI,Charlotte Bobcats,21.0,NBA,PF,35.0,8.0,782.0,67.0,158.0,0.42,0.0,1.0,0.0,67.0,157.0,0.43,0.42,79.0,118.0,0.67,82.0,188.0,270.0,23.0,17.0,43.0,38.0,87.0,213.0
2005,5,514,CHI,Charlotte Bobcats,22.0,NBA,C,80.0,10.0,2189.0,207.0,419.0,0.49,0.0,2.0,0.0,207.0,417.0,0.5,0.49,226.0,336.0,0.67,261.0,514.0,775.0,65.0,69.0,141.0,118.0,268.0,640.0
2006,5,514,CHI,Charlotte Bobcats,23.0,NBA,C,79.0,50.0,2121.0,160.0,283.0,0.56,0.0,1.0,0.0,160.0,282.0,0.57,0.56,97.0,193.0,0.5,265.0,449.0,714.0,81.0,41.0,104.0,123.0,298.0,417.0
2007,19,514,NOK,New Orleans/Oklahoma City Hornets,24.0,NBA,C,73.0,73.0,2525.0,292.0,468.0,0.62,0.0,1.0,0.0,292.0,467.0,0.62,0.62,106.0,201.0,0.53,320.0,584.0,904.0,66.0,37.0,129.0,126.0,244.0,690.0
2008,19,514,NOH,New Orleans Hornets,25.0,NBA,C,79.0,79.0,2783.0,377.0,605.0,0.62,0.0,1.0,0.0,377.0,604.0,0.62,0.62,175.0,295.0,0.59,322.0,606.0,928.0,81.0,45.0,84.0,136.0,243.0,929.0
2009,19,514,NOH,New Orleans Hornets,26.0,NBA,C,45.0,45.0,1445.0,160.0,283.0,0.56,0.0,0.0,,160.0,283.0,0.56,0.56,77.0,133.0,0.58,163.0,230.0,393.0,22.0,15.0,56.0,70.0,144.0,397.0
2010,4,514,CHA,Charlotte Bobcats,27.0,NBA,C,51.0,27.0,1163.0,109.0,190.0,0.57,0.0,0.0,,109.0,190.0,0.57,0.57,115.0,157.0,0.73,114.0,206.0,320.0,16.0,17.0,55.0,91.0,138.0,333.0
2011,7,514,DAL,Dallas Mavericks,28.0,NBA,C,74.0,74.0,2059.0,266.0,407.0,0.65,0.0,0.0,,266.0,407.0,0.65,0.65,216.0,295.0,0.73,206.0,486.0,692.0,32.0,36.0,80.0,88.0,240.0,748.0
2012,20,514,NYK,New York Knicks,29.0,NBA,C,62.0,62.0,2061.0,241.0,355.0,0.68,0.0,2.0,0.0,241.0,353.0,0.68,0.68,217.0,315.0,0.69,212.0,400.0,612.0,56.0,56.0,89.0,102.0,186.0,699.0
2013,20,514,NYK,New York Knicks,30.0,NBA,C,66.0,66.0,2164.0,255.0,400.0,0.64,0.0,0.0,,255.0,400.0,0.64,0.64,179.0,258.0,0.69,269.0,434.0,703.0,62.0,42.0,75.0,87.0,188.0,689.0
2014,20,514,NYK,New York Knicks,31.0,NBA,C,55.0,55.0,1662.0,191.0,322.0,0.59,0.0,1.0,0.0,191.0,321.0,0.6,0.59,98.0,155.0,0.63,159.0,370.0,529.0,59.0,36.0,63.0,71.0,145.0,480.0
2015,7,514,DAL,Dallas Mavericks,32.0,NBA,C,75.0,75.0,2286.0,293.0,440.0,0.67,0.0,0.0,,293.0,440.0,0.67,0.67,185.0,257.0,0.72,294.0,570.0,864.0,84.0,42.0,91.0,105.0,169.0,771.0
2016,24,514,PHO,Phoenix Suns,33.0,NBA,C,66.0,60.0,1618.0,183.0,314.0,0.58,0.0,1.0,0.0,183.0,313.0,0.58,0.58,106.0,171.0,0.62,175.0,401.0,576.0,64.0,36.0,44.0,93.0,145.0,472.0
2017,24,514,PHO,Phoenix Suns,34.0,NBA,C,47.0,46.0,1298.0,153.0,228.0,0.67,0.0,0.0,,153.0,228.0,0.67,0.67,91.0,124.0,0.73,153.0,386.0,539.0,30.0,33.0,24.0,65.0,126.0,397.0
2018,24,514,PHO,Phoenix Suns,35.0,NBA,C,46.0,46.0,1151.0,121.0,187.0,0.65,0.0,0.0,,121.0,187.0,0.65,0.65,58.0,93.0,0.62,134.0,284.0,418.0,53.0,16.0,27.0,59.0,106.0,300.0
2019,31,514,TOT,Total After Trade,36.0,NBA,C,55.0,6.0,875.0,61.0,99.0,0.62,0.0,1.0,0.0,61.0,98.0,0.62,0.62,51.0,87.0,0.59,92.0,215.0,307.0,37.0,21.0,23.0,42.0,110.0,173.0
2019,24,514,PHO,Phoenix Suns,36.0,NBA,C,7.0,0.0,89.0,8.0,12.0,0.67,0.0,0.0,,8.0,12.0,0.67,0.67,10.0,18.0,0.56,7.0,32.0,39.0,6.0,2.0,1.0,7.0,21.0,26.0
2019,14,514,LAL,Los Angeles Lakers,36.0,NBA,C,48.0,6.0,786.0,53.0,87.0,0.61,0.0,1.0,0.0,53.0,86.0,0.62,0.61,41.0,69.0,0.59,85.0,183.0,268.0,31.0,19.0,22.0,35.0,89.0,147.0
2020,11,514,HOU,Houston Rockets,37.0,NBA,C,26.0,5.0,219.0,14.0,18.0,0.78,0.0,0.0,,14.0,18.0,0.78,0.78,6.0,13.0,0.46,25.0,41.0,66.0,6.0,6.0,8.0,8.0,32.0,34.0
