PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shawn Kemp,24,5,5,206,6.8,18.4,0.371,0.0,0.0,,6.8,18.4,0.371,5.8,8.7,0.667,5.3,7.6,12.9,4.5,2.6,3.2,3.7,4.7,19.5,,95,98
Gary Payton,25,5,5,181,10.2,20.7,0.493,0.9,2.7,0.33299999999999996,9.3,18.0,0.517,2.4,5.7,0.42100000000000004,1.8,3.3,5.1,8.4,2.4,0.6,2.4,4.5,23.7,,109,104
Detlef Schrempf,31,5,5,174,8.1,15.6,0.52,0.6,1.9,0.33299999999999996,7.5,13.7,0.545,12.2,14.0,0.867,2.5,5.9,8.4,3.1,0.3,0.9,2.5,6.5,29.0,,133,106
Kendall Gill,25,5,5,153,9.2,21.3,0.433,0.7,3.2,0.222,8.5,18.1,0.47100000000000003,4.6,7.4,0.619,2.5,6.0,8.5,3.5,2.1,0.4,2.1,4.3,23.8,,103,103
Sam Perkins,32,5,0,141,5.4,16.2,0.33299999999999996,2.3,5.4,0.429,3.1,10.8,0.28600000000000003,5.8,6.5,0.882,2.3,11.5,13.9,1.5,1.5,0.8,2.3,5.8,18.9,,103,99
Nate McMillan,29,5,0,109,4.0,12.4,0.32,2.0,5.5,0.364,2.0,7.0,0.28600000000000003,0.5,2.0,0.25,3.0,5.0,8.0,5.0,3.0,0.5,2.5,9.0,10.5,,88,101
Vincent Askew,27,5,0,95,5.7,16.0,0.35700000000000004,0.0,0.6,0.0,5.7,15.4,0.37,9.1,10.9,0.8420000000000001,1.1,2.3,3.4,5.1,1.1,0.0,1.1,5.7,20.6,,114,108
Michael Cage,32,5,5,93,3.5,9.3,0.375,0.0,0.0,,3.5,9.3,0.375,1.2,3.5,0.33299999999999996,5.8,9.9,15.8,2.3,2.3,2.9,1.8,8.8,8.2,,93,96
Ricky Pierce,34,5,0,74,10.3,22.7,0.452,0.0,0.0,,10.3,22.7,0.452,8.8,12.5,0.706,2.9,0.7,3.7,2.2,0.7,0.0,6.6,5.9,29.3,,92,110
Steve Scheffler,26,1,0,9,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,0.0,12.1,0.0,0.0,18.1,18.1,0.0,6.0,0.0,0.0,6.0,12.1,,86,85
Ervin Johnson,26,2,0,8,0.0,6.8,0.0,0.0,0.0,,0.0,6.8,0.0,0.0,0.0,,0.0,27.1,27.1,0.0,0.0,0.0,6.8,6.8,0.0,,0,90
Chris King,24,2,0,7,0.0,7.8,0.0,0.0,0.0,,0.0,7.8,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,7.8,0.0,,0,96
