Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2007,29,2002,UTA,Utah Jazz,Paul Millsap,"February 10, 1985",21.0,NBA,PF,17.0,0.0,263.0,8.4,16.0,0.52,0.0,0.2,0.0,8.4,15.8,0.53,3.2,4.8,0.67,7.6,7.4,15.0,1.6,2.2,1.8,2.6,7.8,20.1,114.0,103.0
2008,29,2002,UTA,Utah Jazz,Paul Millsap,"February 10, 1985",22.0,NBA,PF,12.0,0.0,210.0,8.2,15.9,0.52,0.0,0.3,0.0,8.2,15.7,0.52,3.3,6.4,0.52,5.9,6.2,12.1,1.0,1.8,4.1,2.3,9.5,19.8,109.0,107.0
2009,29,2002,UTA,Utah Jazz,Paul Millsap,"February 10, 1985",23.0,NBA,PF,5.0,0.0,155.0,8.3,16.2,0.51,0.0,0.0,,8.3,16.2,0.51,3.0,6.0,0.5,6.6,6.6,13.3,2.7,1.3,1.7,2.0,5.6,19.6,110.0,114.0
2010,29,2002,UTA,Utah Jazz,Paul Millsap,"February 10, 1985",24.0,NBA,PF,10.0,0.0,323.0,11.1,19.3,0.57,0.0,0.3,0.0,11.1,19.0,0.58,6.3,9.2,0.69,5.4,8.5,13.9,3.5,1.7,2.2,2.1,5.7,28.5,126.0,113.0
2012,29,2002,UTA,Utah Jazz,Paul Millsap,"February 10, 1985",26.0,NBA,PF,4.0,4.0,139.0,7.5,20.3,0.37,0.0,1.1,0.0,7.5,19.2,0.39,3.0,6.0,0.5,6.4,10.1,16.5,0.8,0.4,3.8,3.4,4.1,18.0,84.0,109.0
2014,1,2002,ATL,Atlanta Hawks,Paul Millsap,"February 10, 1985",28.0,NBA,PF,7.0,7.0,267.0,8.1,20.4,0.4,1.8,5.4,0.33,6.3,15.1,0.42,8.9,11.1,0.8,4.2,10.9,15.1,4.0,2.0,2.6,4.0,5.0,27.0,106.0,98.0
2015,1,2002,ATL,Atlanta Hawks,Paul Millsap,"February 10, 1985",29.0,NBA,PF,16.0,15.0,566.0,7.7,19.0,0.41,1.4,4.4,0.31,6.3,14.5,0.44,5.3,7.1,0.74,3.3,9.3,12.6,5.0,2.3,1.3,3.1,4.7,22.0,102.0,101.0
2016,1,2002,ATL,Atlanta Hawks,Paul Millsap,"February 10, 1985",30.0,NBA,PF,10.0,10.0,365.0,8.1,18.8,0.43,1.1,4.5,0.24,7.0,14.3,0.49,5.6,7.6,0.74,3.8,9.1,12.9,3.7,1.8,3.2,3.6,4.0,22.9,102.0,101.0
2017,1,2002,ATL,Atlanta Hawks,Paul Millsap,"February 10, 1985",31.0,NBA,PF,6.0,6.0,219.0,11.1,22.1,0.5,0.7,3.8,0.18,10.5,18.3,0.57,9.6,11.8,0.81,2.0,10.5,12.5,5.8,2.2,0.9,5.1,4.2,32.5,112.0,104.0
2019,8,2002,DEN,Denver Nuggets,Paul Millsap,"February 10, 1985",33.0,NBA,PF,14.0,14.0,469.0,8.1,17.3,0.46,1.3,4.2,0.32,6.7,13.1,0.51,5.2,6.7,0.77,2.7,7.7,10.4,1.2,1.3,1.7,2.0,5.3,22.7,112.0,111.0
2020,8,2002,DEN,Denver Nuggets,Paul Millsap,"February 10, 1985",34.0,NBA,PF,19.0,19.0,459.0,5.2,13.1,0.4,1.7,4.9,0.34,3.6,8.2,0.43,4.8,6.0,0.8,2.9,7.0,9.9,2.6,1.3,1.0,2.8,5.4,16.9,107.0,115.0
