NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,John Bagley,PG,6-0,185,1960-04-23,US,R,Boston College
10,Ron Brewer,SG,6-4,180,1955-07-16,US,4,Arkansas
44,Jeff Cook,PF,6-10,215,1956-10-21,US,3,Idaho State University
40,James Edwards,C,7-0,225,1955-11-22,US,5,Washington
23,Bruce Flowers,PF,6-8,225,1957-06-13,US,R,Notre Dame
21,World B. Free,SG,6-2,185,1953-12-09,US,7,Guilford College
41,Steve Hayes,C,7-0,205,1955-08-02,US,1,Idaho State University
35,Phil Hubbard,SF,6-8,215,1956-12-13,US,3,Michigan
20,Geoff Huston,PG,6-2,175,1957-11-08,US,3,Texas Tech
9,Larry Kenon,PF,6-9,205,1952-12-13,US,9,Memphis
52,Sam Lacey,C,6-10,235,1948-03-28,US,12,New Mexico State
30,Dave Magley,SF,6-8,202,1959-11-24,US,R,Kansas
44,Paul Mokeski,C,7-0,250,1957-01-03,US,3,Kansas
24,Carl Nicks,SG,6-1,175,1958-10-06,US,2,Indiana State University
11,Cliff Robinson,PF,6-9,220,1960-03-13,US,3,USC
25,Darren Tillis,C,6-11,215,1960-02-23,US,R,Cleveland State University
8,Scott Wedman,SF,6-7,215,1952-07-29,US,8,Colorado
33,Bob Wilkerson,SF,6-6,195,1954-08-15,US,6,Indiana
