Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,21.0,CLE,NBA,SG,23.0,5.0,202.0,5.0,13.2,0.378,1.2,4.5,0.28,3.7,8.7,0.429,1.8,2.5,0.714,1.1,2.7,3.7,1.8,1.2,0.5,2.5,4.3,13.0
2008,22.0,TOT,NBA,SG,21.0,4.0,240.0,6.6,18.9,0.349,1.4,4.5,0.3,5.2,14.4,0.365,2.5,4.3,0.586,0.9,2.1,3.0,2.5,1.6,0.5,3.6,4.3,17.1
2008,22.0,CLE,NBA,SG,15.0,4.0,218.0,6.8,18.3,0.369,1.5,4.8,0.31,5.3,13.5,0.39,2.3,3.8,0.609,0.8,2.1,3.0,2.8,1.7,0.2,3.1,4.5,17.3
2008,22.0,CHI,NBA,SG,6.0,0.0,22.0,4.9,24.5,0.2,0.0,1.6,0.0,4.9,22.9,0.214,4.9,9.8,0.5,1.6,1.6,3.3,0.0,1.6,3.3,8.2,3.3,14.7
2009,23.0,TOT,NBA,SG,48.0,0.0,477.0,5.9,12.5,0.473,1.1,2.8,0.378,4.8,9.7,0.5,2.4,2.9,0.821,0.8,2.5,3.3,2.9,1.7,0.5,2.9,3.2,15.2
2009,23.0,CHA,NBA,SG,30.0,0.0,341.0,5.9,13.0,0.455,0.8,3.0,0.286,5.1,10.0,0.505,2.5,3.2,0.8,0.8,1.7,2.5,3.0,1.9,0.5,3.1,3.5,15.2
2009,23.0,LAL,NBA,SG,18.0,0.0,136.0,5.8,11.1,0.524,1.6,2.4,0.667,4.2,8.7,0.485,2.1,2.4,0.889,0.8,4.5,5.3,2.6,1.1,0.5,2.4,2.4,15.4
2010,24.0,LAL,NBA,SG,82.0,7.0,1700.0,5.4,12.5,0.427,1.3,4.0,0.328,4.0,8.5,0.474,2.1,2.6,0.818,0.6,3.2,3.9,2.3,1.2,0.7,1.4,2.7,14.1
2011,25.0,LAL,NBA,SG,82.0,0.0,1568.0,6.3,14.8,0.425,1.7,4.9,0.349,4.6,9.9,0.462,2.1,2.3,0.911,0.8,2.8,3.6,2.2,1.5,0.4,1.7,2.8,16.3
2012,26.0,PHO,NBA,SG,59.0,19.0,1400.0,6.5,15.4,0.42,1.7,4.8,0.362,4.7,10.5,0.446,2.1,2.5,0.808,1.0,3.1,4.0,1.8,1.1,0.4,1.6,1.7,16.7
2013,27.0,PHO,NBA,SG,59.0,22.0,1402.0,6.2,14.7,0.42,1.0,3.6,0.277,5.2,11.0,0.467,2.5,3.2,0.784,1.1,2.7,3.8,2.8,1.5,0.4,1.9,2.4,15.8
2014,28.0,TOT,NBA,SG,29.0,1.0,251.0,3.4,9.5,0.364,0.0,0.3,0.0,3.4,9.2,0.375,2.2,3.0,0.714,1.0,3.0,4.0,1.3,1.9,0.0,2.6,3.4,9.0
2014,28.0,SAS,NBA,SG,10.0,1.0,103.0,2.8,9.8,0.286,0.0,0.7,0.0,2.8,9.1,0.308,2.4,3.1,0.778,0.3,4.2,4.5,1.7,0.3,0.0,2.8,4.2,8.0
2014,28.0,NYK,NBA,SG,19.0,0.0,148.0,3.9,9.2,0.421,0.0,0.0,,3.9,9.2,0.421,1.9,2.9,0.667,1.5,2.2,3.6,1.0,2.9,0.0,2.4,2.9,9.7
2015,29.0,MIA,NBA,SG,5.0,2.0,89.0,2.8,7.7,0.368,1.2,2.8,0.429,1.6,4.9,0.333,1.2,1.6,0.75,0.0,0.4,0.4,1.2,1.6,0.0,1.6,3.2,8.1
