Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,22.0,CHH,NBA,PF,54.0,525.0,13.7,0.515,0.016,0.484,16.7,21.0,18.9,9.6,2.9,2.4,20.9,17.6,,0.3,0.8,1.1,0.1,,-3.6,0.3,-3.3,-0.2
1998,23.0,SAS,NBA,PF,53.0,429.0,10.1,0.485,0.022,0.449,11.5,12.6,12.1,7.5,2.7,1.2,21.3,22.6,,-0.4,0.8,0.4,0.044,,-5.3,0.6,-4.8,-0.3
1999,24.0,SAS,NBA,PF,47.0,608.0,19.7,0.535,0.005,0.726,17.7,16.0,16.8,8.4,3.6,2.5,17.4,24.6,,1.0,1.6,2.6,0.204,,-1.1,1.8,0.6,0.4
2001,26.0,SAS,NBA,PF,57.0,1219.0,14.8,0.498,0.046,0.435,9.3,18.8,14.3,6.6,2.6,2.3,14.4,19.8,,0.7,2.6,3.3,0.131,,-1.7,2.2,0.4,0.8
2002,27.0,SAS,NBA,PF,82.0,1725.0,16.4,0.517,0.019,0.406,11.9,20.6,16.4,6.3,2.2,1.7,15.8,23.9,,1.0,3.4,4.4,0.123,,-1.6,0.3,-1.3,0.3
2003,28.0,SAS,NBA,PF,79.0,1933.0,16.1,0.538,0.008,0.486,9.3,20.5,15.2,11.0,1.6,1.5,18.2,22.4,,1.9,3.3,5.2,0.13,,-1.0,0.4,-0.6,0.7
2004,29.0,SAS,NBA,PF,67.0,1256.0,15.0,0.526,0.007,0.557,9.9,18.5,14.2,9.4,1.5,1.4,18.2,22.6,,1.1,2.7,3.8,0.145,,-2.1,1.1,-1.0,0.3
2005,30.0,TOT,NBA,PF,76.0,1475.0,12.2,0.511,0.023,0.422,10.2,16.9,13.5,6.6,1.7,0.8,16.3,19.6,,0.5,2.1,2.6,0.085,,-3.0,0.0,-2.9,-0.3
2005,30.0,SAS,NBA,PF,50.0,862.0,14.0,0.51,0.015,0.371,12.9,17.9,15.4,8.0,1.9,0.8,15.3,19.8,,0.6,1.7,2.3,0.13,,-2.2,0.8,-1.4,0.1
2005,30.0,NYK,NBA,PF,26.0,613.0,9.5,0.511,0.034,0.5,6.5,15.4,10.9,4.7,1.3,0.9,17.8,19.2,,-0.1,0.4,0.3,0.021,,-4.0,-1.1,-5.1,-0.5
2006,31.0,NYK,NBA,PF,72.0,1119.0,10.2,0.466,0.004,0.488,9.0,19.2,14.1,9.7,2.0,1.0,19.0,17.1,,-0.3,0.8,0.5,0.021,,-2.6,-0.2,-2.8,-0.2
2007,32.0,NYK,NBA,PF,65.0,810.0,7.7,0.46,0.043,0.28,7.0,18.6,12.8,12.7,1.7,0.9,23.7,15.3,,-0.6,0.8,0.1,0.007,,-4.5,0.6,-3.9,-0.4
2008,33.0,NYK,NBA,PF,49.0,494.0,7.3,0.422,0.039,0.283,6.9,17.1,11.9,9.3,1.7,1.1,16.5,22.0,,-0.9,0.4,-0.5,-0.052,,-6.3,-1.2,-7.5,-0.7
2009,34.0,TOT,NBA,PF,38.0,470.0,5.3,0.424,0.053,0.389,4.0,19.5,11.6,11.5,1.1,0.5,19.0,17.7,,-0.8,0.4,-0.4,-0.039,,-7.0,-0.2,-7.1,-0.6
2009,34.0,NYK,NBA,PF,18.0,160.0,-1.9,0.327,0.098,0.268,2.6,19.1,10.6,8.6,0.3,0.5,27.1,17.1,,-0.6,0.1,-0.6,-0.167,,-10.5,-1.5,-12.0,-0.4
2009,34.0,OKC,NBA,PF,20.0,310.0,9.0,0.465,0.033,0.444,4.8,19.7,12.1,13.0,1.5,0.5,15.0,18.1,,-0.1,0.3,0.2,0.027,,-5.2,0.5,-4.6,-0.2
