Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984.0,21.0,3219,SEA,Seattle Supersonics,Al Wood,25.0,5.0,157.0,12.0,0.49,0.02,0.21,5.0,17.9,11.7,9.3,0.3,0.4,10.3,19.8,0.0,0.2,0.2,0.06,-2.5,-1.0,-3.5,-0.1
1984.0,21.0,1475,SEA,Seattle Supersonics,Clay Johnson,27.0,3.0,9.0,18.3,0.5,0.25,0.0,12.5,0.0,6.0,17.6,5.9,0.0,0.0,20.2,0.0,0.0,0.0,0.2,-1.7,5.4,3.7,0.0
1984.0,21.0,2980,SEA,Seattle Supersonics,Danny Vranes,25.0,5.0,147.0,11.2,0.43,0.03,0.18,12.3,15.6,14.0,10.1,1.1,2.4,10.6,14.6,0.0,0.2,0.2,0.08,-2.5,0.6,-2.0,0.0
1984.0,21.0,379,SEA,Seattle Supersonics,Fred Brown,35.0,5.0,88.0,17.5,0.47,0.06,0.23,2.6,5.9,4.3,18.2,2.4,0.0,5.5,28.3,0.0,0.1,0.1,0.08,0.8,-0.1,0.7,0.1
1984.0,21.0,3140,SEA,Seattle Supersonics,Gus Williams,30.0,5.0,215.0,23.0,0.55,0.06,0.21,1.1,4.8,3.0,42.7,2.0,0.8,11.5,25.6,0.5,0.2,0.7,0.16,6.3,0.2,6.6,0.5
1984.0,21.0,2625,SEA,Seattle Supersonics,Jack Sikma,28.0,5.0,193.0,18.9,0.53,0.01,0.14,6.4,21.6,14.3,4.3,0.8,2.1,8.0,26.7,0.1,0.3,0.5,0.12,0.6,-0.6,0.0,0.1
1984.0,21.0,2786,SEA,Seattle Supersonics,Jon Sundvold,22.0,3.0,22.0,14.2,0.45,0.38,0.25,5.1,4.7,4.9,31.7,0.0,0.0,10.1,20.4,0.0,0.0,0.0,0.07,1.1,-2.3,-1.2,0.0
1984.0,21.0,1622,SEA,Seattle Supersonics,Reggie King,26.0,5.0,91.0,4.1,0.42,0.0,0.0,7.4,12.6,10.1,8.3,1.2,1.9,36.8,9.5,-0.1,0.1,0.0,-0.01,-6.2,0.7,-5.5,-0.1
1984.0,21.0,1912,SEA,Seattle Supersonics,Scooter McCray,23.0,4.0,38.0,10.9,0.62,0.17,0.17,8.9,8.2,8.6,10.6,1.4,0.0,0.0,7.7,0.1,0.0,0.1,0.16,-2.0,0.9,-1.1,0.0
1984.0,21.0,1227,SEA,Seattle Supersonics,Steve Hawes,33.0,5.0,74.0,13.2,0.5,0.14,0.14,12.2,16.9,14.6,12.3,1.4,0.0,11.8,10.4,0.1,0.1,0.2,0.14,0.5,0.3,0.8,0.1
1984.0,21.0,512,SEA,Seattle Supersonics,Tom Chambers,24.0,5.0,191.0,10.8,0.51,0.02,0.3,2.4,15.8,9.4,5.9,1.4,0.9,11.9,18.1,0.0,0.3,0.2,0.06,-3.3,0.1,-3.3,-0.1
