Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,31.0,3124,TOT,Total After Trade,23.0,NBA,"PG,SG",46,7,15.0,1.1,3.2,.338,0.2,0.8,.286,0.9,2.5,.354,.372,0.8,1.0,.787,0.4,1.1,1.5,2.0,0.6,0.1,0.6,1.5,3.2
2003,1.0,3124,ATL,Atlanta Hawks,23.0,NBA,SG,15,7,24.3,1.9,5.4,.358,0.4,1.1,.353,1.5,4.3,.359,.395,1.4,1.9,.724,0.6,2.1,2.7,2.8,1.1,0.1,1.1,2.5,5.7
2003,18.0,3124,MIN,Minnesota Timberwolves,23.0,NBA,PG,31,0,10.5,0.7,2.2,.313,0.1,0.6,.222,0.5,1.6,.347,.343,0.5,0.6,.889,0.4,0.6,1.0,1.6,0.4,0.1,0.4,1.0,2.0
2004,11.0,3124,HOU,Houston Rockets,24.0,NBA,PG,26,0,5.6,0.7,1.4,.472,0.2,0.4,.600,0.4,1.0,.423,.556,0.4,0.5,.833,0.1,0.5,0.6,0.7,0.1,0.0,0.3,0.6,1.9
2005,27.0,3124,SAS,San Antonio Spurs,25.0,NBA,PG,48,0,5.8,0.7,1.6,.416,0.1,0.3,.313,0.6,1.3,.443,.448,0.3,0.3,.750,0.1,0.4,0.5,0.7,0.3,0.0,0.3,0.5,1.7
2006,31.0,3124,TOT,Total After Trade,26.0,NBA,PG,47,0,7.4,0.6,1.9,.322,0.1,0.4,.158,0.6,1.5,.366,.339,0.5,0.9,.610,0.2,0.6,0.8,0.7,0.3,0.0,0.5,0.7,1.8
2006,6.0,3124,CLE,Cleveland Cavaliers,26.0,NBA,PG,37,0,6.6,0.5,1.6,.288,0.1,0.4,.143,0.4,1.2,.333,.305,0.2,0.3,.500,0.2,0.6,0.7,0.5,0.2,0.0,0.4,0.7,1.1
2006,21.0,3124,SEA,Seattle Supersonics,26.0,NBA,PG,10,0,10.5,1.2,3.1,.387,0.1,0.5,.200,1.1,2.6,.423,.403,1.9,2.9,.655,0.3,0.9,1.2,1.4,0.6,0.0,0.9,0.7,4.4
2007,21.0,3124,SEA,Seattle Supersonics,27.0,NBA,PG,47,4,11.4,1.4,3.0,.468,0.1,0.3,.333,1.3,2.7,.484,.486,0.7,0.9,.786,0.3,0.8,1.1,1.7,0.3,0.1,0.7,1.1,3.6
2008,31.0,3124,TOT,Total After Trade,28.0,NBA,PG,15,0,12.5,1.1,2.4,.472,0.2,0.5,.375,0.9,1.9,.500,.514,0.3,0.3,1.000,0.3,0.9,1.3,0.9,0.6,0.0,0.6,0.9,2.7
2008,8.0,3124,DEN,Denver Nuggets,28.0,NBA,PG,8,0,15.3,1.3,2.9,.435,0.3,0.6,.400,1.0,2.3,.444,.478,0.3,0.3,1.000,0.5,1.0,1.5,0.8,0.6,0.0,0.6,1.1,3.0
2008,30.0,3124,WAS,Washington Wizards,28.0,NBA,PG,4,0,11.0,0.5,1.0,.500,0.3,0.5,.500,0.3,0.5,.500,.625,0.0,0.0,,0.3,1.3,1.5,0.8,0.8,0.0,0.3,0.5,1.3
2008,21.0,3124,SEA,Seattle Supersonics,28.0,NBA,PG,3,0,7.3,1.7,3.0,.556,0.0,0.3,.000,1.7,2.7,.625,.556,0.7,0.7,1.000,0.0,0.3,0.3,1.7,0.3,0.0,1.0,0.7,4.0
2010,21.0,3124,OKC,Oklahoma City Thunder,30.0,NBA,PG,4,0,14.8,1.5,3.0,.500,0.5,0.8,.667,1.0,2.3,.444,.583,0.5,1.0,.500,0.3,0.8,1.0,1.0,0.0,0.0,1.0,1.3,4.0
