SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,15,MEM,Pau Gasol,23.0,78,78.0,2458,506,1049,0.48,4,15,0.27,502,1034,0.48,0.48,365,511,0.71,206,394,600,198,44,132,187,185,1381
2004,15,MEM,James Posey,27.0,82,82.0,2451,368,770,0.48,112,290,0.39,256,480,0.53,0.55,278,335,0.83,92,311,403,122,137,40,112,248,1126
2004,15,MEM,Jason Williams,28.0,72,68.0,2115,290,713,0.41,120,364,0.33,170,349,0.49,0.49,82,98,0.84,25,122,147,492,92,5,136,97,782
2004,15,MEM,Shane Battier,25.0,79,1.0,1947,242,543,0.45,65,186,0.35,177,357,0.5,0.51,120,164,0.73,102,201,303,101,101,58,56,187,669
2004,15,MEM,Mike Miller,23.0,65,65.0,1770,270,616,0.44,80,215,0.37,190,401,0.47,0.5,102,141,0.72,42,174,216,232,59,14,107,162,722
2004,15,MEM,Lorenzen Wright,28.0,65,46.0,1674,257,586,0.44,0,5,0.0,257,581,0.44,0.44,96,131,0.73,144,301,445,71,45,58,77,192,610
2004,15,MEM,Earl Watson,24.0,81,14.0,1669,172,464,0.37,26,106,0.24,146,358,0.41,0.4,90,138,0.65,49,129,178,402,91,19,146,175,460
2004,15,MEM,Bo Outlaw,32.0,82,1.0,1606,159,312,0.51,0,4,0.0,159,308,0.52,0.51,61,116,0.53,125,217,342,90,73,70,69,170,379
2004,15,MEM,Stromile Swift,24.0,77,10.0,1528,268,571,0.47,1,4,0.25,267,567,0.47,0.47,190,262,0.72,141,237,378,38,56,118,88,188,727
2004,15,MEM,Bonzi Wells,27.0,59,17.0,1468,295,675,0.44,21,61,0.34,274,614,0.45,0.45,117,156,0.75,57,142,199,104,71,16,129,159,728
2004,15,MEM,Jake Tsakalidis,24.0,40,28.0,533,67,133,0.5,0,0,,67,133,0.5,0.5,36,61,0.59,37,91,128,18,9,22,23,79,170
2004,15,MEM,Wesley Person,32.0,16,0.0,284,33,107,0.31,11,43,0.26,22,64,0.34,0.36,6,8,0.75,2,16,18,23,5,2,16,11,83
2004,15,MEM,Theron Smith,23.0,20,0.0,178,16,43,0.37,6,12,0.5,10,31,0.32,0.44,6,8,0.75,13,28,41,7,5,5,14,18,44
2004,15,MEM,Dahntay Jones,23.0,20,0.0,154,15,53,0.28,1,4,0.25,14,49,0.29,0.29,5,11,0.46,7,16,23,12,5,6,12,23,36
2004,15,MEM,Troy Bell,23.0,6,0.0,34,4,18,0.22,0,4,0.0,4,14,0.29,0.22,3,3,1.0,3,1,4,4,1,0,6,6,11
2004,15,MEM,Ryan Humphrey,24.0,2,0.0,11,1,4,0.25,0,1,0.0,1,3,0.33,0.25,0,0,,2,1,3,1,1,0,2,3,2
2004,15,MEM,Team Totals,,82,,19880,2963,6657,0.44,447,1314,0.34,2516,5343,0.47,0.48,1557,2143,0.73,1047,2381,3428,1915,795,565,1226,1903,7930
