PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Antonio Davis,33.0,77,77.0,2978,410,963,0.426,0,1,0.0,410,962,0.426,0.426,293,358,0.818,254,486,740,155,54,83,159,225,1113
Alvin Williams,27.0,82,82.0,2927,403,971,0.415,62,193,0.321,341,778,0.43799999999999994,0.447,103,140,0.736,58,223,281,468,135,26,150,191,971
Vince Carter,25.0,60,60.0,2385,559,1307,0.428,121,313,0.387,438,994,0.441,0.474,245,307,0.7979999999999999,138,175,313,239,94,43,154,191,1484
Keon Clark,26.0,81,31.0,2185,380,775,0.49,0,5,0.0,380,770,0.494,0.49,155,230,0.674,182,421,603,88,58,122,140,258,915
Morris Peterson,24.0,63,56.0,1988,336,768,0.43799999999999994,84,231,0.364,252,537,0.469,0.49200000000000005,127,169,0.7509999999999999,91,132,223,153,73,11,86,174,883
Jerome Williams,28.0,68,32.0,1641,190,388,0.49,0,0,,190,388,0.49,0.49,138,204,0.6759999999999999,165,221,386,75,78,25,68,153,518
Chris Childs,34.0,69,4.0,1576,97,296,0.32799999999999996,33,120,0.275,64,176,0.364,0.38299999999999995,58,71,0.8170000000000001,18,136,154,351,56,5,123,177,285
Hakeem Olajuwon,39.0,61,37.0,1378,194,418,0.46399999999999997,0,2,0.0,194,416,0.466,0.46399999999999997,47,84,0.56,98,268,366,66,74,90,98,147,435
Dell Curry,37.0,56,4.0,886,141,347,0.406,45,131,0.344,96,216,0.444,0.47100000000000003,33,37,0.892,23,58,81,61,22,6,41,50,360
Eric Montross,30.0,49,24.0,655,53,132,0.402,0,1,0.0,53,131,0.405,0.402,10,31,0.32299999999999995,36,104,140,16,12,23,25,92,116
Tracy Murray,30.0,40,3.0,473,85,207,0.41100000000000003,40,104,0.385,45,103,0.43700000000000006,0.507,17,21,0.81,18,35,53,19,11,8,25,38,227
Jermaine Jackson,25.0,24,0.0,280,20,42,0.47600000000000003,1,2,0.5,19,40,0.475,0.488,16,24,0.667,3,24,27,57,9,1,14,24,57
Michael Bradley,22.0,26,0.0,118,13,25,0.52,0,2,0.0,13,23,0.565,0.52,4,8,0.5,7,17,24,3,0,6,6,10,30
Carlos Arroyo,22.0,17,0.0,96,13,29,0.44799999999999995,0,0,,13,29,0.44799999999999995,0.44799999999999995,4,6,0.667,3,9,12,21,6,0,12,12,30
Michael Stewart,26.0,11,0.0,93,8,23,0.348,0,0,,8,23,0.348,0.348,6,11,0.545,12,13,25,3,4,3,4,22,22
Derrick Dial,26.0,7,0.0,50,11,26,0.423,1,4,0.25,10,22,0.455,0.442,5,6,0.833,2,9,11,4,2,0,3,1,28
Mamadou N'Diaye,26.0,5,0.0,46,6,10,0.6,0,0,,6,10,0.6,0.6,8,10,0.8,6,5,11,0,0,2,1,6,20
Team Totals,,82,,19755,2919,6727,0.434,387,1109,0.349,2532,5618,0.451,0.46299999999999997,1269,1717,0.7390000000000001,1114,2336,3450,1779,688,454,1174,1771,7494
