SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2011,23,PHI,Jrue Holiday,20,5,188,17.2,0.55,0.36,0.26,1.7,9.4,5.5,25.8,3.0,0.9,14.6,19.3,,0.2,0.1,0.4,0.09,,2.6,2.2,4.8,0.3
2011,23,PHI,Elton Brand,31,5,185,17.4,0.58,0.0,0.21,7.0,17.9,12.4,3.1,0.6,2.7,5.6,18.6,,0.4,0.1,0.5,0.13,,0.4,0.3,0.6,0.1
2011,23,PHI,Andre Iguodala,27,5,182,14.4,0.49,0.27,0.27,4.2,17.0,10.5,32.0,1.5,0.9,19.4,19.1,,0.0,0.1,0.2,0.04,,-0.3,1.4,1.1,0.1
2011,23,PHI,Lou Williams,24,5,130,12.9,0.45,0.38,0.36,0.0,6.8,3.4,20.1,2.1,0.0,6.2,23.8,,0.0,0.0,0.0,0.02,,0.8,-0.2,0.6,0.1
2011,23,PHI,Thaddeus Young,22,5,127,13.8,0.44,0.02,0.2,14.5,10.5,12.5,6.2,1.8,0.7,9.7,27.4,,-0.1,0.1,-0.1,-0.02,,-0.3,-1.9,-2.2,0.0
2011,23,PHI,Jodie Meeks,23,5,125,11.5,0.58,0.58,0.19,1.7,7.1,4.4,5.3,1.3,0.0,5.6,13.7,,0.2,0.0,0.2,0.07,,0.2,0.3,0.5,0.1
2011,23,PHI,Spencer Hawes,22,5,98,8.1,0.37,0.03,0.12,5.5,15.8,10.6,15.8,0.0,1.7,5.4,18.0,,-0.1,0.0,-0.1,-0.03,,-3.3,0.0,-3.3,0.0
2011,23,PHI,Evan Turner,22,5,97,17.3,0.51,0.13,0.05,4.5,21.7,13.0,7.8,1.7,0.9,0.0,19.3,,0.2,0.1,0.3,0.13,,1.6,2.3,3.9,0.1
2011,23,PHI,Tony Battie,34,5,38,8.2,0.44,0.0,0.29,5.7,23.3,14.4,0.0,0.0,6.6,11.3,11.2,,0.0,0.0,0.0,0.03,,-5.1,1.4,-3.7,0.0
2011,23,PHI,Marreese Speights,23,2,21,-6.0,0.17,0.0,0.0,5.1,26.3,15.6,7.8,0.0,4.0,0.0,27.5,,-0.2,0.0,-0.1,-0.33,,-11.3,-3.9,-15.1,-0.1
2011,23,PHI,AndrAs Nocioni,31,1,10,-17.8,0.0,0.67,0.0,0.0,22.1,10.9,0.0,0.0,0.0,25.0,19.2,,-0.1,0.0,-0.1,-0.49,,-17.4,-6.3,-23.7,-0.1
