PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Ty Lawson,23,5,167,20.1,0.628,0.212,0.442,4.7,6.7,5.7,21.7,1.5,0.5,8.8,18.6,,0.6,0.0,0.6,0.179,,4.5,1.0,5.4,0.3
Nenê Hilário,28,5,162,17.1,0.529,0.0,1.043,9.6,21.3,15.5,9.1,1.6,2.1,10.6,21.2,,0.2,0.2,0.4,0.115,,1.4,0.4,1.8,0.2
Raymond Felton,26,5,152,11.2,0.479,0.32,0.48,0.0,6.6,3.3,24.6,2.0,0.0,14.2,21.2,,-0.1,0.1,0.0,-0.001,,-1.1,-0.4,-1.5,0.0
Danilo Gallinari,22,5,148,11.9,0.563,0.341,0.47700000000000004,0.8,12.0,6.4,12.3,1.4,0.0,11.6,18.6,,0.1,0.1,0.2,0.065,,0.0,0.6,0.6,0.1
Kenyon Martin,33,5,148,12.9,0.509,0.0,0.36,4.5,24.8,14.7,10.5,0.7,1.1,10.8,20.0,,0.0,0.1,0.2,0.053,,-1.4,0.6,-0.7,0.0
Wilson Chandler,23,5,115,4.0,0.364,0.24100000000000002,0.31,1.9,19.3,10.7,2.9,1.3,2.9,10.8,14.7,,-0.2,0.1,-0.1,-0.057,,-5.4,0.2,-5.2,-0.1
Arron Afflalo,25,3,85,7.9,0.45299999999999996,0.353,0.235,0.0,11.8,5.9,15.3,0.0,0.0,7.4,21.8,,-0.1,0.0,-0.1,-0.03,,-2.1,-0.6,-2.7,0.0
J.R. Smith,25,5,76,12.0,0.49200000000000005,0.467,0.244,1.5,13.2,7.3,14.0,1.3,0.0,13.8,34.8,,-0.2,0.0,-0.1,-0.076,,0.5,-1.5,-1.0,0.0
Chris Andersen,32,5,73,19.1,0.6990000000000001,0.0,1.273,7.6,13.7,10.7,7.0,2.1,8.0,14.9,12.6,,0.2,0.1,0.3,0.195,,1.6,4.8,6.4,0.2
Al Harrington,30,5,70,12.8,0.589,0.455,0.182,1.6,9.5,5.6,13.3,2.2,0.0,14.4,18.1,,0.1,0.0,0.1,0.064,,1.5,1.5,3.0,0.1
Gary Forbes,25,1,2,-12.4,0.0,0.0,0.0,0.0,55.6,27.8,0.0,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,-0.49700000000000005,,-14.8,-5.9,-20.7,0.0
Kosta Koufos,21,1,2,43.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,0.33799999999999997,,15.6,2.9,18.5,0.0
