Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1985,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",23.0,NBA,PF,8.0,8.0,311.0,13.3,23.1,0.58,0.0,0.2,0.0,13.3,23.0,0.58,7.4,9.0,0.83,3.3,7.6,10.9,3.1,1.9,1.1,4.0,5.1,34.1,120.0,110.0
1986,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",24.0,NBA,PF,14.0,14.0,510.0,12.2,23.8,0.51,0.0,0.0,,12.2,23.8,0.51,4.0,5.8,0.69,3.1,9.9,13.0,4.0,1.9,1.5,3.7,4.9,28.5,107.0,109.0
1987,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",25.0,NBA,PF,12.0,10.0,443.0,11.5,23.5,0.49,0.0,0.0,,11.5,23.5,0.49,6.2,9.1,0.69,3.2,7.2,10.4,3.1,1.3,1.4,1.6,5.6,29.2,114.0,114.0
1988,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",26.0,NBA,PF,5.0,5.0,193.0,13.0,23.2,0.56,0.0,0.0,,13.0,23.2,0.56,7.6,11.5,0.66,3.1,7.0,10.2,3.4,2.3,0.8,3.1,4.2,33.6,119.0,112.0
1989,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",27.0,NBA,SF,5.0,4.0,124.0,11.3,31.1,0.36,0.0,0.5,0.0,11.3,30.6,0.37,6.3,7.2,0.88,8.6,6.3,14.9,3.2,1.4,0.0,1.8,7.2,28.8,100.0,116.0
1990,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",28.0,NBA,PF,10.0,10.0,375.0,12.9,24.4,0.53,0.1,0.6,0.2,12.8,23.8,0.54,5.3,6.5,0.81,3.9,7.9,11.8,2.8,0.9,0.5,2.4,4.9,31.2,119.0,107.0
1991,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",29.0,NBA,PF,4.0,4.0,124.0,9.6,18.8,0.51,0.0,0.4,0.0,9.6,18.4,0.52,3.4,6.9,0.5,5.4,8.8,14.2,1.5,1.1,0.8,3.4,5.0,22.6,100.0,113.0
1992,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",30.0,NBA,PF,3.0,3.0,122.0,14.2,27.7,0.52,0.0,0.4,0.0,14.2,27.2,0.52,4.2,8.4,0.5,6.3,8.0,14.2,2.9,1.7,1.7,2.9,3.8,32.7,112.0,118.0
1993,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",31.0,NBA,PF,10.0,0.0,138.0,11.6,26.2,0.44,0.0,0.4,0.0,11.6,25.8,0.45,1.9,3.0,0.62,6.4,8.2,14.6,1.9,1.1,0.4,3.0,10.1,25.0,97.0,107.0
1994,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",32.0,NBA,PF,4.0,1.0,72.0,8.4,16.8,0.5,0.0,0.0,,8.4,16.8,0.5,7.6,9.2,0.83,7.6,11.5,19.1,1.5,3.8,2.3,3.1,7.6,24.4,119.0,101.0
1995,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",33.0,NBA,PF,15.0,2.0,135.0,7.1,19.0,0.38,0.0,0.4,0.0,7.1,18.6,0.38,8.7,11.9,0.73,4.8,7.5,12.3,1.6,2.0,0.4,2.8,9.9,23.0,103.0,102.0
1997,21,644,SEA,Seattle Supersonics,Terry Cummings,"March 15, 1961",35.0,NBA,PF,12.0,6.0,292.0,8.1,16.6,0.49,0.0,0.0,,8.1,16.6,0.49,2.9,4.3,0.67,5.0,7.9,13.0,2.5,2.0,1.1,2.5,7.0,19.1,109.0,107.0
1998,20,644,NYK,New York Knicks,Terry Cummings,"March 15, 1961",36.0,NBA,PF,8.0,1.0,120.0,6.9,15.7,0.44,0.0,0.0,,6.9,15.7,0.44,0.9,3.7,0.25,5.1,11.1,16.1,2.3,1.8,0.9,3.2,10.6,14.8,87.0,101.0
