PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Magic Johnson,23,15,,643,7.4,15.3,0.485,0.0,0.8,0.0,7.4,14.4,0.513,5.0,6.0,0.84,3.8,5.7,9.5,14.2,2.5,0.9,4.7,3.6,19.9,,114,107
Jamaal Wilkes,29,15,,589,11.0,22.1,0.498,0.0,0.2,0.0,11.0,21.9,0.502,2.2,3.6,0.614,3.4,3.9,7.3,4.1,1.6,0.9,2.7,4.1,24.2,,106,110
Kareem Abdul-Jabbar,35,15,,588,13.2,23.2,0.568,0.0,0.1,0.0,13.2,23.2,0.57,6.5,8.6,0.755,2.0,7.3,9.3,3.4,1.4,4.5,4.0,4.9,32.9,,114,105
Norm Nixon,27,14,,538,10.0,21.0,0.47700000000000004,0.3,0.6,0.429,9.7,20.4,0.478,3.3,4.4,0.74,1.2,3.1,4.2,8.0,1.6,0.1,3.0,3.5,23.5,,107,111
Michael Cooper,26,15,,453,5.6,12.0,0.465,0.1,0.7,0.14300000000000002,5.5,11.2,0.486,3.6,4.3,0.8290000000000001,1.3,4.9,6.2,4.6,2.7,0.6,2.0,5.7,14.8,,111,107
Kurt Rambis,24,15,,377,5.7,10.0,0.57,0.0,0.0,,5.7,10.0,0.57,2.9,4.4,0.657,3.4,8.0,11.4,2.4,1.6,2.0,2.9,6.4,14.3,,109,106
Bob McAdoo,31,8,,166,10.6,24.1,0.44,0.6,1.7,0.33299999999999996,10.0,22.4,0.449,3.2,4.0,0.7859999999999999,4.3,8.9,13.2,1.4,3.2,2.9,4.0,6.6,25.0,,95,101
Mark Landsberger,27,11,,141,4.1,9.5,0.429,0.0,0.3,0.0,4.1,9.1,0.444,0.7,1.4,0.5,6.4,8.4,14.9,1.0,0.0,0.7,2.0,8.1,8.8,,99,110
Dwight Jones,30,7,,59,4.0,12.9,0.313,0.0,0.0,,4.0,12.9,0.313,1.6,4.0,0.4,3.2,6.5,9.7,0.0,0.8,0.0,4.0,8.9,9.7,,64,110
Steve Mix,35,8,,26,3.7,9.2,0.4,0.0,0.0,,3.7,9.2,0.4,5.5,5.5,1.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0,11.0,12.8,,128,115
Mike McGee,23,6,,25,7.6,21.0,0.364,1.9,1.9,1.0,5.7,19.1,0.3,5.7,7.6,0.75,9.5,3.8,13.3,1.9,0.0,0.0,7.6,9.5,22.9,,89,113
Clay Johnson,26,7,,20,9.5,16.7,0.5710000000000001,0.0,2.4,0.0,9.5,14.3,0.667,0.0,0.0,,4.8,4.8,9.5,2.4,2.4,0.0,2.4,7.1,19.1,,112,108
