PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Alvin Robertson,25,3,3,119,11.5,20.2,0.5660000000000001,1.1,2.7,0.429,10.3,17.6,0.5870000000000001,2.7,3.4,0.778,1.9,3.4,5.3,10.7,4.6,0.4,3.4,5.7,26.7,,121.0,110
Frank Brickowski,28,3,3,113,8.9,17.7,0.5,0.4,0.4,1.0,8.4,17.3,0.488,5.2,7.6,0.684,2.8,6.0,8.9,5.6,2.4,0.8,3.6,4.8,23.3,,108.0,113
Greg Anderson,23,3,3,95,8.1,17.2,0.47200000000000003,0.0,0.0,,8.1,17.2,0.47200000000000003,1.9,4.3,0.444,2.9,7.2,10.0,1.4,1.0,1.9,4.8,4.8,18.2,,83.0,114
Walter Berry,23,3,0,94,13.1,24.2,0.54,0.0,0.5,0.0,13.1,23.7,0.551,5.8,7.3,0.8,6.3,3.9,10.2,2.9,2.4,1.0,5.3,4.8,31.9,,108.0,114
Jon Sundvold,26,3,3,90,7.6,15.2,0.5,1.5,4.5,0.33299999999999996,6.1,10.6,0.5710000000000001,1.0,1.5,0.667,0.5,1.5,2.0,7.6,2.0,0.0,1.5,1.5,17.7,,118.0,117
Mike Mitchell,32,3,3,74,8.0,22.7,0.35100000000000003,0.0,0.0,,8.0,22.7,0.35100000000000003,3.1,3.7,0.833,3.7,5.5,9.2,2.5,0.6,0.6,3.1,3.1,19.0,,85.0,117
Johnny Dawkins,24,3,0,53,5.1,19.7,0.261,0.0,1.7,0.0,5.1,18.0,0.28600000000000003,2.6,3.4,0.75,0.9,1.7,2.6,4.3,1.7,0.0,0.9,1.7,12.9,,78.0,118
Ed Nealy,27,2,0,36,2.5,5.1,0.5,0.0,0.0,,2.5,5.1,0.5,0.0,0.0,,3.8,5.1,8.8,5.1,1.3,0.0,1.3,7.6,5.1,,118.0,116
Kurt Nimphius,29,3,0,30,7.6,15.2,0.5,0.0,0.0,,7.6,15.2,0.5,3.0,3.0,1.0,4.5,7.6,12.1,3.0,0.0,1.5,0.0,10.6,18.2,,132.0,116
Ricky Wilson,23,2,0,9,0.0,10.1,0.0,0.0,0.0,,0.0,10.1,0.0,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,5.1,10.1,0.0,,18.0,122
Walter Berry,29,2,0,6,0.0,15.2,0.0,0.0,0.0,,0.0,15.2,0.0,0.0,0.0,,0.0,0.0,0.0,7.6,0.0,0.0,22.7,0.0,0.0,,10.0,122
Phil Zevenbergen,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122
