Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,29,571,UTA,Utah Jazz,23.0,NBA,C,70.0,68.0,1440.0,3.9,8.6,0.46,0.0,0.0,0.0,3.9,8.6,0.46,3.3,4.5,0.74,3.4,3.9,7.4,1.4,0.7,0.5,1.4,5.9,11.3
2003,29,571,UTA,Utah Jazz,24.0,NBA,C,22.0,7.0,421.0,3.2,7.4,0.44,0.0,0.1,0.0,3.2,7.3,0.45,3.8,5.3,0.71,2.7,2.4,5.1,1.2,0.4,0.5,1.6,6.0,10.3
2004,29,571,UTA,Utah Jazz,25.0,NBA,C,81.0,31.0,1732.0,3.1,6.1,0.5,0.0,0.0,0.0,3.1,6.1,0.5,3.9,5.4,0.72,2.4,4.1,6.6,1.6,0.5,0.4,1.6,5.3,10.0
2005,29,571,UTA,Utah Jazz,26.0,NBA,C,50.0,38.0,961.0,2.4,5.9,0.41,0.0,0.0,0.0,2.4,5.8,0.42,3.1,4.5,0.7,2.1,4.0,6.1,2.3,0.4,0.2,1.3,5.5,8.0
2006,29,571,UTA,Utah Jazz,27.0,NBA,C,79.0,41.0,1730.0,2.7,5.8,0.46,0.0,0.0,,2.7,5.8,0.46,3.3,4.6,0.72,2.8,4.1,6.9,2.0,0.7,0.6,1.3,5.2,8.6
2007,29,571,UTA,Utah Jazz,28.0,NBA,C,82.0,9.0,913.0,3.0,6.7,0.44,0.0,0.0,,3.0,6.7,0.44,2.1,3.3,0.65,2.8,3.9,6.7,2.4,0.5,0.3,1.5,5.8,8.0
2008,29,571,UTA,Utah Jazz,29.0,NBA,C,70.0,9.0,702.0,1.8,4.2,0.44,0.0,0.1,0.0,1.8,4.2,0.44,2.4,3.8,0.62,2.1,3.9,5.9,1.9,0.5,0.3,1.1,5.4,6.1
2009,29,571,UTA,Utah Jazz,30.0,NBA,C,26.0,3.0,201.0,2.9,6.3,0.46,0.0,0.0,,2.9,6.3,0.46,1.4,2.0,0.73,3.6,3.0,6.6,1.3,0.4,0.2,1.6,6.3,7.2
2010,24,571,PHO,Phoenix Suns,31.0,NBA,C,34.0,10.0,261.0,1.7,4.3,0.39,0.0,0.0,,1.7,4.3,0.39,1.4,3.4,0.4,3.0,5.5,8.6,0.8,0.3,0.4,1.4,5.8,4.7
2011,31,571,TOT,Total After Trade,32.0,NBA,C,28.0,0.0,181.0,1.2,4.2,0.29,0.0,0.0,,1.2,4.2,0.29,1.4,2.0,0.7,2.8,2.0,4.8,0.4,0.8,0.2,1.4,5.8,3.8
2011,13,571,LAC,Los Angeles Clippers,32.0,NBA,C,23.0,0.0,157.0,1.1,3.4,0.33,0.0,0.0,,1.1,3.4,0.33,1.6,2.3,0.7,1.6,2.3,3.9,0.2,0.9,0.2,1.1,5.5,3.9
2011,25,571,POR,Portland Trail Blazers,32.0,NBA,C,5.0,0.0,24.0,1.5,9.0,0.17,0.0,0.0,,1.5,9.0,0.17,0.0,0.0,,10.5,0.0,10.5,1.5,0.0,0.0,3.0,7.5,3.0
