Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1985,22.0,POR,NBA,SF,77.0,958.0,15.3,0.524,0.008,0.487,11.1,12.9,12.0,8.8,2.4,1.7,12.8,21.4,,1.0,1.2,2.2,0.111,,-0.9,0.2,-0.7,0.3
1986,23.0,POR,NBA,SF,79.0,1217.0,18.5,0.589,0.013,0.487,12.7,14.6,13.6,9.8,3.2,1.5,16.5,22.2,,2.0,1.6,3.6,0.143,,0.6,0.5,1.1,0.9
1987,24.0,POR,NBA,SF,82.0,2088.0,16.9,0.565,0.031,0.497,11.0,15.5,13.3,12.5,2.7,2.1,14.3,19.6,,3.5,2.9,6.4,0.147,,0.6,1.5,2.0,2.1
1988,25.0,POR,NBA,SF,79.0,2888.0,17.3,0.542,0.012,0.323,7.9,16.7,12.3,11.7,2.0,1.3,10.3,21.3,,4.8,3.8,8.6,0.144,,1.2,0.6,1.8,2.8
1989,26.0,POR,NBA,SF,76.0,2716.0,16.6,0.511,0.018,0.327,9.5,15.8,12.6,12.2,2.3,1.8,11.4,20.8,,3.5,3.3,6.8,0.121,,0.8,0.6,1.4,2.3
1990,27.0,POR,NBA,SF,82.0,2843.0,15.7,0.521,0.018,0.359,9.5,17.0,13.2,9.2,2.0,1.3,10.3,19.4,,4.1,4.7,8.8,0.148,,0.5,1.2,1.8,2.7
1991,28.0,POR,NBA,SF,73.0,2359.0,15.6,0.526,0.015,0.369,8.0,14.5,11.3,13.4,2.0,2.0,12.6,20.3,,2.9,3.8,6.7,0.136,,0.4,1.4,1.9,2.3
1992,29.0,POR,NBA,SF,77.0,2553.0,14.7,0.502,0.009,0.308,10.3,16.7,13.5,13.3,2.2,1.7,13.5,17.8,,2.4,4.4,6.8,0.128,,0.2,1.6,1.7,2.4
1993,30.0,POR,NBA,SF,65.0,1719.0,13.7,0.475,0.044,0.285,7.8,18.4,12.9,10.3,2.3,1.5,10.4,19.3,,0.6,2.8,3.4,0.094,,-1.4,1.2,-0.2,0.8
1994,31.0,POR,NBA,SF,78.0,1276.0,14.5,0.481,0.017,0.288,10.6,17.9,14.1,8.5,2.7,2.4,10.7,18.9,,1.1,2.0,3.2,0.119,,-1.9,1.5,-0.5,0.5
1995,32.0,POR,NBA,SF,63.0,1143.0,14.5,0.467,0.055,0.254,8.8,16.9,12.7,11.2,2.3,2.3,10.5,22.5,,0.6,1.9,2.5,0.104,,-2.0,1.1,-0.9,0.3
1996,33.0,GSW,NBA,SF,76.0,1620.0,13.1,0.452,0.034,0.294,10.8,15.0,12.9,10.9,2.9,2.0,11.7,17.2,,0.6,1.8,2.4,0.071,,-1.8,1.0,-0.9,0.5
1997,34.0,LAL,NBA,SF,70.0,1766.0,12.3,0.475,0.145,0.263,7.3,16.1,11.7,7.8,3.5,2.1,12.9,14.6,,0.4,3.4,3.8,0.102,,-2.6,2.6,0.0,0.9
1998,35.0,SEA,NBA,SF,37.0,717.0,12.6,0.447,0.043,0.279,9.5,12.9,11.3,9.6,3.9,1.5,12.1,19.2,,0.0,1.2,1.2,0.079,,-3.3,1.0,-2.3,-0.1
1999,36.0,SAS,NBA,SF,45.0,699.0,7.4,0.352,0.07,0.07,7.2,13.3,10.4,9.4,2.9,1.4,12.7,15.7,,-0.9,1.5,0.6,0.04,,-4.9,2.0,-2.9,-0.1
2001,38.0,MIL,NBA,SF,22.0,243.0,12.9,0.473,0.014,0.232,3.8,17.1,10.5,9.4,3.0,2.4,7.3,15.3,,0.2,0.3,0.5,0.101,,-2.5,2.2,-0.3,0.1
