Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,25.0,CHI,NBA,SF,81.0,38.0,1892.0,4.6,11.4,0.401,0.5,1.8,0.258,4.1,9.6,0.429,3.2,4.2,0.766,1.3,6.0,7.3,2.3,0.7,0.6,2.6,4.0,12.9
2006,26.0,CHI,NBA,PF,82.0,43.0,2239.0,6.2,13.4,0.461,1.5,3.8,0.391,4.7,9.5,0.489,3.3,3.9,0.843,1.4,6.6,8.0,1.9,0.6,0.8,1.9,4.1,17.1
2007,27.0,CHI,NBA,PF,53.0,31.0,1406.0,7.0,15.0,0.467,2.0,5.4,0.383,4.9,9.6,0.515,3.1,3.7,0.848,1.1,6.6,7.7,1.5,0.7,0.6,2.7,4.2,19.2
2008,28.0,CHI,NBA,SF,82.0,27.0,2021.0,6.8,15.6,0.432,2.2,6.2,0.364,4.5,9.5,0.476,3.5,4.3,0.807,0.9,5.2,6.1,1.7,0.4,0.8,2.4,4.4,19.2
2009,29.0,TOT,NBA,"PF,SF",76.0,18.0,1991.0,5.4,12.7,0.427,2.2,5.6,0.399,3.2,7.1,0.449,2.6,3.3,0.792,1.0,5.6,6.5,1.8,0.7,0.6,2.0,4.7,15.7
2009,29.0,CHI,NBA,PF,53.0,2.0,1278.0,5.2,12.6,0.414,2.2,5.9,0.378,3.0,6.8,0.446,2.8,3.5,0.806,1.0,5.3,6.3,1.7,0.7,0.5,2.1,5.0,15.5
2009,29.0,SAC,NBA,SF,23.0,16.0,713.0,5.7,12.7,0.448,2.3,5.2,0.441,3.4,7.6,0.453,2.3,3.0,0.763,1.0,6.0,7.0,2.1,0.7,0.9,2.0,4.3,16.0
2010,30.0,SAC,NBA,SF,75.0,28.0,1477.0,5.7,14.3,0.399,2.3,6.1,0.386,3.4,8.2,0.408,1.7,2.4,0.717,0.8,4.6,5.4,1.8,0.8,0.6,1.6,3.9,15.5
2011,31.0,PHI,NBA,SF,54.0,17.0,931.0,4.6,10.7,0.426,1.6,4.6,0.356,2.9,6.1,0.478,1.9,2.4,0.803,0.7,5.8,6.5,1.7,0.5,0.6,1.8,3.9,12.6
2012,32.0,PHI,NBA,SF,11.0,1.0,56.0,3.2,12.9,0.25,0.6,3.9,0.167,2.6,9.0,0.286,3.9,7.1,0.545,0.6,8.4,9.0,0.6,0.6,0.6,3.2,2.6,10.9
