Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2016,27,34,SAS,San Antonio Spurs,12,LaMarcus Aldridge,PF,6-11,250,1985-07-19,US,9,Texas
2016,27,78,SAS,San Antonio Spurs,1,Kyle Anderson,SF,6-9,230,1993-09-20,US,1,UCLA
2016,27,291,SAS,San Antonio Spurs,15,Matt Bonner,C,6-10,235,1980-04-05,US,11,Florida
2016,27,441,SAS,San Antonio Spurs,18,Rasual Butler,SF,6-7,215,1979-05-23,US,12,La Salle
2016,27,741,SAS,San Antonio Spurs,33,Boris Diaw,PF,6-8,250,1982-04-16,FR,12,
2016,27,802,SAS,San Antonio Spurs,21,Tim Duncan,C,6-11,250,1976-04-25,VI,18,Wake Forest
2016,27,1042,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,13,
2016,27,1101,SAS,San Antonio Spurs,14,Danny Green,SG,6-6,215,1987-06-22,US,6,UNC
2016,27,1737,SAS,San Antonio Spurs,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,4,San Diego State
2016,27,1842,SAS,San Antonio Spurs,40,Boban Marjanovic,C,7-4,290,1988-08-15,RS,R,
2016,27,1866,SAS,San Antonio Spurs,23,Kevin Martin,SG,6-7,199,1983-02-01,US,11,Western Carolina University
2016,27,1898,SAS,San Antonio Spurs,3,Ray McCallum,PG,6-3,190,1991-06-12,US,2,Detroit Mercy
2016,27,1992,SAS,San Antonio Spurs,24,Andre Miller,PG,6-3,200,1976-03-19,US,16,Utah
2016,27,2004,SAS,San Antonio Spurs,8,Patty Mills,PG,6-1,180,1988-08-11,AU,6,Saint Mary's
2016,27,2254,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,1982-05-17,BE,14,
2016,27,2642,SAS,San Antonio Spurs,17,Jonathon Simmons,SG,6-6,195,1989-09-14,US,R,Houston
2016,27,3079,SAS,San Antonio Spurs,30,David West,PF,6-9,250,1980-08-29,US,12,Xavier
