SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2011,14,LAL,9,Matt Barnes,SF,6-7,226,1980-03-09,US,7,UCLA
2011,14,LAL,5,Steve Blake,PG,6-3,172,1980-02-26,US,7,Maryland
2011,14,LAL,12,Shannon Brown,SG,6-4,205,1985-11-29,US,4,Michigan State
2011,14,LAL,24,Kobe Bryant,SG,6-6,212,1978-08-23,US,14,
2011,14,LAL,17,Andrew Bynum,C,7-0,285,1987-10-27,US,5,
2011,14,LAL,45,Derrick Caracter,C,6-9,275,1988-05-04,US,R,"Louisville, Texas-El Paso"
2011,14,LAL,3,Devin Ebanks,SG,6-9,215,1989-10-28,US,R,West Virginia
2011,14,LAL,2,Derek Fisher,PG,6-1,200,1974-08-09,US,14,Little Rock
2011,14,LAL,16,Pau Gasol,C,7-0,250,1980-07-06,ES,9,
2011,14,LAL,10,Trey Johnson,SG,6-5,218,1984-08-30,US,1,"Alcorn State, Jackson State University"
2011,14,LAL,7,Lamar Odom,PF,6-10,220,1979-11-06,US,11,Rhode Island
2011,14,LAL,50,Theo Ratliff,C,6-10,225,1973-04-17,US,15,Wyoming
2011,14,LAL,1,Joe Smith,PF,6-10,225,1975-07-26,US,15,Maryland
2011,14,LAL,18,Sasha Vujacic,SG,6-7,195,1984-03-08,SI,6,
2011,14,LAL,4,Luke Walton,SF,6-8,235,1980-03-28,US,7,Arizona
2011,14,LAL,15,Metta World Peace,SF,6-6,260,1979-11-13,US,11,St. John's
