PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zach Randolph,32.0,79,79.0,2705,560,1198,0.467,2,20,0.1,558,1178,0.474,0.46799999999999997,250,337,0.742,265,530,795,200,54,23,183,210,1372
Mike Conley,26.0,73,73.0,2446,463,1030,0.45,105,291,0.361,358,739,0.484,0.5,225,276,0.815,41,172,213,441,110,13,150,141,1256
Marc Gasol,29.0,59,59.0,1970,336,711,0.473,2,11,0.182,334,700,0.47700000000000004,0.474,185,241,0.768,84,340,424,215,59,76,111,150,859
Tayshaun Prince,33.0,76,76.0,1948,200,492,0.40700000000000003,20,69,0.29,180,423,0.426,0.42700000000000005,34,60,0.5670000000000001,32,202,234,119,39,19,41,63,454
Mike Miller,33.0,82,4.0,1707,213,443,0.48100000000000004,107,233,0.45899999999999996,106,210,0.505,0.602,46,56,0.821,30,177,207,130,26,5,77,95,579
Courtney Lee,28.0,49,47.0,1469,205,431,0.47600000000000003,49,142,0.345,156,289,0.54,0.532,81,90,0.9,21,117,138,83,45,19,48,90,540
Kosta Koufos,24.0,80,22.0,1349,227,459,0.495,0,0,,227,459,0.495,0.495,60,93,0.645,160,258,418,39,32,71,67,182,514
Tony Allen,32.0,55,28.0,1278,204,413,0.494,11,47,0.23399999999999999,193,366,0.527,0.507,76,121,0.628,79,129,208,94,90,19,90,121,495
Nick Calathes,24.0,71,7.0,1173,142,311,0.457,19,61,0.311,123,250,0.49200000000000005,0.48700000000000004,44,72,0.611,23,114,137,207,66,8,101,117,347
Ed Davis,24.0,63,4.0,956,155,290,0.534,0,0,,155,290,0.534,0.534,47,89,0.528,92,168,260,27,17,43,40,114,357
James Johnson,26.0,52,4.0,956,143,308,0.46399999999999997,22,87,0.253,121,221,0.5479999999999999,0.5,76,90,0.8440000000000001,60,106,166,111,42,57,66,102,384
Jerryd Bayless,25.0,31,5.0,650,90,239,0.377,25,83,0.301,65,156,0.41700000000000004,0.429,45,57,0.789,8,51,59,66,20,5,22,72,250
Jon Leuer,24.0,49,0.0,642,121,246,0.49200000000000005,23,49,0.469,98,197,0.49700000000000005,0.539,37,47,0.787,37,121,158,20,18,13,27,63,302
Quincy Pondexter,25.0,15,2.0,270,31,79,0.392,11,34,0.324,20,45,0.444,0.462,21,26,0.8079999999999999,10,16,26,20,5,1,15,18,94
Jamaal Franklin,22.0,21,0.0,161,16,39,0.41,5,11,0.455,11,28,0.39299999999999996,0.474,2,2,1.0,4,19,23,6,4,2,11,23,39
Darius Morris,23.0,5,0.0,66,6,16,0.375,2,7,0.28600000000000003,4,9,0.444,0.43799999999999994,1,3,0.33299999999999996,4,4,8,8,3,0,6,3,15
Beno Udrih,31.0,10,0.0,55,10,18,0.556,2,2,1.0,8,16,0.5,0.611,5,6,0.833,0,2,2,6,1,1,5,4,27
Seth Curry,23.0,1,0.0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,,82,,19805,3122,6723,0.46399999999999997,405,1147,0.353,2717,5576,0.48700000000000004,0.494,1235,1666,0.741,950,2526,3476,1792,631,375,1124,1568,7884
