Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,12,IND,Indiana Pacers,Bojan Bogdanovic,29,4,4,37.0,6.3,15.8,0.4,1.8,5.5,0.32,4.5,10.3,0.44,0.45,3.8,4.3,0.88,0.8,5.0,5.8,2.8,2.0,0.0,1.5,1.8,18.0,277
2019,12,IND,Indiana Pacers,Thaddeus Young,30,4,4,32.5,4.5,10.5,0.43,0.5,2.0,0.25,4.0,8.5,0.47,0.45,1.0,1.8,0.57,2.3,4.8,7.0,3.8,2.8,0.8,1.3,2.5,10.5,3262
2019,12,IND,Indiana Pacers,Myles Turner,22,4,4,31.5,3.5,8.8,0.4,0.8,3.5,0.21,2.8,5.3,0.52,0.44,2.0,3.3,0.62,1.0,5.3,6.3,1.5,0.0,1.8,0.8,3.5,9.8,2928
2019,12,IND,Indiana Pacers,Wesley Matthews,32,4,4,29.8,2.3,7.5,0.3,1.8,5.3,0.33,0.5,2.3,0.22,0.42,0.8,0.8,1.0,0.0,2.5,2.5,2.0,0.8,0.3,2.0,1.5,7.0,1874
2019,12,IND,Indiana Pacers,Darren Collison,31,4,4,29.3,4.8,11.3,0.42,1.0,2.8,0.36,3.8,8.5,0.44,0.47,1.5,1.5,1.0,1.0,2.0,3.0,4.0,0.5,0.0,2.5,2.8,12.0,578
2019,12,IND,Indiana Pacers,Domantas Sabonis,22,4,0,24.0,3.0,7.3,0.41,0.3,1.0,0.25,2.8,6.3,0.44,0.43,2.3,3.5,0.64,1.8,5.5,7.3,4.0,0.8,0.3,1.3,3.0,8.5,2538
2019,12,IND,Indiana Pacers,Cory Joseph,27,4,0,21.3,3.0,6.0,0.5,1.0,2.3,0.44,2.0,3.8,0.53,0.58,0.5,0.5,1.0,0.3,1.5,1.8,1.0,1.0,0.0,0.0,1.8,7.5,1571
2019,12,IND,Indiana Pacers,Tyreke Evans,29,4,0,21.0,5.3,12.0,0.44,2.8,5.0,0.55,2.5,7.0,0.36,0.55,2.0,3.5,0.57,0.0,4.3,4.3,0.8,0.5,0.3,1.5,2.0,15.3,881
2019,12,IND,Indiana Pacers,T.J. Leaf,21,1,0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1711
2019,12,IND,Indiana Pacers,Doug McDermott,27,3,0,9.7,0.7,3.3,0.2,0.0,2.3,0.0,0.7,1.0,0.67,0.2,0.7,1.3,0.5,1.0,0.7,1.7,1.3,0.0,0.3,0.0,0.7,2.0,1921
2019,12,IND,Indiana Pacers,Aaron Holiday,22,3,0,4.3,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1.0,0.33,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.7,1307
2019,12,IND,Indiana Pacers,Kyle O'Quinn,28,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2179
2019,12,IND,Indiana Pacers,Edmond Sumner,23,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2783
