Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,19.0,ATL,NBA,SF,74,59,27.7,3.7,8.1,.455,0.1,0.3,.174,3.6,7.8,.466,.458,2.2,3.2,.688,2.0,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7
2005-06,20.0,ATL,NBA,SF,80,73,32.0,4.1,9.7,.425,0.4,1.4,.309,3.7,8.3,.444,.447,2.6,3.7,.719,2.2,4.4,6.6,2.4,0.8,2.6,2.0,3.3,11.3
2006-07,21.0,ATL,NBA,SF,72,72,36.8,6.1,13.8,.439,0.5,2.1,.250,5.5,11.7,.473,.458,3.7,5.4,.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,16.4
2007-08,22.0,ATL,NBA,PF,81,81,35.5,6.4,14.0,.457,0.3,1.2,.253,6.1,12.8,.477,.468,4.1,5.8,.710,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2
2008-09,23.0,ATL,NBA,PF,69,69,35.1,6.1,12.3,.492,0.4,1.3,.299,5.7,11.0,.514,.508,3.1,5.2,.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6
2009-10,24.0,ATL,NBA,PF,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,.505,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7
2010-11,25.0,ATL,NBA,PF,77,77,34.4,6.5,13.5,.477,0.7,2.0,.331,5.8,11.5,.503,.502,3.0,4.1,.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5
2011-12,26.0,ATL,NBA,PF,66,66,35.3,7.6,16.7,.458,0.4,1.7,.257,7.2,15.0,.480,.470,3.1,4.9,.630,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8
2012-13,27.0,ATL,NBA,PF,76,76,35.3,7.2,15.6,.465,0.8,2.6,.303,6.4,12.9,.498,.491,2.2,4.2,.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5
2013-14,28.0,DET,NBA,SF,77,76,35.5,6.7,16.0,.419,0.9,3.4,.264,5.8,12.6,.462,.448,2.1,3.9,.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4
2014-15,29.0,TOT,NBA,PF,83,35,27.7,5.0,11.9,.419,0.9,2.7,.316,4.1,9.1,.451,.456,1.5,3.1,.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7,12.4
2014-15,29.0,DET,NBA,PF,28,28,32.0,5.5,14.0,.391,0.3,1.3,.243,5.1,12.6,.407,.403,1.9,4.0,.468,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1
2014-15,29.0,HOU,NBA,PF,55,7,25.5,4.7,10.8,.438,1.1,3.5,.330,3.6,7.4,.489,.491,1.4,2.6,.521,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,12.0
2015-16,30.0,TOT,NBA,PF,55,7,16.0,2.3,6.3,.364,0.7,2.6,.287,1.6,3.7,.417,.423,0.7,1.2,.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6.0
2015-16,30.0,LAC,NBA,PF,32,1,14.3,2.2,5.6,.383,0.6,1.8,.310,1.6,3.8,.418,.433,0.8,1.3,.595,1.0,2.9,3.9,1.3,0.6,1.1,1.3,1.9,5.7
2015-16,30.0,HOU,NBA,PF,23,6,18.3,2.5,7.3,.343,1.0,3.7,.271,1.5,3.7,.417,.411,0.5,1.1,.480,0.8,2.1,2.9,2.1,0.7,0.6,1.6,2.4,6.6
2016-17,31.0,Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China),Did Not Play (other pro league—China)
2017-18,32.0,NOP,NBA,PF,3,0,4.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7
