Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
,,217,,,Benoit Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,
1993.0,21.0,173,SEA,Seattle Supersonics,Dana Barros,25.0,16.0,0.0,136.0,5.8,12.4,0.47,1.3,4.2,0.31,4.5,8.2,0.55,1.6,2.1,0.75,0.0,3.2,3.2,3.2,1.3,0.0,2.1,1.6,14.6
1993.0,21.0,1941,SEA,Seattle Supersonics,Derrick McKey,26.0,19.0,17.0,647.0,4.6,8.8,0.52,0.1,0.3,0.4,4.5,8.5,0.53,2.6,3.8,0.67,2.8,2.6,5.5,4.0,0.7,0.9,2.0,2.8,11.9
1993.0,21.0,1484,SEA,Seattle Supersonics,Eddie Johnson,33.0,19.0,0.0,382.0,7.7,19.8,0.39,1.1,3.4,0.33,6.6,16.4,0.4,2.7,2.9,0.94,1.6,2.6,4.2,1.6,0.3,0.1,1.8,4.1,19.3
1993.0,21.0,2270,SEA,Seattle Supersonics,Gary Payton,24.0,19.0,19.0,605.0,6.2,14.0,0.44,0.1,0.4,0.17,6.1,13.6,0.45,1.5,2.2,0.68,1.3,2.4,3.7,4.2,2.0,0.2,2.0,3.8,13.9
1993.0,21.0,2233,SEA,Seattle Supersonics,Gerald Paddio,27.0,9.0,0.0,30.0,8.4,16.8,0.5,0.0,1.2,0.0,8.4,15.6,0.54,0.0,0.0,,1.2,2.4,3.6,4.8,2.4,1.2,2.4,1.2,16.8
1993.0,21.0,451,SEA,Seattle Supersonics,Michael Cage,31.0,19.0,2.0,378.0,4.0,7.6,0.52,0.0,0.0,,4.0,7.6,0.52,0.7,1.7,0.39,4.5,6.1,10.6,1.0,1.2,0.7,1.5,4.1,8.7
1993.0,21.0,1951,SEA,Seattle Supersonics,Nate McMillan,28.0,19.0,2.0,415.0,3.0,8.9,0.34,0.4,2.1,0.21,2.6,6.9,0.38,1.4,2.6,0.53,1.8,4.0,5.8,8.9,3.5,1.0,2.2,4.7,7.9
,,1623,,,Rich King,,,,,,,,,,,,,,,,,,,,,,,,,
1993.0,21.0,2305,SEA,Seattle Supersonics,Ricky Pierce,33.0,19.0,19.0,578.0,7.7,16.8,0.46,0.7,1.9,0.4,6.9,14.9,0.46,4.9,5.5,0.9,1.1,1.8,2.9,2.6,0.7,0.2,1.7,2.5,21.0
1993.0,21.0,2284,SEA,Seattle Supersonics,Sam Perkins,31.0,19.0,17.0,626.0,5.6,12.9,0.44,1.7,4.5,0.38,3.9,8.4,0.47,2.8,3.2,0.87,1.9,5.8,7.6,2.1,1.1,1.4,1.2,3.2,15.8
1993.0,21.0,1592,SEA,Seattle Supersonics,Shawn Kemp,23.0,19.0,19.0,663.0,6.0,11.7,0.51,0.0,0.0,,6.0,11.7,0.51,5.0,6.2,0.81,4.3,6.0,10.3,2.7,1.6,2.2,2.9,4.2,17.0
1993.0,21.0,2569,SEA,Seattle Supersonics,Steve Scheffler,25.0,9.0,0.0,22.0,8.2,16.4,0.5,0.0,0.0,,8.2,16.4,0.5,6.5,6.5,1.0,9.8,6.5,16.4,1.6,3.3,0.0,0.0,1.6,22.9
1993.0,21.0,115,SEA,Seattle Supersonics,Vincent Askew,26.0,12.0,0.0,103.0,8.0,14.3,0.56,0.0,0.0,,8.0,14.3,0.56,5.6,8.0,0.7,3.5,3.1,6.6,3.1,0.3,0.3,2.4,4.2,21.7
