NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
15,Chris Andersen,C,6-10,245,1978-07-07,US,1,Blinn College
30,Mark Blount,C,7-0,230,1975-11-30,US,2,Pitt
32,Ryan Bowen,SG,6-7,215,1975-11-20,US,3,Iowa
14,Devin Brown,SG,6-5,220,1978-12-30,US,R,Texas-San Antonio
9,Mark Bryant,PF,6-9,245,1965-04-25,US,14,Seton Hall
23,Marcus Camby,C,6-11,220,1974-03-22,US,6,UMass
25,John Crotty,PG,6-1,185,1969-07-15,US,10,Virginia
21,Adam Harrington,SG,6-5,200,1980-07-05,US,R,"NC State, Auburn"
6,Junior Harrington,PG,6-4,180,1980-10-02,US,R,Wingate University
1,Donnell Harvey,SF,6-8,220,1980-08-26,US,2,Florida
31,Nenê Hilário,C,6-11,250,1982-09-13,BR,R,
5,Juwan Howard,PF,6-9,240,1973-02-07,US,8,Michigan
41,James Posey,SF,6-8,215,1977-01-13,US,3,Xavier
11,Kenny Satterfield,PG,6-2,186,1981-04-10,US,1,Cincinnati
4,Predrag Savović,SG,6-6,225,1976-05-21,HR,R,"UAB, Hawaii"
20,Jeff Trepagnier,SG,6-4,200,1979-07-11,US,1,USC
22,Nikoloz Tskitishvili,SF,7-0,225,1983-04-14,GE,R,
7,Rodney White,SG,6-9,238,1980-06-28,US,1,UNC Charlotte
12,Chris Whitney,PG,6-0,168,1971-10-05,US,9,Clemson
11,Shammond Williams,PG,6-1,201,1975-04-05,US,4,UNC
3,Vincent Yarbrough,SG,6-7,210,1981-03-21,US,R,Tennessee
