NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
34,Mengke Bateer,C,6-11,290,1975-11-20,CN,1,
12,Bruce Bowen,SF,6-7,185,1971-06-14,US,6,Cal State Fullerton
23,Devin Brown,SG,6-5,220,1978-12-30,US,R,Texas-San Antonio
10,Speedy Claxton,PG,5-11,166,1978-05-08,US,1,Hofstra
21,Tim Duncan,PF,6-11,250,1976-04-25,VI,5,Wake Forest
35,Danny Ferry,SF,6-10,230,1966-10-17,US,12,Duke
20,Manu Ginóbili,SG,6-6,205,1977-07-28,AR,R,
5,Anthony Goldwire,PG,6-1,182,1971-09-06,US,4,Houston
3,Stephen Jackson,SG,6-8,218,1978-04-05,US,2,Butler County Community College
25,Steve Kerr,PG,6-3,175,1965-09-27,LB,14,Arizona
9,Tony Parker,PG,6-2,185,1982-05-17,BE,1,
50,David Robinson,C,7-1,235,1965-08-06,US,13,United States Naval Academy
31,Malik Rose,PF,6-7,250,1974-11-23,US,6,Drexel
8,Steve Smith,SG,6-7,200,1969-03-31,US,11,Michigan State
42,Kevin Willis,C,7-0,220,1962-09-06,US,17,Michigan State
