Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,23.0,SEA,NBA,SG,5.0,,12.0,4.1,12.3,0.333,0.0,0.0,,4.1,12.3,0.333,0.0,0.0,,0.0,8.2,8.2,8.2,4.1,0.0,0.0,4.1,8.2,,103.0,98.0
1984,27.0,DET,NBA,SG,5.0,,132.0,6.1,16.6,0.37,0.0,0.4,0.0,6.1,16.3,0.378,6.1,6.9,0.895,1.8,3.3,5.1,4.3,0.4,0.4,1.4,3.3,18.4,,110.0,114.0
1985,28.0,DET,NBA,SG,9.0,0.0,235.0,10.5,20.4,0.515,0.0,0.6,0.0,10.5,19.8,0.53,4.4,5.5,0.786,3.0,2.4,5.3,5.7,1.2,0.2,3.0,4.7,25.3,,115.0,117.0
1986,29.0,DET,NBA,SG,4.0,0.0,85.0,12.3,27.4,0.449,0.0,0.6,0.0,12.3,26.8,0.458,3.9,7.3,0.538,4.5,5.0,9.5,6.1,1.7,0.0,2.8,5.0,28.5,,104.0,115.0
1987,30.0,DET,NBA,SG,15.0,0.0,388.0,12.3,26.7,0.459,0.0,0.3,0.0,12.3,26.4,0.463,4.0,4.6,0.861,2.6,3.1,5.7,8.0,1.2,0.5,3.0,4.3,28.5,,110.0,111.0
1988,31.0,DET,NBA,SG,23.0,0.0,477.0,11.2,26.4,0.423,0.1,0.8,0.143,11.1,25.6,0.431,3.6,5.5,0.66,3.9,4.4,8.3,4.8,1.9,0.4,2.3,5.3,26.1,,101.0,104.0
1989,32.0,DET,NBA,SG,17.0,0.0,372.0,13.2,29.0,0.455,1.5,3.5,0.417,11.8,25.6,0.46,6.8,9.0,0.758,2.3,4.2,6.5,6.2,0.6,0.4,3.0,4.6,34.7,,112.0,108.0
1990,33.0,DET,NBA,SG,20.0,0.0,463.0,9.6,20.7,0.462,0.2,0.8,0.286,9.3,19.9,0.469,3.8,4.8,0.791,3.1,3.1,6.3,6.1,0.9,0.4,3.5,4.3,23.2,,107.0,106.0
1991,34.0,DET,NBA,SG,15.0,3.0,438.0,12.4,26.7,0.464,0.2,1.6,0.154,12.1,25.1,0.483,2.7,3.8,0.71,4.5,4.7,9.2,5.2,1.3,0.5,2.1,4.0,27.7,,111.0,114.0
1992,35.0,SAS,NBA,SG,3.0,0.0,69.0,8.1,17.8,0.458,1.5,3.0,0.5,6.7,14.8,0.45,0.7,1.5,0.5,2.2,3.7,5.9,5.2,3.7,0.7,3.7,5.2,18.5,,101.0,118.0
