Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,14,1542,LAL,Los Angeles Lakers,Eddie Jones,"October 20, 1971",23.0,NBA,SG,64.0,1981.0,16.3,0.55,0.33,0.23,4.4,9.5,7.0,9.9,3.3,1.4,8.4,19.4,2.9,2.1,5.0,0.12,1.0,1.3,2.3,2.1
1996,14,1542,LAL,Los Angeles Lakers,Eddie Jones,"October 20, 1971",24.0,NBA,SG,70.0,2184.0,17.0,0.58,0.33,0.27,2.4,9.8,6.2,17.0,3.1,1.4,11.4,17.8,4.1,2.7,6.8,0.15,1.4,1.9,3.3,2.9
1997,14,1542,LAL,Los Angeles Lakers,Eddie Jones,"October 20, 1971",25.0,NBA,SG,80.0,2998.0,17.3,0.56,0.36,0.31,3.5,8.9,6.2,15.0,3.3,1.2,12.1,20.9,5.3,4.3,9.6,0.15,1.5,1.9,3.3,4.0
1998,14,1542,LAL,Los Angeles Lakers,Eddie Jones,"October 20, 1971",26.0,NBA,SG,80.0,2910.0,18.0,0.59,0.37,0.3,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,6.8,3.2,10.1,0.17,2.9,1.1,4.0,4.4
1999,31,1542,TOT,Total After Trade,Eddie Jones,"October 20, 1971",27.0,NBA,"SF,SG",50.0,1881.0,18.5,0.55,0.24,0.46,3.2,8.7,6.1,17.3,3.5,2.2,11.5,20.0,3.8,2.2,6.0,0.15,2.3,2.1,4.4,3.0
1999,14,1542,LAL,Los Angeles Lakers,Eddie Jones,"October 20, 1971",27.0,NBA,SG,20.0,724.0,16.4,0.52,0.28,0.35,3.3,8.8,6.1,13.3,2.5,2.4,7.4,17.6,1.5,0.6,2.0,0.13,2.1,1.3,3.5,1.0
1999,4,1542,CHO,Charlotte Hornets,Eddie Jones,"October 20, 1971",27.0,NBA,SF,30.0,1157.0,19.8,0.56,0.21,0.52,3.2,8.6,6.0,19.8,4.2,2.1,13.7,21.5,2.4,1.6,4.0,0.16,2.4,2.6,5.0,2.0
2000,4,1542,CHO,Charlotte Hornets,Eddie Jones,"October 20, 1971",28.0,NBA,SG,72.0,2807.0,19.9,0.56,0.3,0.37,3.3,10.3,6.9,19.0,3.5,1.2,10.9,23.4,5.7,4.4,10.1,0.17,2.9,2.0,4.9,4.9
2001,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",29.0,NBA,SG,63.0,2282.0,18.8,0.55,0.27,0.31,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,3.9,4.0,7.9,0.17,2.5,2.1,4.6,3.8
2002,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",30.0,NBA,SG,81.0,3156.0,17.5,0.55,0.32,0.3,2.3,11.6,7.0,15.4,2.0,1.9,9.9,22.7,5.6,5.0,10.5,0.16,2.2,1.7,3.9,4.6
2003,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",31.0,NBA,SG,47.0,1789.0,18.9,0.55,0.35,0.33,2.2,12.7,7.3,18.8,2.0,1.4,9.7,23.0,3.9,2.1,6.0,0.16,3.4,1.5,5.0,3.1
2004,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",32.0,NBA,SG,81.0,2998.0,16.7,0.54,0.41,0.29,1.5,10.6,6.0,16.1,1.7,0.9,9.0,22.5,6.2,3.0,9.1,0.15,2.2,0.2,2.5,3.4
2005,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",33.0,NBA,SF,80.0,2839.0,13.6,0.56,0.47,0.26,1.6,14.5,8.3,11.5,1.6,1.0,9.8,16.6,4.2,3.8,8.0,0.14,0.1,1.1,1.2,2.3
2006,15,1542,MEM,Memphis Grizzlies,Eddie Jones,"October 20, 1971",34.0,NBA,SG,75.0,2437.0,14.7,0.54,0.52,0.3,1.8,12.0,6.9,12.7,3.0,0.9,10.2,18.1,3.0,4.2,7.2,0.14,-0.1,2.3,2.2,2.6
2007,31,1542,TOT,Total After Trade,Eddie Jones,"October 20, 1971",35.0,NBA,SG,64.0,1594.0,12.3,0.54,0.53,0.18,2.3,11.6,7.1,10.9,2.2,0.5,9.4,14.7,1.7,1.4,3.1,0.09,-0.6,1.0,0.4,1.0
2007,15,1542,MEM,Memphis Grizzlies,Eddie Jones,"October 20, 1971",35.0,NBA,SG,29.0,561.0,8.6,0.48,0.49,0.22,3.0,10.0,6.5,9.1,2.0,0.3,12.2,15.2,0.0,0.1,0.2,0.01,-2.6,-0.4,-3.1,-0.2
2007,16,1542,MIA,Miami Heat,Eddie Jones,"October 20, 1971",35.0,NBA,SG,35.0,1033.0,14.3,0.57,0.55,0.15,2.0,12.5,7.4,11.9,2.4,0.6,7.7,14.4,1.7,1.3,3.0,0.14,0.5,1.8,2.3,1.1
2008,7,1542,DAL,Dallas Mavericks,Eddie Jones,"October 20, 1971",36.0,NBA,SG,47.0,922.0,7.6,0.47,0.64,0.08,2.3,13.8,8.3,10.8,1.5,0.6,13.5,10.9,0.1,1.0,1.1,0.06,-2.3,1.3,-1.0,0.2
