Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2013,22,1185,ORL,Orlando Magic,19.0,NBA,SF,76.0,59.0,1974.0,6.9,14.9,0.46,0.8,3.1,0.27,6.0,11.8,0.51,1.9,3.4,0.57,3.2,5.6,8.8,1.3,2.3,1.6,1.8,3.8,16.5,,101.0,107.0
2014,22,1185,ORL,Orlando Magic,20.0,NBA,SF,80.0,41.0,1950.0,5.9,12.7,0.46,1.6,4.0,0.38,4.3,8.6,0.5,2.2,3.8,0.59,1.8,5.1,6.9,2.1,2.5,1.3,2.3,3.7,15.6,,102.0,106.0
2015,22,1185,ORL,Orlando Magic,21.0,NBA,SF,45.0,4.0,674.0,4.8,12.0,0.4,0.8,4.2,0.18,4.0,7.7,0.52,1.7,3.1,0.54,2.9,5.2,8.0,1.9,2.4,0.7,2.0,5.0,12.0,,92.0,107.0
2016,25,1185,POR,Portland Trail Blazers,22.0,NBA,SF,78.0,14.0,1457.0,6.7,14.1,0.47,1.3,4.8,0.28,5.4,9.3,0.58,2.4,3.8,0.62,3.5,6.1,9.6,2.3,1.7,1.2,2.1,4.3,17.1,,110.0,108.0
2017,25,1185,POR,Portland Trail Blazers,23.0,NBA,SF,77.0,69.0,2223.0,7.0,13.9,0.5,1.5,4.3,0.35,5.5,9.6,0.57,1.7,2.8,0.62,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,,112.0,110.0
2018,25,1185,POR,Portland Trail Blazers,24.0,NBA,SF,59.0,36.0,1264.0,5.8,11.7,0.5,1.9,4.6,0.42,3.9,7.0,0.55,1.7,2.3,0.71,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,,117.0,106.0
2019,25,1185,POR,Portland Trail Blazers,25.0,NBA,SF,60.0,53.0,1415.0,6.5,13.3,0.49,1.1,4.1,0.28,5.3,9.2,0.58,1.7,2.5,0.67,2.6,6.6,9.2,2.5,2.3,1.8,1.5,5.6,15.7,,114.0,108.0
2020,31,1185,TOT,Total After Trade,26.0,NBA,"PF,SF",62.0,48.0,1427.0,4.7,9.4,0.5,1.1,3.3,0.35,3.6,6.2,0.58,1.3,2.2,0.59,1.8,6.2,8.0,2.3,1.9,1.1,1.8,4.9,11.9,,110.0,108.0
2020,13,1185,LAC,Los Angeles Clippers,26.0,NBA,PF,50.0,38.0,1141.0,4.6,9.0,0.52,1.1,3.0,0.37,3.5,6.0,0.59,1.0,1.7,0.57,1.9,6.3,8.3,2.0,2.0,1.2,1.9,5.0,11.4,,109.0,107.0
2020,20,1185,NYK,New York Knicks,26.0,NBA,SF,12.0,10.0,286.0,5.1,11.2,0.46,1.2,4.3,0.28,3.9,7.0,0.56,2.6,4.1,0.62,1.4,5.4,6.8,3.4,1.5,0.5,1.2,4.8,14.0,,114.0,114.0
2021,16,1185,MIA,Miami Heat,27.0,NBA,SF,9.0,3.0,96.0,2.0,5.1,0.4,2.0,4.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.5,1.0,1.0,1.0,5.6,6.1,,101.0,115.0
