Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1991.0,23.0,2922,PHI,Philadelphia 76Ers,Andre Turner,26.0,8.0,189.0,14.6,0.53,0.19,0.33,1.4,7.0,4.3,29.2,3.1,0.0,12.7,15.8,0.2,0.2,0.4,0.09,0.6,0.6,1.3,0.2
1991.0,23.0,1038,PHI,Philadelphia 76Ers,Armen Gilliam,26.0,8.0,287.0,15.1,0.54,0.0,0.44,6.3,15.9,11.3,6.0,0.9,1.3,10.8,23.0,0.2,0.2,0.4,0.07,0.0,-1.8,-1.8,0.0
1991.0,23.0,2202,PHI,Philadelphia 76Ers,Brian Oliver,22.0,4.0,15.0,7.7,0.44,0.0,0.33,0.0,0.0,0.0,10.9,3.6,0.0,0.0,21.8,0.0,0.0,0.0,0.04,-5.5,1.4,-4.2,0.0
1991.0,23.0,165,PHI,Philadelphia 76Ers,Charles Barkley,27.0,8.0,326.0,26.8,0.63,0.16,0.6,12.2,19.5,16.0,28.4,2.5,0.6,13.7,26.6,1.1,0.4,1.5,0.22,7.8,1.1,8.9,0.9
1991.0,23.0,1321,PHI,Philadelphia 76Ers,Dave Hoppen,26.0,3.0,9.0,26.5,0.77,0.0,0.67,0.0,40.0,20.7,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.15,7.4,1.4,8.9,0.0
1991.0,23.0,1228,PHI,Philadelphia 76Ers,Hersey Hawkins,24.0,8.0,329.0,21.2,0.65,0.26,0.62,3.1,13.9,8.7,13.6,3.2,1.9,11.1,20.9,1.0,0.4,1.4,0.2,3.7,2.3,6.0,0.7
1991.0,23.0,3147,PHI,Philadelphia 76Ers,Jayson Williams,22.0,4.0,10.0,32.7,0.8,0.0,0.0,25.8,24.0,24.9,0.0,0.0,0.0,16.7,28.5,0.0,0.0,0.0,0.21,9.1,-1.2,7.9,0.0
1991.0,23.0,282,PHI,Philadelphia 76Ers,Manute Bol,28.0,8.0,109.0,9.3,0.55,0.0,0.5,4.7,16.5,10.8,1.4,0.5,7.0,18.5,11.7,0.0,0.1,0.1,0.04,-3.4,2.1,-1.3,0.0
1991.0,23.0,1816,PHI,Philadelphia 76Ers,Rick Mahorn,32.0,8.0,208.0,10.3,0.6,0.0,0.39,4.3,20.2,12.5,10.4,0.5,1.2,15.9,11.4,0.2,0.2,0.4,0.08,-1.6,0.4,-1.2,0.0
1991.0,23.0,1112,PHI,Philadelphia 76Ers,Rickey Green,36.0,8.0,199.0,8.6,0.5,0.07,0.16,0.6,4.8,2.8,17.7,1.9,0.0,18.1,17.2,-0.2,0.1,-0.1,-0.01,-2.2,-2.1,-4.3,-0.1
1991.0,23.0,2423,PHI,Philadelphia 76Ers,Robert Reid,35.0,7.0,41.0,1.3,0.33,0.11,0.0,3.1,20.5,12.1,7.3,1.3,0.0,18.2,12.7,-0.1,0.0,-0.1,-0.07,-7.5,-0.8,-8.3,-0.1
1991.0,23.0,82,PHI,Philadelphia 76Ers,Ron Anderson,32.0,8.0,223.0,9.2,0.46,0.06,0.22,5.2,6.5,5.9,14.5,1.4,0.0,11.1,23.0,-0.2,0.1,-0.1,-0.02,-2.8,-2.5,-5.3,-0.2
