Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,21.0,PHO,NBA,PG,70.0,46.0,1500.0,7.3,16.2,0.447,2.9,7.3,0.395,4.4,9.0,0.488,1.6,2.1,0.77,0.8,3.5,4.2,5.7,3.2,0.2,4.1,6.4,19.0,,100.0,106.0
2005,22.0,PHO,NBA,PG,63.0,6.0,1087.0,7.7,16.3,0.475,2.3,6.4,0.367,5.4,9.9,0.544,2.5,3.2,0.797,1.5,4.5,6.0,5.8,1.4,0.3,4.0,5.8,20.3,,107.0,110.0
2006,23.0,PHO,NBA,SG,57.0,11.0,1592.0,8.6,17.8,0.481,2.7,6.2,0.444,5.9,11.7,0.501,3.5,4.6,0.755,1.0,3.7,4.7,5.0,1.5,0.2,2.8,4.6,23.4,,111.0,108.0
2007,24.0,PHO,NBA,SG,80.0,18.0,2613.0,10.2,21.3,0.476,3.6,8.4,0.434,6.5,12.9,0.504,3.8,4.5,0.845,0.4,3.7,4.1,6.1,1.8,0.3,2.8,4.0,27.7,,115.0,108.0
2008,25.0,PHO,NBA,SG,82.0,12.0,2421.0,9.7,20.9,0.462,3.4,8.7,0.389,6.3,12.3,0.514,3.6,4.4,0.822,0.8,3.9,4.7,4.4,1.5,0.4,2.4,4.0,26.3,,111.0,111.0
2009,26.0,PHO,NBA,SG,70.0,11.0,1705.0,10.7,22.3,0.482,2.6,7.0,0.375,8.1,15.2,0.532,5.0,5.7,0.881,1.0,4.3,5.3,4.8,2.4,0.2,2.7,3.4,29.1,,117.0,112.0
2010,27.0,PHO,NBA,PG,44.0,5.0,786.0,9.9,23.4,0.425,2.8,8.7,0.324,7.1,14.7,0.485,4.1,4.7,0.877,0.7,3.7,4.4,4.1,1.5,0.8,2.9,4.5,26.8,,105.0,112.0
2011,28.0,TOR,NBA,SG,58.0,0.0,1395.0,10.9,24.2,0.45,2.7,7.9,0.338,8.2,16.3,0.505,4.0,5.1,0.796,0.5,3.1,3.7,4.4,1.9,0.2,3.1,4.2,28.5,,105.0,115.0
2012,29.0,TOT,NBA,SG,64.0,0.0,1382.0,10.5,24.7,0.425,2.5,6.6,0.382,8.0,18.1,0.441,3.9,4.8,0.815,1.3,3.7,5.0,3.7,2.2,0.3,3.6,5.2,27.4,,99.0,106.0
2012,29.0,TOR,NBA,SG,42.0,0.0,946.0,11.3,25.8,0.436,2.3,6.3,0.36,9.0,19.5,0.461,4.3,5.2,0.835,1.2,3.3,4.5,3.6,2.0,0.4,3.9,5.7,29.1,,98.0,106.0
2012,29.0,IND,NBA,SG,22.0,0.0,436.0,8.9,22.2,0.399,3.0,7.2,0.424,5.8,15.0,0.387,3.0,4.0,0.758,1.5,4.5,5.9,4.0,2.4,0.0,3.2,4.1,23.8,,100.0,105.0
2013,30.0,BOS,NBA,PG,41.0,2.0,513.0,8.5,19.7,0.43,1.8,4.8,0.383,6.6,14.9,0.445,3.2,4.2,0.756,0.8,3.9,4.7,5.9,1.7,0.6,2.1,5.2,21.9,,103.0,106.0
2014,31.0,PHO,NBA,PG,20.0,0.0,368.0,7.6,17.8,0.427,1.0,3.4,0.28,6.7,14.4,0.462,4.2,5.3,0.795,0.7,4.4,5.0,4.4,1.0,0.5,2.6,4.1,20.4,,103.0,110.0
2015,32.0,GSW,NBA,SG,66.0,1.0,982.0,9.1,19.2,0.474,2.1,5.6,0.384,7.0,13.6,0.511,2.9,3.7,0.784,1.1,3.4,4.5,4.9,2.0,0.4,2.2,4.3,23.2,,111.0,104.0
2016,33.0,GSW,NBA,SG,68.0,0.0,1079.0,7.7,16.6,0.462,1.7,4.9,0.355,5.9,11.6,0.508,2.3,2.8,0.839,1.3,4.0,5.2,3.7,2.0,0.4,2.4,4.8,19.4,,106.0,106.0
2017,34.0,PHO,NBA,SG,67.0,0.0,963.0,8.6,19.5,0.439,1.7,4.9,0.357,6.8,14.6,0.466,2.0,2.2,0.889,0.7,4.4,5.2,4.0,1.5,0.4,2.4,4.1,20.8,,103.0,114.0
