PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Michael Jordan,34,21,21,872,15.9,34.4,0.462,0.9,2.8,0.302,15.1,31.6,0.47600000000000003,11.8,14.6,0.812,2.2,4.8,7.0,4.8,2.1,0.8,2.9,3.1,44.5,,117,103
Scottie Pippen,32,21,21,836,8.3,20.1,0.415,1.2,5.4,0.228,7.1,14.7,0.484,6.2,9.1,0.679,3.3,6.9,10.2,7.5,3.1,1.4,3.5,4.5,24.1,,108,99
Dennis Rodman,36,21,9,722,3.1,8.3,0.371,0.1,0.3,0.25,3.0,8.0,0.376,1.8,3.0,0.605,7.8,11.8,19.6,3.2,1.1,1.0,2.8,7.0,8.1,,101,100
Toni Kukoč,29,21,17,637,9.5,19.5,0.486,2.1,5.5,0.377,7.4,14.1,0.529,3.6,5.6,0.645,2.2,5.1,7.3,5.4,2.3,0.9,2.4,5.1,24.6,,116,102
Ron Harper,34,21,21,563,5.7,12.4,0.45899999999999996,0.5,1.9,0.263,5.2,10.4,0.495,2.4,4.0,0.615,2.2,5.6,7.8,4.9,2.0,1.8,1.8,4.3,14.3,,110,102
Luc Longley,29,18,16,456,6.8,15.0,0.45,0.0,0.0,,6.8,15.0,0.45,4.3,4.9,0.872,4.3,7.0,11.3,4.4,1.5,1.9,4.5,9.1,17.8,,100,101
Steve Kerr,32,21,0,415,4.5,10.5,0.434,2.6,5.6,0.46299999999999997,1.9,4.8,0.4,2.5,3.0,0.818,1.1,1.2,2.3,4.8,1.0,0.0,0.7,3.6,14.2,,135,108
Scott Burrell,27,21,0,261,7.0,16.0,0.43799999999999994,1.3,4.4,0.3,5.7,11.6,0.491,2.2,2.4,0.909,2.4,7.0,9.4,2.2,4.2,0.7,2.4,7.2,17.5,,104,97
Bill Wennington,34,16,0,119,9.6,18.2,0.526,0.0,0.0,,9.6,18.2,0.526,1.9,3.8,0.5,1.4,5.3,6.7,1.4,2.9,1.0,3.8,11.0,21.1,,94,100
Dickey Simpkins,25,13,0,74,4.6,12.3,0.375,0.0,0.0,,4.6,12.3,0.375,3.1,6.9,0.444,3.1,6.9,10.0,2.3,1.5,0.8,2.3,7.7,12.3,,88,103
Randy Brown,29,14,0,71,1.6,9.6,0.16699999999999998,0.0,0.0,,1.6,9.6,0.16699999999999998,4.0,4.8,0.833,2.4,4.8,7.2,7.2,1.6,0.0,5.6,4.8,7.2,,69,105
Jud Buechler,29,16,0,64,3.6,9.8,0.364,2.7,4.5,0.6,0.9,5.4,0.16699999999999998,0.0,0.0,,3.6,6.2,9.8,2.7,2.7,0.9,0.9,6.2,9.8,,119,101
