Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,1.0,2486,ATL,Atlanta Hawks,Rumeal Robinson,"November 13, 1966",24.0,NBA,PG,47.0,16.0,674.0,7.8,17.5,0.45,0.1,0.8,0.18,7.7,16.7,0.46,3.4,5.8,0.59,1.4,3.7,5.1,9.5,2.3,0.6,5.5,4.7,19.1,,94.0,111.0
1992,1.0,2486,ATL,Atlanta Hawks,Rumeal Robinson,"November 13, 1966",25.0,NBA,PG,81.0,64.0,2220.0,9.3,20.5,0.46,0.8,2.3,0.33,8.6,18.2,0.47,3.9,6.1,0.64,1.4,3.4,4.8,9.9,2.3,0.5,4.6,3.9,23.3,,102.0,110.0
1993,3.0,2486,NJN,New Jersey Nets,Rumeal Robinson,"November 13, 1966",26.0,NBA,PG,80.0,28.0,1585.0,8.5,20.1,0.42,0.6,1.8,0.36,7.9,18.4,0.43,3.5,6.1,0.57,1.5,3.5,5.0,10.2,3.0,0.4,4.4,5.3,21.2,,98.0,105.0
1994,31.0,2486,TOT,Total After Trade,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,31.0,0.0,396.0,6.9,19.2,0.36,1.0,2.5,0.4,5.9,16.7,0.36,1.6,3.7,0.45,0.8,3.3,4.0,8.0,2.3,0.4,5.4,6.1,16.5,,80.0,108.0
1994,3.0,2486,NJN,New Jersey Nets,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,17.0,0.0,301.0,7.0,19.9,0.35,1.2,2.5,0.47,5.8,17.4,0.34,1.7,3.3,0.5,0.7,3.3,4.0,7.5,2.5,0.5,4.2,5.5,16.9,,84.0,106.0
1994,,2486,CHH,None,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,14.0,0.0,95.0,6.7,17.1,0.39,0.5,2.6,0.2,6.2,14.5,0.43,1.6,4.7,0.33,1.0,3.1,4.1,9.3,1.6,0.0,9.3,7.8,15.5,,69.0,112.0
1996,25.0,2486,POR,Portland Trail Blazers,Rumeal Robinson,"November 13, 1966",29.0,NBA,PG,43.0,14.0,715.0,6.7,16.0,0.42,2.2,5.7,0.38,4.5,10.3,0.44,2.4,3.7,0.65,1.4,4.3,5.7,10.3,1.9,0.4,5.2,5.7,17.9,,100.0,105.0
1997,31.0,2486,TOT,Total After Trade,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,54.0,3.0,508.0,6.8,17.0,0.4,1.9,5.8,0.32,5.0,11.2,0.44,2.7,3.6,0.74,0.6,4.2,4.9,7.5,2.5,0.2,4.4,6.2,18.2,,96.0,105.0
1997,14.0,2486,LAL,Los Angeles Lakers,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,15.0,3.0,126.0,7.1,20.1,0.35,2.5,9.6,0.26,4.6,10.4,0.44,2.1,3.3,0.62,0.8,3.3,4.2,5.4,2.1,0.8,4.6,5.0,18.8,,86.0,106.0
1997,24.0,2486,PHO,Phoenix Suns,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,12.0,0.0,87.0,9.5,20.1,0.47,1.8,5.9,0.3,7.7,14.2,0.54,0.6,2.4,0.25,0.6,3.6,4.1,4.7,0.6,0.0,3.0,4.7,21.3,,96.0,114.0
1997,25.0,2486,POR,Portland Trail Blazers,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,27.0,0.0,295.0,5.9,14.7,0.4,1.6,4.1,0.39,4.3,10.6,0.41,3.6,4.1,0.87,0.5,4.8,5.4,9.3,3.2,0.0,4.8,7.2,17.0,,101.0,102.0
