Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,22.0,NJN,NBA,PG,50.0,17.0,1267.0,6.0,16.2,0.371,0.5,2.3,0.225,5.5,14.0,0.395,1.8,2.3,0.778,1.2,2.8,4.0,6.0,2.3,0.4,3.2,3.1,14.3
1991,23.0,NJN,NBA,PG,72.0,70.0,2585.0,6.0,14.5,0.416,0.2,1.3,0.154,5.8,13.2,0.441,1.9,2.5,0.79,0.9,2.5,3.5,6.1,2.4,0.6,2.9,2.5,14.2
1992,24.0,NJN,NBA,PG,72.0,67.0,2548.0,6.1,14.0,0.432,0.2,0.8,0.222,5.9,13.3,0.444,1.8,2.5,0.712,1.4,2.4,3.8,7.0,2.4,0.6,2.1,2.6,14.1
1993,25.0,ATL,NBA,PG,80.0,78.0,2820.0,5.3,12.3,0.429,1.5,4.0,0.375,3.8,8.3,0.456,1.6,2.2,0.728,1.1,2.4,3.6,8.6,2.6,0.3,2.4,2.0,13.6
1994,26.0,ATL,NBA,PG,81.0,81.0,2915.0,5.5,13.3,0.411,1.4,4.2,0.334,4.1,9.1,0.447,1.4,2.0,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8
1995,27.0,ATL,NBA,PG,80.0,80.0,3069.0,6.0,14.1,0.425,2.3,6.5,0.359,3.6,7.5,0.482,1.8,2.5,0.729,1.4,3.2,4.6,7.2,2.3,0.3,2.8,1.9,16.1
1996,28.0,ATL,NBA,PG,81.0,81.0,2893.0,5.7,14.0,0.405,2.9,7.8,0.371,2.8,6.2,0.448,1.6,2.1,0.747,1.4,2.8,4.1,5.9,2.6,0.2,2.3,1.9,15.8
1997,29.0,ATL,NBA,PG,78.0,78.0,3056.0,5.9,13.7,0.432,2.6,7.1,0.366,3.3,6.5,0.505,1.5,2.0,0.753,1.3,3.5,4.9,5.5,2.5,0.2,2.2,1.7,16.0
1998,30.0,ATL,NBA,PG,70.0,69.0,2700.0,4.9,12.5,0.392,1.2,4.5,0.269,3.7,8.1,0.46,1.3,1.8,0.709,1.1,3.5,4.5,6.3,2.4,0.3,2.3,1.6,12.3
1999,31.0,ATL,NBA,PG,48.0,48.0,1763.0,5.0,13.3,0.379,1.6,5.1,0.307,3.5,8.2,0.425,1.4,1.9,0.758,0.9,3.7,4.6,5.7,2.0,0.2,2.3,1.2,13.1
2001,33.0,GSW,NBA,PG,69.0,59.0,2352.0,4.9,12.3,0.396,1.1,3.4,0.324,3.7,8.8,0.424,0.8,1.2,0.697,1.1,3.1,4.2,7.1,2.5,0.3,2.0,2.1,11.6
2002,34.0,GSW,NBA,PG,35.0,0.0,599.0,3.0,8.8,0.342,0.9,2.5,0.357,2.1,6.3,0.337,0.2,0.5,0.5,0.5,2.6,3.1,6.9,1.4,0.2,2.2,1.2,7.2
