Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997.0,9.0,1942,DET,Detroit Pistons,Aaron McKie,24.0,5.0,97.0,8.5,0.38,0.25,0.0,1.2,13.3,6.7,17.1,3.6,2.1,13.0,12.2,-0.1,0.2,0.1,0.03,-2.7,3.8,1.1,0.1
1997.0,9.0,2420,DET,Detroit Pistons,Don Reid,23.0,1.0,3.0,77.4,1.14,,,0.0,47.9,21.7,0.0,0.0,0.0,0.0,30.2,0.1,0.0,0.1,1.36,26.0,9.0,35.1,0.0
1997.0,9.0,1289,DET,Detroit Pistons,Grant Hill,24.0,5.0,203.0,21.4,0.49,0.0,0.38,7.6,14.9,10.9,29.3,1.1,2.5,13.7,35.3,0.0,0.2,0.2,0.06,5.3,0.1,5.3,0.4
1997.0,9.0,1769,DET,Detroit Pistons,Grant Long,30.0,5.0,86.0,14.6,0.55,0.11,0.61,5.6,11.7,8.3,6.0,2.7,0.0,0.0,13.7,0.2,0.1,0.3,0.17,0.6,2.3,2.9,0.1
1997.0,9.0,3148,DET,Detroit Pistons,Jerome Williams,23.0,1.0,5.0,51.2,1.0,0.0,0.0,0.0,86.2,39.1,0.0,11.6,0.0,33.3,30.9,0.0,0.0,0.0,0.29,9.1,14.6,23.7,0.0
1997.0,9.0,797,DET,Detroit Pistons,Joe Dumars,33.0,5.0,214.0,10.6,0.49,0.38,0.33,1.1,4.7,2.7,8.2,1.4,0.0,7.9,18.3,0.1,0.1,0.2,0.05,0.0,-0.9,-0.9,0.1
1997.0,9.0,1366,DET,Detroit Pistons,Lindsey Hunter,26.0,5.0,201.0,15.4,0.54,0.44,0.11,2.4,10.0,5.8,5.6,1.7,0.5,1.4,18.0,0.3,0.2,0.5,0.13,2.8,1.3,4.2,0.3
1997.0,9.0,655,DET,Detroit Pistons,Michael Curry,28.0,2.0,7.0,4.9,0.41,0.0,0.5,0.0,20.5,9.3,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-0.04,-5.3,-0.8,-6.2,0.0
1997.0,9.0,2881,DET,Detroit Pistons,Otis Thorpe,34.0,5.0,152.0,11.8,0.55,0.0,0.22,9.4,18.9,13.7,4.9,0.8,0.0,16.7,18.3,0.1,0.2,0.2,0.07,-2.0,-0.9,-3.0,0.0
1997.0,9.0,1816,DET,Detroit Pistons,Rick Mahorn,38.0,2.0,18.0,-7.9,0.0,0.0,0.0,6.6,0.0,3.6,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,-0.1,-12.1,-1.9,-14.0,-0.1
1997.0,9.0,2000,DET,Detroit Pistons,Terry Mills,29.0,5.0,196.0,12.9,0.52,0.47,0.07,2.4,22.7,11.6,6.5,1.8,0.0,6.6,16.0,0.1,0.3,0.4,0.1,1.5,0.5,2.0,0.2
1997.0,9.0,2400,DET,Detroit Pistons,Theo Ratliff,23.0,3.0,18.0,24.1,0.69,0.0,1.0,13.3,16.0,14.5,10.9,3.2,22.6,34.2,25.1,0.0,0.1,0.1,0.14,-4.8,10.8,6.0,0.0
