Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1984,17,102,MIL,Milwaukee Bucks,7,Tiny Archibald,PG,6-1,150,1948-09-02,US,12,Texas-El Paso
1984,17,341,MIL,Milwaukee Bucks,45,Randy Breuer,C,7-3,230,1960-10-11,US,R,Minnesota
1984,17,349,MIL,Milwaukee Bucks,2,Junior Bridgeman,SF,6-5,210,1953-09-17,US,8,Louisville
1984,17,499,MIL,Milwaukee Bucks,42,Harvey Catchings,PF,6-9,218,1951-09-02,US,9,Hardin-Simmons University
1984,17,631,MIL,Milwaukee Bucks,15,Charlie Criss,PG,5-8,165,1948-11-06,US,6,New Mexico State
1984,17,804,MIL,Milwaukee Bucks,10,Mike Dunleavy,PG,6-3,180,1954-03-21,US,7,South Carolina
1984,17,1125,MIL,Milwaukee Bucks,35,Kevin Grevey,SG,6-5,210,1953-05-12,US,8,Kentucky
1984,17,1507,MIL,Milwaukee Bucks,8,Marques Johnson,SF,6-7,218,1956-02-08,US,6,UCLA
1984,17,1701,MIL,Milwaukee Bucks,16,Bob Lanier,C,6-11,250,1948-09-10,US,13,St. Bonaventure
1984,17,1759,MIL,Milwaukee Bucks,53,Alton Lister,PF,7-0,240,1958-10-01,US,2,Arizona State
1984,17,2027,MIL,Milwaukee Bucks,44,Paul Mokeski,C,7-0,250,1957-01-03,US,4,Kansas
1984,17,2029,MIL,Milwaukee Bucks,4,Sidney Moncrief,SG,6-3,180,1957-09-21,US,4,Arkansas
1984,17,2361,MIL,Milwaukee Bucks,25,Paul Pressey,SG,6-5,185,1958-12-24,US,1,Tulsa
1984,17,2509,MIL,Milwaukee Bucks,5,Lorenzo Romar,PG,6-1,175,1958-11-13,US,3,Washington
1984,17,2910,MIL,Milwaukee Bucks,22,Linton Townes,SF,6-7,190,1959-11-30,US,1,James Madison University
1984,17,3102,MIL,Milwaukee Bucks,10,Rory White,SF,6-8,210,1959-08-16,US,1,University of South Alabama
