Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,23.0,MIN,NBA,SF,66.0,746.0,15.2,0.566,0.004,0.773,10.4,11.7,11.0,9.4,2.3,0.7,19.2,25.0,,0.6,0.7,1.3,0.087,,-1.1,-0.6,-1.7,0.1
1992,25.0,SAS,NBA,SF,60.0,718.0,11.7,0.533,0.0,0.747,10.0,8.9,9.4,6.4,1.7,0.6,14.2,16.2,,0.7,0.8,1.6,0.105,,-1.3,-0.2,-1.6,0.1
1993,26.0,ORL,NBA,SF,77.0,1636.0,14.5,0.627,0.008,0.997,8.5,11.7,10.2,7.0,1.1,0.9,16.7,17.8,,3.5,1.5,5.1,0.149,,0.0,0.0,0.0,0.8
1994,27.0,ORL,NBA,SF,74.0,1357.0,14.6,0.588,0.006,0.775,7.9,12.6,10.3,6.3,1.9,0.7,14.0,17.0,,2.6,1.2,3.8,0.135,,-0.1,-0.2,-0.3,0.6
1995,28.0,ORL,NBA,SF,70.0,1841.0,12.2,0.561,0.009,0.689,5.3,11.8,8.7,14.2,1.2,0.6,18.1,16.1,,2.2,1.4,3.6,0.094,,-1.3,-0.4,-1.7,0.1
1996,29.0,ORL,NBA,SF,64.0,963.0,12.7,0.585,0.009,0.759,7.1,11.3,9.3,6.3,1.6,1.1,15.3,16.0,,1.4,0.9,2.3,0.113,,-1.9,-0.5,-2.4,-0.1
1997,30.0,TOT,NBA,SF,62.0,858.0,9.1,0.552,0.014,0.801,7.3,14.1,10.7,4.3,1.4,1.0,19.2,12.9,,0.6,0.4,1.0,0.054,,-3.3,-1.0,-4.3,-0.5
1997,30.0,ORL,NBA,SF,1.0,29.0,5.8,0.51,0.0,0.4,3.9,0.0,2.0,6.0,0.0,0.0,20.3,23.5,,0.0,0.0,0.0,-0.048,,-4.6,-2.4,-7.0,0.0
1997,30.0,GSW,NBA,SF,36.0,509.0,9.7,0.522,0.021,0.813,7.7,14.5,11.1,4.0,1.1,1.4,14.4,13.3,,0.4,0.1,0.6,0.055,,-2.8,-1.3,-4.1,-0.3
1997,30.0,CHH,NBA,SF,25.0,320.0,8.5,0.632,0.0,0.875,7.0,14.7,11.0,4.5,2.0,0.5,28.4,11.4,,0.1,0.3,0.4,0.061,,-4.0,-0.4,-4.4,-0.2
1998,31.0,TOT,NBA,SF,31.0,323.0,8.3,0.473,0.0,0.478,6.8,8.5,7.6,7.9,1.2,0.2,10.7,13.4,,0.3,0.2,0.4,0.065,,-2.9,-1.1,-4.0,-0.2
1998,31.0,ORL,NBA,SF,2.0,18.0,-1.6,0.322,0.0,0.667,12.8,13.4,13.1,8.6,3.1,0.0,27.9,27.4,,-0.1,0.0,-0.1,-0.199,,-13.6,-2.0,-15.6,-0.1
1998,31.0,CHH,NBA,SF,29.0,305.0,8.9,0.488,0.0,0.46,6.4,8.2,7.3,7.8,1.1,0.2,8.5,12.6,,0.4,0.1,0.5,0.08,,-2.3,-1.1,-3.3,-0.1
