Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1995,17,148,MIL,Milwaukee Bucks,42,Vin Baker,PF,6-11,232,1971-11-23,US,1,University of Hartford
1995,17,176,MIL,Milwaukee Bucks,17,Jon Barry,SG,6-4,195,1969-07-25,US,2,"University of the Pacific, Georgia Tech"
1995,17,586,MIL,Milwaukee Bucks,30,Marty Conlon,C,6-10,224,1968-01-19,US,3,Providence
1995,17,711,MIL,Milwaukee Bucks,10,Todd Day,SG,6-6,188,1970-01-07,US,2,Arkansas
1995,17,1022,MIL,Milwaukee Bucks,12,Tate George,SG,6-5,190,1968-05-29,US,3,UConn
1995,17,1759,MIL,Milwaukee Bucks,53,Alton Lister,C,7-0,240,1958-10-01,US,12,Arizona State
1995,17,1887,MIL,Milwaukee Bucks,11,Lee Mayberry,PG,6-1,172,1970-06-12,US,2,Arkansas
1995,17,2024,MIL,Milwaukee Bucks,52,Eric Mobley,C,6-11,235,1970-02-01,US,R,Pitt
1995,17,2084,MIL,Milwaukee Bucks,5,Eric Murdock,PG,6-1,190,1968-06-14,US,3,Providence
1995,17,2141,MIL,Milwaukee Bucks,22,Johnny Newman,SF,6-7,190,1963-11-28,US,8,Richmond
1995,17,2314,MIL,Milwaukee Bucks,54,Ed Pinckney,PF,6-9,195,1963-03-27,US,9,Villanova
1995,17,2482,MIL,Milwaukee Bucks,13,Glenn Robinson,SF,6-7,225,1973-01-10,US,R,Purdue
1995,17,3134,MIL,Milwaukee Bucks,44,Aaron Williams,PF,6-9,220,1971-10-02,US,1,Xavier
1995,17,3263,MIL,Milwaukee Bucks,20,Danny Young,PG,6-3,175,1962-07-26,US,9,Wake Forest
