Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1995,18,390,MIN,Minnesota Timberwolves,40,Mike Brown,C,6-9,257,1963-07-19,US,8,George Washington
1995,18,810,MIN,Minnesota Timberwolves,30,Pat Durham,SF,6-7,210,1967-03-10,US,1,Colorado State
1995,18,841,MIN,Minnesota Timberwolves,10,Howard Eisley,PG,6-2,177,1972-12-04,US,R,Boston College
1995,18,946,MIN,Minnesota Timberwolves,44,Greg Foster,PF,6-11,240,1968-10-03,US,4,"UCLA, Texas-El Paso"
1995,18,996,MIN,Minnesota Timberwolves,22,Winston Garland,PG,6-2,170,1964-12-19,US,6,Missouri State University
1995,18,1138,MIN,Minnesota Timberwolves,24,Tom Gugliotta,SF,6-10,240,1969-12-19,US,2,NC State
1995,18,1139,MIN,Minnesota Timberwolves,51,Andres Guibert,PF,6-10,225,1968-10-28,CU,1,
1995,18,1527,MIN,Minnesota Timberwolves,2,Askia Jones,SG,6-5,200,1971-12-03,US,R,Kansas State
1995,18,1627,MIN,Minnesota Timberwolves,21,Stacey King,PF,6-11,230,1967-01-29,US,5,Oklahoma
1995,18,1679,MIN,Minnesota Timberwolves,32,Christian Laettner,C,6-11,235,1969-08-17,US,2,Duke
1995,18,1847,MIN,Minnesota Timberwolves,42,Donyell Marshall,SF,6-9,218,1973-05-18,US,R,UConn
1995,18,1858,MIN,Minnesota Timberwolves,15,Darrick Martin,PG,5-11,170,1971-03-06,US,R,UCLA
1995,18,2455,MIN,Minnesota Timberwolves,34,Isaiah Rider,SG,6-5,215,1971-03-12,US,1,UNLV
1995,18,2511,MIN,Minnesota Timberwolves,45,Sean Rooks,C,6-10,250,1969-09-09,US,2,Arizona
1995,18,2609,MIN,Minnesota Timberwolves,17,Charles Shackleford,PF,6-10,225,1966-04-22,US,4,NC State
1995,18,2677,MIN,Minnesota Timberwolves,3,Chris Smith,SG,6-3,190,1970-05-17,US,2,UConn
1995,18,3081,MIN,Minnesota Timberwolves,5,Doug West,SG,6-6,200,1967-05-27,US,5,Villanova
1995,18,3171,MIN,Minnesota Timberwolves,4,Micheal Williams,PG,6-2,175,1966-07-23,US,6,Baylor
