Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1985,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",21.0,NBA,SG,4.0,4.0,171.0,34.0,78.0,0.44,1.0,8.0,0.12,33.0,70.0,0.47,0.44,48.0,58.0,0.83,7.0,16.0,23.0,34.0,11.0,4.0,15.0,15.0,117.0,0.0
1986,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",22.0,NBA,SG,3.0,3.0,135.0,48.0,95.0,0.5,1.0,1.0,1.0,47.0,94.0,0.5,0.51,34.0,39.0,0.87,5.0,14.0,19.0,17.0,7.0,4.0,14.0,13.0,131.0,0.0
1987,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",23.0,NBA,SG,3.0,3.0,128.0,35.0,84.0,0.42,2.0,5.0,0.4,33.0,79.0,0.42,0.43,35.0,39.0,0.9,7.0,14.0,21.0,18.0,6.0,7.0,8.0,11.0,107.0,0.0
1988,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",24.0,NBA,SG,10.0,10.0,427.0,138.0,260.0,0.53,1.0,3.0,0.33,137.0,257.0,0.53,0.53,86.0,99.0,0.87,23.0,48.0,71.0,47.0,24.0,11.0,39.0,38.0,363.0,0.0
1989,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",25.0,NBA,SG,17.0,17.0,718.0,199.0,390.0,0.51,10.0,35.0,0.29,189.0,355.0,0.53,0.52,183.0,229.0,0.8,26.0,93.0,119.0,130.0,42.0,13.0,68.0,65.0,591.0,1.0
1990,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",26.0,NBA,SG,16.0,16.0,674.0,219.0,426.0,0.51,16.0,50.0,0.32,203.0,376.0,0.54,0.53,133.0,159.0,0.84,24.0,91.0,115.0,109.0,45.0,14.0,56.0,54.0,587.0,0.0
1991,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",27.0,NBA,SG,17.0,17.0,689.0,197.0,376.0,0.52,10.0,26.0,0.38,187.0,350.0,0.53,0.54,125.0,148.0,0.84,18.0,90.0,108.0,142.0,40.0,23.0,43.0,53.0,529.0,0.0
1992,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",28.0,NBA,SG,22.0,22.0,920.0,290.0,581.0,0.5,17.0,44.0,0.39,273.0,537.0,0.51,0.51,162.0,189.0,0.86,37.0,100.0,137.0,127.0,44.0,16.0,81.0,62.0,759.0,0.0
1993,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",29.0,NBA,SG,19.0,19.0,783.0,251.0,528.0,0.48,28.0,72.0,0.39,223.0,456.0,0.49,0.5,136.0,169.0,0.8,32.0,96.0,128.0,114.0,39.0,17.0,45.0,58.0,666.0,1.0
1995,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",31.0,NBA,SG,10.0,10.0,420.0,120.0,248.0,0.48,11.0,30.0,0.37,109.0,218.0,0.5,0.51,64.0,79.0,0.81,20.0,45.0,65.0,45.0,23.0,14.0,41.0,30.0,315.0,0.0
1996,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",32.0,NBA,SG,18.0,18.0,733.0,187.0,407.0,0.46,25.0,62.0,0.4,162.0,345.0,0.47,0.49,153.0,187.0,0.82,31.0,58.0,89.0,74.0,33.0,6.0,42.0,49.0,552.0,0.0
1997,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",33.0,NBA,SG,19.0,19.0,804.0,227.0,498.0,0.46,13.0,67.0,0.19,214.0,431.0,0.5,0.47,123.0,148.0,0.83,42.0,108.0,150.0,91.0,30.0,17.0,49.0,46.0,590.0,0.0
1998,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",34.0,NBA,SG,21.0,21.0,872.0,243.0,526.0,0.46,13.0,43.0,0.3,230.0,483.0,0.48,0.47,181.0,223.0,0.81,33.0,74.0,107.0,74.0,32.0,12.0,45.0,47.0,680.0,0.0
