Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,25,2178,POR,Portland Trail Blazers,Jermaine O'Neal,"October 13, 1978",18.0,NBA,PF,2.0,0.0,4.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
1998,25,2178,POR,Portland Trail Blazers,Jermaine O'Neal,"October 13, 1978",19.0,NBA,PF,1.0,0.0,3.0,0.0,36.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,,12.0,0.0,12.0,0.0,0.0,24.0,0.0,12.0,0.0
1999,25,2178,POR,Portland Trail Blazers,Jermaine O'Neal,"October 13, 1978",20.0,NBA,PF,9.0,0.0,55.0,2.6,6.5,0.4,0.0,0.0,,2.6,6.5,0.4,3.9,7.9,0.5,5.2,5.9,11.1,0.7,0.0,2.0,1.3,7.2,9.2
2000,25,2178,POR,Portland Trail Blazers,Jermaine O'Neal,"October 13, 1978",21.0,NBA,C,8.0,0.0,38.0,2.8,10.4,0.27,0.0,0.0,,2.8,10.4,0.27,5.7,8.5,0.67,1.9,4.7,6.6,0.9,0.0,2.8,0.0,8.5,11.4
2001,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",22.0,NBA,C,4.0,4.0,157.0,3.9,8.9,0.44,0.0,0.2,0.0,3.9,8.7,0.45,1.1,2.3,0.5,2.8,8.7,11.5,1.6,0.0,2.3,1.6,3.0,8.9
2002,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",23.0,NBA,PF,5.0,5.0,192.0,6.4,14.2,0.45,0.0,0.2,0.0,6.4,14.1,0.45,3.4,4.5,0.75,1.1,6.0,7.1,0.9,0.7,1.5,2.6,4.5,16.1
2003,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",24.0,NBA,PF,6.0,6.0,272.0,5.7,12.2,0.47,0.0,0.4,0.0,5.7,11.8,0.48,6.8,8.6,0.78,3.2,10.7,13.9,0.5,0.4,2.4,2.4,2.9,18.1
2004,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",25.0,NBA,PF,16.0,16.0,604.0,6.9,16.2,0.42,0.0,0.2,0.0,6.9,16.0,0.43,4.6,6.6,0.7,1.7,7.0,8.7,1.1,0.5,2.1,1.7,3.2,18.3
2005,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",26.0,NBA,PF,13.0,13.0,476.0,5.8,16.0,0.36,0.0,0.2,0.0,5.8,15.7,0.37,4.1,5.4,0.75,1.6,6.3,7.9,2.2,0.5,2.6,2.7,3.6,15.7
2006,12,2178,IND,Indiana Pacers,Jermaine O'Neal,"October 13, 1978",27.0,NBA,PF,6.0,6.0,216.0,7.3,14.0,0.52,0.0,0.3,0.0,7.3,13.7,0.54,6.3,8.8,0.72,1.5,6.0,7.5,1.7,0.5,2.3,4.3,4.7,21.0
2009,16,2178,MIA,Miami Heat,Jermaine O'Neal,"October 13, 1978",30.0,NBA,C,6.0,5.0,162.0,6.2,11.3,0.55,0.0,0.0,,6.2,11.3,0.55,5.3,7.1,0.75,1.6,4.4,6.0,2.0,0.7,2.0,2.2,4.0,17.8
2010,16,2178,MIA,Miami Heat,Jermaine O'Neal,"October 13, 1978",31.0,NBA,C,5.0,5.0,117.0,2.8,13.5,0.2,0.0,0.0,,2.8,13.5,0.2,0.9,2.2,0.43,3.1,5.5,8.6,1.5,1.2,3.1,2.2,4.0,6.5
2011,2,2178,BOS,Boston Celtics,Jermaine O'Neal,"October 13, 1978",32.0,NBA,C,9.0,9.0,197.0,3.8,7.9,0.49,0.0,0.0,,3.8,7.9,0.49,1.8,2.0,0.91,2.7,4.2,6.9,1.5,0.4,2.9,1.5,6.2,9.5
2014,10,2178,GSW,Golden State Warriors,Jermaine O'Neal,"October 13, 1978",35.0,NBA,PF,7.0,3.0,84.0,7.7,13.7,0.56,0.0,0.0,,7.7,13.7,0.56,2.6,3.4,0.75,5.1,5.1,10.3,0.4,0.4,1.3,1.7,5.1,18.0
