Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996.0,11.0,1531,HOU,Houston Rockets,Charles Jones,38.0,3.0,8.0,-2.6,0.0,0.0,0.0,0.0,15.1,7.3,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,-0.14,-7.4,-3.3,-10.7,0.0
1996.0,11.0,372,HOU,Houston Rockets,Chucky Brown,27.0,8.0,168.0,13.6,0.61,0.0,0.4,4.0,12.9,8.3,5.0,0.9,0.0,7.0,15.5,0.3,0.0,0.4,0.11,-1.0,-0.7,-1.7,0.0
1996.0,11.0,786,HOU,Houston Rockets,Clyde Drexler,33.0,8.0,292.0,18.6,0.5,0.29,0.29,5.8,19.4,12.3,23.6,3.7,1.1,13.1,23.9,0.1,0.4,0.5,0.08,1.7,2.3,4.0,0.4
1996.0,11.0,2408,HOU,Houston Rockets,Eldridge Recasner,28.0,1.0,8.0,-9.8,0.0,0.33,0.0,0.0,15.1,7.3,33.4,0.0,0.0,25.0,22.8,-0.1,0.0,-0.1,-0.5,-12.5,-6.1,-18.5,0.0
1996.0,11.0,2198,HOU,Houston Rockets,Hakeem Olajuwon,33.0,8.0,329.0,20.0,0.54,0.01,0.27,5.8,20.6,12.9,18.1,2.3,4.3,15.0,26.9,0.1,0.4,0.5,0.08,1.2,1.9,3.1,0.4
1996.0,11.0,2688,HOU,Houston Rockets,Kenny Smith,30.0,8.0,191.0,16.5,0.6,0.58,0.24,2.3,5.1,3.7,31.7,1.3,0.0,12.0,15.9,0.5,0.0,0.5,0.14,2.9,-0.3,2.6,0.2
1996.0,11.0,842,HOU,Houston Rockets,Mario Elie,32.0,8.0,233.0,12.2,0.55,0.36,0.18,2.9,8.3,5.5,9.6,1.5,1.1,6.6,14.9,0.3,0.1,0.4,0.07,-0.3,0.0,-0.3,0.1
1996.0,11.0,409,HOU,Houston Rockets,Mark Bryant,30.0,8.0,145.0,14.1,0.65,0.0,0.43,5.4,16.7,10.8,4.6,0.4,1.1,6.7,14.0,0.4,0.1,0.4,0.13,-0.9,0.0,-0.9,0.0
1996.0,11.0,526,HOU,Houston Rockets,Pete Chilcutt,27.0,1.0,10.0,-3.0,0.2,0.25,0.5,22.4,12.1,17.4,0.0,0.0,0.0,17.0,26.8,-0.1,0.0,-0.1,-0.37,-8.6,-8.8,-17.5,0.0
1996.0,11.0,1329,HOU,Houston Rockets,Robert Horry,25.0,8.0,308.0,15.2,0.52,0.58,0.25,5.5,16.5,10.8,12.4,3.5,3.5,12.9,17.2,0.1,0.4,0.5,0.08,1.5,2.9,4.4,0.5
1996.0,11.0,497,HOU,Houston Rockets,Sam Cassell,26.0,8.0,206.0,9.6,0.44,0.36,0.36,0.5,9.4,4.8,26.5,1.5,0.4,16.1,24.8,-0.3,0.1,-0.2,-0.05,-2.2,-1.8,-4.0,-0.1
1996.0,11.0,1799,HOU,Houston Rockets,Sam Mack,25.0,6.0,47.0,4.1,0.37,0.6,0.2,0.0,23.1,11.1,3.3,1.1,0.0,10.9,17.8,-0.1,0.0,-0.1,-0.12,-4.7,-1.6,-6.3,0.0
