Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,6,284,CLE,Cleveland Cavaliers,5,Marques Bolden,C,6-10,249,1998-04-17,US,R,Duke
2020,6,546,CLE,Cleveland Cavaliers,8,Jordan Clarkson,SG,6-4,194,1992-06-07,US,5,"Tulsa, Missouri"
2020,6,597,CLE,Cleveland Cavaliers,21,Tyler Cook,PF,6-8,255,1997-09-23,US,R,Iowa
2020,6,728,CLE,Cleveland Cavaliers,18,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,6,Saint Mary's
2020,6,792,CLE,Cleveland Cavaliers,3,Andre Drummond,C,6-10,279,1993-08-10,US,7,UConn
2020,6,887,CLE,Cleveland Cavaliers,1,Dante Exum,SG,6-5,214,1995-07-13,AU,4,
2020,6,994,CLE,Cleveland Cavaliers,10,Darius Garland,SG,6-1,192,2000-01-26,US,R,Vanderbilt
2020,6,1266,CLE,Cleveland Cavaliers,31,John Henson,C,6-9,219,1990-12-28,US,7,UNC
2020,6,1639,CLE,Cleveland Cavaliers,20,Brandon Knight,SG,6-2,182,1991-12-02,US,7,Kentucky
2020,6,1783,CLE,Cleveland Cavaliers,0,Kevin Love,PF,6-8,251,1988-09-07,US,11,UCLA
2020,6,1810,CLE,Cleveland Cavaliers,55,J.P. Macura,SG,6-5,203,1995-06-05,US,1,Xavier
2020,6,1951,CLE,Cleveland Cavaliers,28,Alfonzo McKinnie,SF,6-7,215,1992-09-17,US,2,Green Bay
2020,6,2039,CLE,Cleveland Cavaliers,31,Matt Mooney,SG,6-3,199,1997-02-07,US,R,"Air Force, South Dakota, Texas Tech"
2020,6,2115,CLE,Cleveland Cavaliers,22,Larry Nance,PF,6-7,245,1993-01-01,US,4,Wyoming
2020,6,2142,CLE,Cleveland Cavaliers,14,Malik Newman,SG,6-3,190,1997-02-21,US,R,"Mississippi State, Kansas"
2020,6,2220,CLE,Cleveland Cavaliers,16,Cedi Osman,SF,6-7,230,1995-04-08,MK,2,
2020,6,2345,CLE,Cleveland Cavaliers,4,Kevin Porter,SF,6-4,203,2000-05-04,US,R,USC
2020,6,2608,CLE,Cleveland Cavaliers,2,Collin Sexton,PG,6-1,190,1999-01-04,US,1,Alabama
2020,6,2883,CLE,Cleveland Cavaliers,13,Tristan Thompson,PF,6-9,254,1991-03-13,CA,8,Texas
2020,6,2996,CLE,Cleveland Cavaliers,32,Dean Wade,PF,6-9,228,1996-11-20,US,R,Kansas State
2020,6,3285,CLE,Cleveland Cavaliers,41,Ante Zizic,C,6-10,266,1997-01-04,HR,2,
