PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
David Robinson,29,15,15,623,11.1,24.8,0.446,0.1,0.4,0.2,11.0,24.4,0.451,10.4,12.8,0.812,4.9,10.7,15.6,4.0,1.9,3.4,4.8,5.4,32.6,,108,98
Avery Johnson,29,15,15,575,8.5,16.4,0.517,0.0,0.1,0.0,8.5,16.3,0.52,3.4,5.4,0.621,0.8,2.1,3.0,11.6,1.9,0.6,2.8,2.7,20.3,,116,107
Sean Elliott,26,15,15,574,8.1,18.6,0.435,1.9,5.1,0.364,6.2,13.5,0.462,6.2,7.9,0.7759999999999999,2.1,4.6,6.7,3.7,0.9,0.7,2.5,3.5,24.2,,113,107
Dennis Rodman,33,14,12,459,6.1,11.2,0.542,0.0,0.6,0.0,6.1,10.6,0.5710000000000001,2.3,4.1,0.5710000000000001,8.0,16.1,24.1,2.1,1.4,0.0,2.9,5.9,14.5,,112,98
Vinny Del Negro,28,15,15,382,7.1,16.5,0.43200000000000005,1.3,2.8,0.45,5.9,13.7,0.429,2.8,3.4,0.833,0.6,3.9,4.5,5.2,1.1,0.3,2.2,3.2,18.4,,106,107
Doc Rivers,33,15,0,318,6.2,16.0,0.389,2.9,7.7,0.37,3.4,8.2,0.408,4.4,5.2,0.8390000000000001,0.5,4.4,4.9,4.0,2.4,1.5,3.0,6.7,19.7,,105,103
Chuck Person,30,15,0,258,5.6,16.0,0.35100000000000003,2.7,9.3,0.289,2.9,6.6,0.43799999999999994,1.7,2.3,0.727,0.4,5.2,5.6,1.7,0.8,1.5,1.2,4.6,15.6,,98,106
J.R. Reid,26,15,1,209,7.4,15.1,0.49200000000000005,0.0,0.0,,7.4,15.1,0.49200000000000005,8.5,10.0,0.846,3.6,7.2,10.8,2.3,1.8,1.0,3.8,9.2,23.3,,113,102
Terry Cummings,33,15,2,135,7.1,19.0,0.375,0.0,0.4,0.0,7.1,18.6,0.38299999999999995,8.7,11.9,0.733,4.8,7.5,12.3,1.6,2.0,0.4,2.8,9.9,23.0,,103,102
Willie Anderson,28,11,0,97,5.0,11.0,0.45,0.0,0.6,0.0,5.0,10.5,0.474,1.1,1.7,0.667,2.8,3.9,6.6,5.5,2.8,0.0,4.4,6.6,11.0,,88,104
Jack Haley,31,4,0,13,4.1,28.8,0.14300000000000002,0.0,0.0,,4.1,28.8,0.14300000000000002,4.1,8.2,0.5,8.2,16.5,24.7,0.0,0.0,4.1,4.1,8.2,12.4,,54,96
Julius Nwosu,23,2,0,7,0.0,15.3,0.0,0.0,0.0,,0.0,15.3,0.0,0.0,0.0,,7.6,7.6,15.3,0.0,0.0,0.0,7.6,7.6,0.0,,22,107
