PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Charles Barkley,31,10,10,390,12.1,24.1,0.5,1.2,4.6,0.257,10.9,19.5,0.5579999999999999,8.8,11.9,0.733,5.2,12.6,17.8,4.2,1.7,1.5,3.3,3.7,34.1,,121,109
Kevin Johnson,28,10,10,371,12.0,20.9,0.573,0.7,1.4,0.5,11.3,19.5,0.579,9.9,11.7,0.845,1.0,4.7,5.7,13.0,1.3,0.6,4.7,3.5,34.6,,130,116
A.C. Green,31,10,10,368,5.1,11.0,0.462,0.1,1.7,0.083,4.9,9.3,0.53,7.7,8.9,0.873,5.3,11.5,16.9,1.8,0.8,0.3,1.4,3.1,18.0,,135,113
Dan Majerle,29,10,0,307,4.6,12.3,0.37,2.7,7.4,0.364,1.9,4.9,0.379,2.0,2.9,0.706,1.3,3.9,5.2,2.9,2.4,0.5,1.5,4.0,13.8,,109,114
Wesley Person,23,10,10,247,7.1,17.4,0.41,3.6,9.4,0.37799999999999995,3.6,8.0,0.447,2.3,2.5,0.917,1.9,2.5,4.4,2.3,0.6,0.4,1.9,4.0,20.1,,113,118
Wayman Tisdale,30,10,0,170,9.7,21.6,0.451,0.0,0.3,0.0,9.7,21.3,0.457,2.7,4.3,0.643,1.8,7.3,9.1,3.3,0.0,1.2,1.8,9.7,22.2,,103,116
Joe Kleine,33,10,10,167,9.6,16.7,0.574,0.3,0.6,0.5,9.3,16.1,0.5770000000000001,0.0,0.0,,2.5,7.1,9.6,2.5,1.5,0.9,1.9,10.8,19.5,,116,113
Danny Schayes,35,10,0,146,3.9,10.3,0.379,0.0,0.4,0.0,3.9,9.9,0.39299999999999996,2.5,2.8,0.875,1.4,5.7,7.1,2.8,1.1,1.1,2.8,13.5,10.3,,89,114
Danny Ainge,35,10,0,137,7.2,14.4,0.5,4.5,9.8,0.462,2.6,4.5,0.583,3.8,4.2,0.909,0.8,3.0,3.8,3.8,1.9,0.0,2.3,5.7,22.7,,133,116
Elliot Perry,25,9,0,106,9.8,20.5,0.47600000000000003,1.0,2.4,0.4,8.8,18.1,0.486,9.8,12.2,0.8,1.5,3.4,4.9,5.9,2.4,0.0,4.4,3.9,30.3,,114,114
Trevor Ruffin,24,5,0,11,18.8,37.6,0.5,4.7,18.8,0.25,14.1,18.8,0.75,4.7,23.5,0.2,0.0,14.1,14.1,9.4,4.7,0.0,0.0,0.0,47.0,,108,104
Richard Dumas,25,3,0,5,10.3,41.4,0.25,0.0,0.0,,10.3,41.4,0.25,0.0,0.0,,10.3,0.0,10.3,0.0,0.0,0.0,10.3,0.0,20.7,,57,122
