Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2011,28,685,TOR,Toronto Raptors,21.0,NBA,PF,65.0,17.0,1602.0,6.9,12.0,0.58,0.0,0.0,,6.9,12.0,0.58,2.3,4.1,0.56,5.4,9.5,14.9,1.3,1.3,2.2,1.5,5.9,16.2,,120.0,110.0
2012,28,685,TOR,Toronto Raptors,22.0,NBA,PF,66.0,9.0,1534.0,6.0,11.7,0.51,0.0,0.0,0.0,6.0,11.7,0.52,2.5,3.7,0.67,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,,108.0,101.0
2013,31,685,TOT,Total After Trade,23.0,NBA,"C,PF",81.0,28.0,1631.0,8.5,15.8,0.54,0.0,0.0,,8.5,15.8,0.54,3.4,5.5,0.62,5.0,10.1,15.1,2.1,1.2,2.8,2.1,6.3,20.4,,114.0,102.0
2013,28,685,TOR,Toronto Raptors,23.0,NBA,C,45.0,24.0,1087.0,9.1,16.6,0.55,0.0,0.0,,9.1,16.6,0.55,3.2,5.0,0.65,4.6,10.0,14.7,2.7,1.2,1.9,2.2,5.4,21.4,,115.0,105.0
2013,15,685,MEM,Memphis Grizzlies,23.0,NBA,PF,36.0,4.0,544.0,7.4,14.3,0.52,0.0,0.0,,7.4,14.3,0.52,3.7,6.5,0.57,5.7,10.3,16.0,0.8,1.3,4.7,1.8,8.0,18.5,,113.0,96.0
2014,15,685,MEM,Memphis Grizzlies,24.0,NBA,PF,63.0,4.0,956.0,8.7,16.2,0.53,0.0,0.0,,8.7,16.2,0.53,2.6,5.0,0.53,5.1,9.4,14.5,1.5,0.9,2.4,2.2,6.4,19.9,,110.0,103.0
2015,14,685,LAL,Los Angeles Lakers,25.0,NBA,PF,79.0,24.0,1840.0,7.8,13.0,0.6,0.0,0.0,,7.8,13.0,0.6,2.6,5.2,0.49,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,,124.0,107.0
2016,25,685,POR,Portland Trail Blazers,26.0,NBA,PF,81.0,0.0,1684.0,6.1,10.0,0.61,0.0,0.0,,6.1,10.0,0.61,3.4,6.1,0.56,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,,128.0,104.0
2017,25,685,POR,Portland Trail Blazers,27.0,NBA,PF,46.0,12.0,789.0,4.7,8.9,0.53,0.0,0.0,,4.7,8.9,0.53,3.1,5.1,0.62,6.0,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,,116.0,110.0
2018,25,685,POR,Portland Trail Blazers,28.0,NBA,C,78.0,0.0,1471.0,5.7,9.9,0.58,0.0,0.0,0.0,5.7,9.8,0.58,2.5,3.8,0.67,6.2,13.3,19.4,1.4,1.1,1.8,2.2,6.4,14.0,,121.0,103.0
2019,3,685,BRK,Brooklyn Nets,29.0,NBA,C,81.0,1.0,1446.0,6.1,9.9,0.62,0.0,0.1,0.0,6.1,9.9,0.62,3.3,5.3,0.62,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,,129.0,105.0
2020,29,685,UTA,Utah Jazz,30.0,NBA,C,28.0,1.0,303.0,3.5,7.4,0.48,0.0,0.0,,3.5,7.4,0.48,1.1,2.2,0.5,5.6,11.2,16.9,1.9,1.8,1.4,2.1,9.8,8.2,,110.0,106.0
2021,18,685,MIN,Minnesota Timberwolves,31.0,NBA,C,17.0,7.0,255.0,3.2,7.8,0.4,0.0,0.0,,3.2,7.8,0.4,1.3,1.5,0.88,6.7,10.8,17.5,3.2,1.9,1.9,0.9,8.9,7.6,,122.0,109.0
