Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",22.0,NBA,PG,82,,19.2,3.0,6.3,0.479,0.0,0.2,0.053,3.0,6.1,0.495,0.48,1.3,2.1,0.61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,2.2,7.4
1982,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",23.0,NBA,PG,79,78.0,29.0,3.9,8.4,0.463,0.0,0.3,0.048,3.9,8.2,0.477,0.464,1.5,2.3,0.67,0.8,2.7,3.5,9.6,2.1,0.2,2.2,3.2,9.4
1983,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",24.0,NBA,PG,77,73.0,33.1,5.1,10.9,0.468,0.1,0.3,0.227,5.1,10.6,0.475,0.471,1.9,2.6,0.744,0.8,2.8,3.6,9.8,2.5,0.4,2.9,3.2,12.2
1984,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",25.0,NBA,PG,59,42.0,28.0,3.9,8.8,0.446,0.5,1.5,0.322,3.4,7.3,0.471,0.473,1.8,2.4,0.755,0.6,2.4,3.0,9.6,2.1,0.3,2.4,2.8,10.1
1985,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",26.0,NBA,PG,82,82.0,32.8,5.1,11.1,0.457,0.3,1.1,0.281,4.8,10.0,0.476,0.471,2.3,3.0,0.762,1.1,3.5,4.6,10.0,2.8,0.2,2.9,3.0,12.8
1986,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",27.0,NBA,PG,28,23.0,30.6,5.4,10.8,0.495,0.1,0.8,0.182,5.2,10.0,0.52,0.502,2.1,3.1,0.686,0.9,2.2,3.1,9.0,2.5,0.2,2.9,2.8,13.0
1987,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",28.0,NBA,PG,55,27.0,22.4,3.6,8.1,0.442,0.4,1.4,0.278,3.2,6.7,0.477,0.467,1.0,1.3,0.8,0.6,1.2,1.8,4.5,1.5,0.1,1.9,1.8,8.6
1988,31.0,2040,TOT,Total After Trade,Johnny Moore,"March 3, 1958",29.0,NBA,PG,5,0.0,12.2,0.8,2.0,0.4,0.0,0.2,0.0,0.8,1.8,0.444,0.4,0.0,0.0,,0.4,0.8,1.2,2.4,0.6,0.0,1.4,0.2,1.6
1988,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",29.0,NBA,PG,4,0.0,12.8,1.0,2.3,0.444,0.0,0.3,0.0,1.0,2.0,0.5,0.444,0.0,0.0,,0.3,0.8,1.0,2.8,0.8,0.0,1.0,0.3,2.0
1988,3.0,2040,NJN,New Jersey Nets,Johnny Moore,"March 3, 1958",29.0,NBA,PG,1,0.0,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
1990,27.0,2040,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",31.0,NBA,PG,53,8.0,9.7,0.9,2.4,0.373,0.2,0.6,0.235,0.7,1.7,0.424,0.405,0.3,0.5,0.593,0.3,0.7,1.0,1.5,0.6,0.1,0.7,1.0,2.2
