PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chuck Person,23.0,79,71.0,2807,575,1252,0.45899999999999996,59,177,0.33299999999999996,516,1075,0.48,0.483,132,197,0.67,171,365,536,309,73,8,210,266,1341
Vern Fleming,25.0,80,80.0,2733,442,845,0.523,0,13,0.0,442,832,0.531,0.523,227,283,0.802,106,258,364,568,115,11,175,225,1111
Steve Stipanovich,27.0,80,80.0,2692,411,828,0.496,3,15,0.2,408,813,0.502,0.498,254,314,0.809,157,505,662,183,90,69,156,302,1079
Wayman Tisdale,23.0,79,57.0,2378,511,998,0.512,0,2,0.0,511,996,0.513,0.512,246,314,0.7829999999999999,168,323,491,103,54,34,145,274,1268
John Long,31.0,81,81.0,2022,417,879,0.474,34,77,0.442,383,802,0.478,0.494,166,183,0.907,72,157,229,173,84,11,127,164,1034
Herb Williams,29.0,75,37.0,1966,311,732,0.425,0,6,0.0,311,726,0.428,0.425,126,171,0.737,116,353,469,98,37,146,119,244,748
Reggie Miller,22.0,82,1.0,1840,306,627,0.488,61,172,0.355,245,455,0.5379999999999999,0.537,149,186,0.8009999999999999,95,95,190,132,53,19,101,157,822
Ron Anderson,29.0,74,1.0,1097,217,436,0.498,0,2,0.0,217,434,0.5,0.498,108,141,0.7659999999999999,89,127,216,78,41,6,73,98,542
Stuart Gray,24.0,74,0.0,807,90,193,0.466,0,1,0.0,90,192,0.469,0.466,44,73,0.603,70,180,250,44,11,32,50,152,224
Scott Skiles,23.0,51,2.0,760,86,209,0.41100000000000003,6,20,0.3,80,189,0.423,0.426,45,54,0.833,11,55,66,180,22,3,76,97,223
Clinton Wheeler,28.0,59,0.0,513,62,132,0.47,0,0,,62,132,0.47,0.47,25,34,0.735,19,21,40,103,36,2,52,37,149
Greg Dreiling,25.0,20,0.0,74,8,17,0.47100000000000003,0,0,,8,17,0.47100000000000003,0.47100000000000003,18,26,0.6920000000000001,3,14,17,5,2,4,11,19,34
Brian Rowsom,22.0,4,0.0,16,0,6,0.0,0,0,,0,6,0.0,0.0,6,6,1.0,1,4,5,1,1,0,1,3,6
Team Totals,,82,,19705,3436,7154,0.48,163,485,0.336,3273,6669,0.491,0.49200000000000005,1546,1982,0.78,1078,2457,3535,1977,619,345,1318,2038,8581
