PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derek Harper,26.0,82,82.0,3032,536,1167,0.45899999999999996,60,192,0.313,476,975,0.488,0.485,261,344,0.759,71,175,246,634,168,35,190,164,1393
Mark Aguirre,28.0,77,77.0,2610,746,1571,0.475,52,172,0.302,694,1399,0.496,0.491,388,504,0.77,182,252,434,278,70,57,203,223,1932
Rolando Blackman,28.0,71,69.0,2580,497,1050,0.473,0,5,0.0,497,1045,0.47600000000000003,0.473,331,379,0.873,82,164,246,262,64,18,144,112,1325
James Donaldson,30.0,81,81.0,2523,212,380,0.5579999999999999,0,0,,212,380,0.5579999999999999,0.5579999999999999,147,189,0.778,247,508,755,66,40,104,113,175,571
Sam Perkins,26.0,75,75.0,2499,394,876,0.45,5,30,0.16699999999999998,389,846,0.46,0.45299999999999996,273,332,0.8220000000000001,201,400,601,118,74,54,119,227,1066
Roy Tarpley,23.0,81,9.0,2307,444,888,0.5,0,5,0.0,444,883,0.503,0.5,205,277,0.74,360,599,959,86,103,86,172,313,1093
Detlef Schrempf,25.0,82,4.0,1587,246,539,0.456,5,32,0.156,241,507,0.475,0.461,201,266,0.7559999999999999,102,177,279,159,42,32,108,189,698
Brad Davis,32.0,75,12.0,1480,208,415,0.501,30,74,0.405,178,341,0.522,0.537,91,108,0.843,18,84,102,303,51,18,91,149,537
Uwe Blab,25.0,73,1.0,658,58,132,0.439,0,0,,58,132,0.439,0.439,46,65,0.708,52,82,134,35,8,29,49,108,162
Steve Alford,23.0,28,0.0,197,21,55,0.382,1,8,0.125,20,47,0.426,0.391,16,17,0.941,3,20,23,23,17,3,12,23,59
Jim Farmer,23.0,30,0.0,157,26,69,0.377,0,6,0.0,26,63,0.413,0.377,9,10,0.9,9,9,18,16,3,1,22,18,61
Bill Wennington,24.0,30,0.0,125,25,49,0.51,1,2,0.5,24,47,0.511,0.52,12,19,0.632,14,25,39,4,5,9,9,33,63
Team Totals,,82,,19755,3413,7191,0.475,154,526,0.293,3259,6665,0.489,0.485,1980,2510,0.789,1341,2495,3836,1984,645,446,1257,1734,8960
