PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brad Daugherty,22.0,79,78.0,2957,551,1081,0.51,0,2,0.0,551,1079,0.511,0.51,378,528,0.716,151,514,665,333,48,56,267,235,1480
Mark Price,23.0,80,79.0,2626,493,974,0.506,72,148,0.486,421,826,0.51,0.5429999999999999,221,252,0.877,54,126,180,480,99,12,184,119,1279
Hot Rod Williams,25.0,77,50.0,2106,316,663,0.47700000000000004,0,1,0.0,316,662,0.47700000000000004,0.47700000000000004,211,279,0.7559999999999999,159,347,506,103,61,145,104,203,843
Ron Harper,24.0,57,52.0,1830,340,732,0.46399999999999997,3,20,0.15,337,712,0.473,0.467,196,278,0.705,64,159,223,281,122,52,158,157,879
Craig Ehlo,26.0,79,27.0,1709,226,485,0.466,22,64,0.344,204,421,0.485,0.489,89,132,0.674,86,188,274,206,82,30,107,182,563
Phil Hubbard,31.0,78,59.0,1631,237,485,0.489,0,5,0.0,237,480,0.494,0.489,182,243,0.7490000000000001,117,164,281,81,50,7,118,167,656
Dell Curry,23.0,79,8.0,1499,340,742,0.45799999999999996,28,81,0.34600000000000003,312,661,0.47200000000000003,0.47700000000000004,79,101,0.782,43,123,166,149,94,22,108,128,787
Mark West,27.0,54,12.0,1183,182,316,0.5760000000000001,0,0,,182,316,0.5760000000000001,0.5760000000000001,95,153,0.621,83,198,281,50,25,79,91,158,459
Tyrone Corbin,25.0,54,4.0,1148,158,322,0.491,0,3,0.0,158,319,0.495,0.491,77,98,0.7859999999999999,79,141,220,56,42,15,66,128,393
Kevin Johnson,21.0,52,3.0,1043,143,311,0.46,2,9,0.222,141,302,0.467,0.46299999999999997,92,112,0.821,10,62,72,193,60,17,82,96,380
Larry Nance,28.0,27,26.0,906,160,304,0.526,0,1,0.0,160,303,0.528,0.526,117,141,0.83,74,139,213,84,18,63,49,90,437
Chris Dudley,22.0,55,1.0,513,65,137,0.474,0,0,,65,137,0.474,0.474,40,71,0.563,74,70,144,23,13,19,31,87,170
Mike Sanders,27.0,24,11.0,417,71,132,0.5379999999999999,0,0,,71,132,0.5379999999999999,0.5379999999999999,20,23,0.87,10,37,47,26,13,5,23,58,162
Johnny Rogers,24.0,24,0.0,168,26,61,0.426,0,2,0.0,26,59,0.441,0.426,10,13,0.769,8,19,27,3,4,3,10,23,62
Kevin Henderson,23.0,5,0.0,20,2,5,0.4,0,0,,2,5,0.4,0.4,5,12,0.41700000000000004,3,1,4,2,0,0,2,2,9
Kent Benson,33.0,2,0.0,12,2,2,1.0,0,0,,2,2,1.0,1.0,1,2,0.5,0,1,1,0,1,1,2,2,5
Kannard Johnson,22.0,4,0.0,12,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,0,0,,0,0,0,0,1,0,2,1,2
Team Totals,,82,,19780,3313,6755,0.49,127,336,0.37799999999999995,3186,6419,0.496,0.5,1813,2438,0.7440000000000001,1015,2289,3304,2070,733,526,1439,1836,8566
