Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1988,22.0,IND,NBA,SG,82,1,1840,8.1,16.7,0.488,1.6,4.6,0.355,6.5,12.1,0.538,4.0,5.0,0.801,2.5,2.5,5.1,3.5,1.4,0.5,2.7,4.2,21.9,,114,111
1989,23.0,IND,NBA,SG,74,70,2536,7.6,15.9,0.479,1.9,4.7,0.402,5.7,11.2,0.511,5.5,6.5,0.844,1.4,4.2,5.6,4.3,1.8,0.6,2.7,3.2,22.5,,118,112
1990,24.0,IND,NBA,SG,82,82,3192,10.2,19.9,0.514,2.3,5.6,0.414,7.9,14.3,0.552,8.4,9.7,0.868,1.5,3.1,4.6,4.8,1.7,0.3,3.4,2.7,31.2,,124,113
1991,25.0,IND,NBA,SG,82,82,2972,9.7,18.9,0.512,1.8,5.2,0.348,7.9,13.7,0.575,9.0,9.8,0.918,1.3,3.3,4.6,5.4,1.8,0.2,2.6,2.7,30.2,,130,114
1992,26.0,IND,NBA,SG,82,82,3120,8.7,17.4,0.501,2.0,5.3,0.378,6.7,12.1,0.555,6.9,8.0,0.858,1.3,3.7,4.9,4.9,1.6,0.4,2.4,3.3,26.3,,125,112
1993,27.0,IND,NBA,SG,82,82,2954,9.7,20.2,0.479,2.8,7.1,0.399,6.8,13.1,0.522,7.2,8.2,0.88,1.1,3.2,4.4,4.4,2.0,0.4,2.5,3.1,29.4,,125,112
1994,28.0,IND,NBA,SG,79,79,2638,10.2,20.3,0.503,2.4,5.7,0.421,7.8,14.6,0.535,7.9,8.7,0.908,0.6,3.6,4.1,4.8,2.3,0.5,3.4,3.8,30.7,,123,106
1995,29.0,IND,NBA,SG,81,81,2665,10.1,21.8,0.462,3.9,9.4,0.415,6.2,12.4,0.498,7.7,8.5,0.897,0.6,3.6,4.2,4.8,2.0,0.3,3.0,3.1,31.8,,123,108
1996,30.0,IND,NBA,SG,76,76,2621,10.3,21.9,0.473,3.4,8.4,0.41,6.9,13.5,0.512,8.8,10.2,0.863,0.8,3.6,4.4,5.2,1.6,0.3,3.9,3.6,32.9,,121,110
1997,31.0,IND,NBA,SG,81,81,2966,10.0,22.6,0.444,4.2,9.7,0.427,5.9,12.9,0.456,7.6,8.6,0.88,1.0,4.2,5.2,5.0,1.4,0.5,3.0,3.1,31.8,,121,108
1998,32.0,IND,NBA,SG,81,81,2795,10.1,21.1,0.477,3.2,7.5,0.429,6.9,13.7,0.504,7.5,8.6,0.868,0.9,3.6,4.5,3.3,1.5,0.2,2.5,2.9,30.8,,121,105
1999,33.0,IND,NBA,SG,50,50,1787,9.1,20.9,0.438,3.3,8.6,0.385,5.8,12.3,0.475,7.0,7.7,0.915,0.8,3.4,4.2,3.5,1.2,0.3,2.4,3.1,28.6,,119,108
2001,35.0,IND,NBA,SG,81,81,3181,8.7,19.8,0.44,2.9,7.8,0.366,5.9,12.0,0.487,5.5,5.9,0.928,0.6,4.2,4.8,4.4,1.4,0.3,2.2,2.7,25.8,,115,106
2002,36.0,IND,NBA,SG,79,79,2889,7.5,16.5,0.453,3.3,8.0,0.406,4.2,8.5,0.498,5.3,5.9,0.911,0.4,3.5,4.0,4.6,1.6,0.2,2.2,2.6,23.6,,121,108
2003,37.0,IND,NBA,SG,70,70,2117,7.0,15.8,0.441,2.8,7.9,0.355,4.2,7.9,0.527,5.1,5.7,0.9,0.5,3.7,4.3,4.2,1.5,0.1,1.6,2.2,21.8,,122,105
2004,38.0,IND,NBA,SG,80,80,2254,6.3,14.5,0.438,3.3,8.1,0.401,3.1,6.3,0.485,3.6,4.0,0.885,0.4,4.1,4.6,6.1,1.6,0.3,1.7,2.3,19.5,,123,101
2005,39.0,IND,NBA,SG,66,66,2105,8.2,18.8,0.437,2.5,7.8,0.322,5.7,11.0,0.518,6.5,7.0,0.933,0.5,3.6,4.1,3.8,1.3,0.1,2.0,2.9,25.5,,118,109
