Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,23.0,ATL,NBA,SG,64.0,0.0,639.0,7.6,16.7,0.455,0.0,0.5,0.0,7.6,16.2,0.47,5.6,7.7,0.728,0.9,3.8,4.7,5.6,1.7,0.2,3.5,6.0,20.8,,104.0,108.0
1987,24.0,ATL,NBA,SG,64.0,8.0,804.0,8.8,19.3,0.457,0.0,0.6,0.0,8.8,18.7,0.472,5.7,7.7,0.738,1.0,2.7,3.7,7.6,1.8,0.3,3.7,4.7,23.3,,107.0,109.0
1988,25.0,ATL,NBA,SG,67.0,1.0,1227.0,11.3,24.9,0.454,0.6,1.7,0.39,10.6,23.2,0.458,5.7,7.6,0.75,1.1,3.5,4.6,6.4,1.3,0.2,3.0,3.4,28.9,,108.0,111.0
1989,26.0,ATL,NBA,SG,82.0,0.0,1672.0,8.4,18.3,0.457,0.3,1.0,0.324,8.1,17.3,0.465,5.7,6.9,0.815,0.9,3.2,4.1,5.8,1.2,0.3,3.0,3.6,22.7,,110.0,112.0
1990,27.0,ATL,NBA,SG,60.0,48.0,1477.0,9.3,18.4,0.506,0.1,0.4,0.154,9.3,18.0,0.514,3.5,4.6,0.756,0.9,2.4,3.4,5.2,0.9,0.1,3.0,3.9,22.2,,110.0,117.0
1991,28.0,ATL,NBA,SG,79.0,2.0,1863.0,10.4,22.5,0.461,0.4,1.3,0.286,10.0,21.2,0.471,7.1,8.3,0.854,0.9,3.3,4.2,5.7,1.2,0.2,3.0,3.8,28.2,,112.0,114.0
1992,29.0,CLE,NBA,SG,76.0,2.0,1637.0,9.8,20.3,0.48,0.1,0.5,0.118,9.7,19.8,0.489,4.5,5.3,0.848,0.6,2.9,3.5,4.9,1.1,0.2,2.8,3.6,24.1,,106.0,113.0
1993,30.0,CLE,NBA,SG,41.0,0.0,497.0,8.5,20.4,0.415,0.1,0.6,0.167,8.4,19.8,0.423,5.7,7.3,0.778,0.4,2.5,3.0,5.5,0.9,0.5,2.2,4.0,22.7,,102.0,111.0
1994,31.0,CLE,NBA,SG,51.0,1.0,814.0,8.4,17.6,0.476,0.3,1.2,0.263,8.0,16.3,0.492,4.7,6.2,0.753,0.5,2.1,2.5,5.3,1.4,0.1,2.6,4.2,21.7,,108.0,110.0
1995,32.0,CLE,NBA,SG,28.0,0.0,280.0,8.7,23.0,0.377,2.2,6.3,0.355,6.5,16.8,0.386,3.8,5.3,0.731,0.6,1.6,2.2,7.5,1.6,0.2,3.4,5.7,23.4,,98.0,109.0
