PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luol Deng,30,74,73,2394,5.1,11.2,0.455,1.3,3.8,0.344,3.8,7.4,0.513,2.2,2.9,0.755,1.6,5.0,6.7,2.1,1.1,0.4,1.2,1.8,13.7
Goran Dragić,29,72,72,2363,6.4,13.3,0.47700000000000004,1.0,3.1,0.312,5.4,10.2,0.527,1.8,2.5,0.727,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5
Dwyane Wade,34,74,73,2258,8.6,18.9,0.456,0.1,0.7,0.159,8.5,18.2,0.46799999999999997,5.1,6.5,0.7929999999999999,1.3,3.5,4.8,5.5,1.3,0.7,3.2,1.8,22.5
Justise Winslow,19,78,8,2232,3.1,7.5,0.42200000000000004,0.5,1.9,0.276,2.6,5.6,0.47100000000000003,1.3,1.9,0.684,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3.0,8.1
Hassan Whiteside,26,73,43,2125,7.0,11.6,0.606,0.0,0.0,,7.0,11.6,0.606,3.6,5.6,0.65,4.0,10.6,14.7,0.5,0.7,4.6,2.3,3.4,17.6
Chris Bosh,31,53,53,1778,7.2,15.5,0.467,1.6,4.5,0.365,5.6,11.0,0.508,4.3,5.4,0.795,1.0,6.9,7.9,2.6,0.7,0.7,1.6,2.0,20.4
Gerald Green,30,69,14,1557,5.3,13.6,0.392,1.9,6.0,0.32299999999999995,3.4,7.6,0.446,1.7,2.1,0.7829999999999999,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2
Josh Richardson,22,52,2,1107,4.0,8.8,0.452,1.7,3.7,0.461,2.3,5.1,0.446,1.4,2.0,0.667,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1
Tyler Johnson,23,36,5,863,4.9,10.1,0.486,1.1,3.0,0.38,3.8,7.2,0.529,2.1,2.7,0.797,1.2,3.4,4.5,3.3,1.0,0.6,2.0,2.8,13.1
Joe Johnson,34,24,24,769,6.1,11.8,0.518,1.6,3.9,0.41700000000000004,4.4,7.8,0.569,1.2,1.6,0.765,0.7,2.5,3.2,4.0,1.0,0.1,2.0,2.2,15.0
Amar'e Stoudemire,33,52,36,762,5.9,10.4,0.5660000000000001,0.0,0.0,,5.9,10.4,0.5660000000000001,2.4,3.2,0.746,3.1,7.4,10.5,1.3,0.9,1.9,2.2,4.3,14.2
Josh McRoberts,28,42,1,595,3.3,9.0,0.37200000000000005,0.7,3.0,0.245,2.6,6.0,0.434,1.7,2.4,0.7,1.3,5.0,6.4,4.9,1.1,0.4,1.8,4.1,9.1
Beno Udrih,33,36,5,587,4.0,9.3,0.434,0.7,2.0,0.33299999999999996,3.4,7.3,0.462,0.9,1.0,0.882,0.4,3.5,3.9,5.5,0.7,0.0,2.6,2.5,9.7
Udonis Haslem,35,37,0,260,3.2,8.4,0.377,0.1,1.2,0.111,3.0,7.2,0.423,1.7,2.2,0.75,1.4,9.0,10.4,1.9,0.7,0.3,0.7,3.5,8.2
Mario Chalmers,29,6,0,120,3.0,9.6,0.313,0.3,3.3,0.091,2.7,6.3,0.429,3.6,3.9,0.9229999999999999,0.3,3.9,4.2,5.7,2.4,0.3,2.7,4.8,9.9
Chris Andersen,37,7,1,36,4.0,10.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,3.0,4.0,0.75,3.0,6.0,9.0,3.0,1.0,3.0,2.0,4.0,13.0
Jarnell Stokes,22,5,0,14,7.7,12.9,0.6,0.0,0.0,,7.7,12.9,0.6,2.6,5.1,0.5,0.0,5.1,5.1,2.6,2.6,0.0,0.0,2.6,18.0
James Ennis,25,3,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,0.0,5.1,0.0
Briante Weber,23,1,0,3,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,24.0
