Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1998,10,107,GSW,Golden State Warriors,11,B.J. Armstrong,PG,6-2,175,1967-09-09,US,8,Iowa
1998,10,278,GSW,Golden State Warriors,1,Muggsy Bogues,PG,5-3,136,1965-01-09,US,10,Wake Forest
1998,10,450,GSW,Golden State Warriors,21,Jason Caffey,PF,6-8,255,1973-06-12,US,2,Alabama
1998,10,565,GSW,Golden State Warriors,12,Bimbo Coles,PG,6-1,180,1968-04-22,US,7,Virginia Tech
1998,10,661,GSW,Golden State Warriors,35,Erick Dampier,C,6-11,265,1975-07-14,US,1,Mississippi State
1998,10,727,GSW,Golden State Warriors,0,Tony Delk,PG,6-1,189,1974-01-28,US,1,Kentucky
1998,10,912,GSW,Golden State Warriors,33,Duane Ferrell,SF,6-7,209,1965-02-28,US,9,Georgia Tech
1998,10,955,GSW,Golden State Warriors,31,Adonal Foyle,C,6-10,250,1975-03-09,VC,R,Colgate
1998,10,971,GSW,Golden State Warriors,52,Todd Fuller,C,6-11,255,1974-07-25,US,1,NC State
1998,10,1099,GSW,Golden State Warriors,20,Jeff Grayer,SG,6-5,200,1965-12-17,US,8,Iowa State
1998,10,1406,GSW,Golden State Warriors,22,Jim Jackson,SG,6-6,220,1970-10-14,US,5,Ohio State
1998,10,1813,GSW,Golden State Warriors,2,Gerald Madkins,SG,6-4,200,1969-04-18,US,2,UCLA
1998,10,1847,GSW,Golden State Warriors,3,Donyell Marshall,SF,6-9,218,1973-05-18,US,3,UConn
1998,10,2615,GSW,Golden State Warriors,20,Brian Shaw,PG,6-6,190,1966-03-22,US,8,"Saint Mary's, UC Santa Barbara"
1998,10,2647,GSW,Golden State Warriors,8,Dickey Simpkins,PF,6-9,248,1972-04-06,US,3,Providence
1998,10,2692,GSW,Golden State Warriors,32,Joe Smith,PF,6-10,225,1975-07-26,US,2,Maryland
1998,10,2735,GSW,Golden State Warriors,50,Felton Spencer,C,7-0,265,1968-01-15,US,7,Louisville
1998,10,2737,GSW,Golden State Warriors,15,Latrell Sprewell,SG,6-5,190,1970-09-08,US,5,Alabama
1998,10,2849,GSW,Golden State Warriors,30,Carl Thomas,SG,6-4,175,1969-10-03,US,2,Eastern Michigan
1998,10,2970,GSW,Golden State Warriors,34,David Vaughn,PF,6-9,240,1973-03-23,US,2,Memphis
1998,10,3055,GSW,Golden State Warriors,30,Clarence Weatherspoon,PF,6-6,240,1970-09-08,US,5,Southern Miss
1998,10,3137,GSW,Golden State Warriors,11,Brandon Williams,SG,6-6,215,1975-02-27,US,R,Davidson
