Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1998,5,298,CHI,Chicago Bulls,22,Keith Booth,SF,6-6,226,1974-10-09,US,R,Maryland
1998,5,394,CHI,Chicago Bulls,1,Randy Brown,PG,6-2,190,1968-05-22,US,6,"Houston, New Mexico State"
1998,5,417,CHI,Chicago Bulls,30,Jud Buechler,SF,6-6,220,1968-06-19,US,7,Arizona
1998,5,430,CHI,Chicago Bulls,24,Scott Burrell,SF,6-7,218,1971-01-12,US,4,UConn
1998,5,450,CHI,Chicago Bulls,35,Jason Caffey,PF,6-8,255,1973-06-12,US,2,Alabama
1998,5,1194,CHI,Chicago Bulls,9,Ron Harper,PG,6-6,185,1964-01-20,US,11,Miami University
1998,5,1570,CHI,Chicago Bulls,23,Michael Jordan,SG,6-6,198,1963-02-17,US,12,UNC
1998,5,1601,CHI,Chicago Bulls,25,Steve Kerr,PG,6-3,175,1965-09-27,LB,9,Arizona
1998,5,1635,CHI,Chicago Bulls,53,Joe Kleine,C,6-11,255,1962-01-04,US,12,"Notre Dame, Arkansas"
1998,5,1664,CHI,Chicago Bulls,7,Toni Kukoc,SF,6-10,192,1968-09-18,HR,4,
1998,5,1675,CHI,Chicago Bulls,5,Rusty LaRue,PG,6-2,210,1973-12-10,US,R,Wake Forest
1998,5,1776,CHI,Chicago Bulls,13,Luc Longley,C,7-2,265,1969-01-19,AU,6,New Mexico
1998,5,2319,CHI,Chicago Bulls,33,Scottie Pippen,SF,6-8,210,1965-09-25,US,10,University of Central Arkansas
1998,5,2501,CHI,Chicago Bulls,91,Dennis Rodman,PF,6-7,210,1961-05-13,US,11,Southeastern Oklahoma State University
1998,5,2647,CHI,Chicago Bulls,8,Dickey Simpkins,PF,6-9,248,1972-04-06,US,3,Providence
1998,5,2970,CHI,Chicago Bulls,42,David Vaughn,PF,6-9,240,1973-03-23,US,2,Memphis
1998,5,3075,CHI,Chicago Bulls,34,Bill Wennington,C,7-0,245,1963-04-26,CA,10,St. John's
