Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,21,2270,SEA,Seattle Supersonics,Gary Payton,31,5,5,221,8.1,18.4,0.44,1.5,3.7,0.39,6.7,14.7,0.46,3.3,4.2,0.77,1.3,4.9,6.2,6.0,1.5,0.2,2.9,2.6,21.0
2000,21,1083,SEA,Seattle Supersonics,Horace Grant,34,5,5,185,2.1,5.3,0.41,0.0,0.0,,2.1,5.3,0.41,0.4,0.8,0.5,1.6,4.5,6.0,1.9,1.6,1.0,0.2,2.3,4.7
2000,21,148,SEA,Seattle Supersonics,Vin Baker,28,5,4,177,6.1,15.3,0.4,0.0,0.2,0.0,6.1,15.1,0.4,2.0,3.5,0.59,3.3,4.5,7.7,2.0,1.0,0.4,3.3,3.9,14.2
2000,21,1747,SEA,Seattle Supersonics,Rashard Lewis,20,5,5,157,6.0,13.5,0.44,2.1,4.4,0.47,3.9,9.2,0.42,3.7,4.6,0.8,2.8,4.4,7.1,0.7,1.1,0.7,2.3,2.5,17.7
2000,21,174,SEA,Seattle Supersonics,Brent Barry,28,5,3,155,2.8,7.7,0.36,1.9,4.6,0.4,0.9,3.0,0.31,2.3,3.3,0.71,0.7,2.3,3.0,3.5,0.7,0.7,1.6,4.6,9.8
2000,21,3177,SEA,Seattle Supersonics,Shammond Williams,24,5,2,99,6.5,12.0,0.55,2.5,4.0,0.64,4.0,8.0,0.5,2.9,4.0,0.73,0.7,3.3,4.0,6.5,2.9,0.0,2.2,1.1,18.5
2000,21,2258,SEA,Seattle Supersonics,Ruben Patterson,24,5,0,84,6.0,11.1,0.54,0.0,0.9,0.0,6.0,10.3,0.58,5.6,6.4,0.87,3.9,2.6,6.4,0.9,1.3,0.9,3.4,2.6,17.6
2000,21,944,SEA,Seattle Supersonics,Greg Foster,31,5,0,68,3.7,10.1,0.37,1.1,2.6,0.4,2.6,7.4,0.36,1.1,1.1,1.0,0.5,5.3,5.8,0.5,0.0,0.5,1.6,7.4,9.5
2000,21,301,SEA,Seattle Supersonics,Lazaro Borrell,27,2,1,26,5.5,9.7,0.57,0.0,0.0,,5.5,9.7,0.57,2.8,5.5,0.5,4.2,11.1,15.2,1.4,0.0,0.0,1.4,2.8,13.8
2000,21,1909,SEA,Seattle Supersonics,Jelani McCoy,22,3,0,26,2.8,6.9,0.4,0.0,0.0,,2.8,6.9,0.4,0.0,4.2,0.0,0.0,8.3,8.3,2.8,0.0,0.0,2.8,8.3,5.5
2000,21,2290,SEA,Seattle Supersonics,Chuck Person,35,2,0,2,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
