Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019.0,9.0,790,DET,Detroit Pistons,Andre Drummond,25.0,4.0,4.0,127.0,6.8,15.3,0.44,0.0,0.3,0.0,6.8,15.0,0.45,2.6,6.0,0.43,5.7,9.1,14.7,2.6,1.7,1.4,3.1,4.8,16.2
2019.0,9.0,1125,DET,Detroit Pistons,Blake Griffin,29.0,2.0,2.0,58.0,11.2,24.2,0.46,3.7,8.1,0.46,7.4,16.1,0.46,4.3,4.3,1.0,2.5,5.0,7.4,7.4,1.2,0.0,3.7,5.6,30.4
2019.0,9.0,370,DET,Detroit Pistons,Bruce Brown,22.0,4.0,2.0,57.0,3.2,8.8,0.36,0.6,3.2,0.2,2.5,5.7,0.44,1.3,1.3,1.0,0.6,4.4,5.1,1.3,1.3,0.6,1.3,5.1,8.2
2019.0,9.0,2476,DET,Detroit Pistons,Glen Robinson III,25.0,3.0,0.0,36.0,4.0,15.0,0.27,1.0,8.0,0.12,3.0,7.0,0.43,4.0,4.0,1.0,2.0,5.0,7.0,2.0,2.0,0.0,1.0,5.0,13.0
,,844,,,Henry Ellenson,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,9.0,2678,DET,Detroit Pistons,Ish Smith,30.0,4.0,0.0,81.0,4.4,16.9,0.26,0.4,3.1,0.14,4.0,13.8,0.29,1.3,1.8,0.75,0.4,4.4,4.9,6.2,1.3,0.4,1.8,3.6,10.7
2019.0,9.0,1739,DET,Detroit Pistons,Jon Leuer,29.0,1.0,0.0,5.0,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,14.4
2019.0,9.0,453,DET,Detroit Pistons,Jose Calderon,37.0,3.0,0.0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,18.0,3.6,0.0,0.0,0.0,0.0
,,1784,,,Kalin Lucas,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,9.0,2853,DET,Detroit Pistons,Khyri Thomas,22.0,3.0,0.0,15.0,14.4,28.8,0.5,2.4,9.6,0.25,12.0,19.2,0.62,2.4,2.4,1.0,0.0,4.8,4.8,0.0,4.8,0.0,0.0,0.0,33.6
2019.0,9.0,984,DET,Detroit Pistons,Langston Galloway,27.0,4.0,0.0,110.0,3.6,11.1,0.32,2.9,8.2,0.36,0.7,2.9,0.22,0.0,0.0,,0.7,4.3,4.9,1.3,0.7,1.3,0.7,3.3,10.1
2019.0,9.0,1594,DET,Detroit Pistons,Luke Kennard,22.0,4.0,2.0,133.0,6.2,12.7,0.49,2.4,4.1,0.6,3.8,8.7,0.44,1.4,1.6,0.83,0.0,4.3,4.3,1.9,0.8,0.3,0.8,1.6,16.2
,,420,,,Reggie Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,9.0,1415,DET,Detroit Pistons,Reggie Jackson,28.0,4.0,4.0,108.0,9.3,21.7,0.43,3.0,7.0,0.43,6.3,14.7,0.43,2.0,2.3,0.86,1.7,2.7,4.3,9.3,1.0,0.0,1.7,4.0,23.7
,,1511,,,Stanley Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
,,2100,,,Sviatoslav Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,9.0,1819,DET,Detroit Pistons,Thon Maker,21.0,4.0,2.0,69.0,3.7,13.6,0.27,0.0,6.3,0.0,3.7,7.3,0.5,4.2,4.7,0.89,2.1,2.6,4.7,2.1,0.0,2.1,1.6,7.3,11.5
2019.0,9.0,845,DET,Detroit Pistons,Wayne Ellington,31.0,4.0,4.0,131.0,3.0,9.6,0.31,1.9,6.0,0.32,1.1,3.6,0.31,0.5,0.5,1.0,0.8,3.3,4.1,1.4,0.8,0.0,0.5,1.1,8.5
,,1766,,,Zach Lofton,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,9.0,2231,DET,Detroit Pistons,Zaza Pachulia,34.0,2.0,0.0,22.0,3.3,9.8,0.33,0.0,0.0,,3.3,9.8,0.33,1.6,3.3,0.5,1.6,13.1,14.7,0.0,0.0,0.0,1.6,4.9,8.2
