Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2002,31,1494,TOT,Total After Trade,Joe Johnson,"June 29, 1981",20.0,NBA,SG,77.0,60.0,1916.0,251.0,584.0,0.43,38.0,130.0,0.29,213.0,454.0,0.47,0.46,41.0,53.0,0.77,75.0,182.0,257.0,179.0,59.0,20.0,71.0,114.0,581.0,0.0
2002,2,1494,BOS,Boston Celtics,Joe Johnson,"June 29, 1981",20.0,NBA,SG,48.0,33.0,1003.0,130.0,296.0,0.44,24.0,88.0,0.27,106.0,208.0,0.51,0.48,20.0,26.0,0.77,40.0,99.0,139.0,74.0,33.0,9.0,28.0,59.0,304.0,0.0
2002,24,1494,PHO,Phoenix Suns,Joe Johnson,"June 29, 1981",20.0,NBA,SG,29.0,27.0,913.0,121.0,288.0,0.42,14.0,42.0,0.33,107.0,246.0,0.44,0.44,21.0,27.0,0.78,35.0,83.0,118.0,105.0,26.0,11.0,43.0,55.0,277.0,0.0
2003,24,1494,PHO,Phoenix Suns,Joe Johnson,"June 29, 1981",21.0,NBA,SG,82.0,34.0,2255.0,316.0,796.0,0.4,75.0,205.0,0.37,241.0,591.0,0.41,0.44,96.0,124.0,0.77,57.0,207.0,264.0,210.0,62.0,19.0,108.0,143.0,803.0,0.0
2004,24,1494,PHO,Phoenix Suns,Joe Johnson,"June 29, 1981",22.0,NBA,SG,82.0,77.0,3331.0,555.0,1291.0,0.43,83.0,272.0,0.3,472.0,1019.0,0.46,0.46,174.0,232.0,0.75,80.0,305.0,385.0,362.0,93.0,26.0,199.0,177.0,1367.0,0.0
2005,24,1494,PHO,Phoenix Suns,Joe Johnson,"June 29, 1981",23.0,NBA,SF,82.0,82.0,3240.0,544.0,1179.0,0.46,177.0,370.0,0.48,367.0,809.0,0.45,0.54,135.0,180.0,0.75,120.0,302.0,422.0,291.0,79.0,24.0,148.0,167.0,1400.0,0.0
2006,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",24.0,NBA,SG,82.0,82.0,3340.0,632.0,1395.0,0.45,128.0,360.0,0.36,504.0,1035.0,0.49,0.5,261.0,330.0,0.79,98.0,237.0,335.0,536.0,103.0,31.0,267.0,187.0,1653.0,1.0
2007,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",25.0,NBA,SG,57.0,57.0,2359.0,536.0,1139.0,0.47,119.0,312.0,0.38,417.0,827.0,0.5,0.52,235.0,314.0,0.75,53.0,186.0,239.0,249.0,60.0,11.0,176.0,115.0,1426.0,0.0
2008,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",26.0,NBA,SG,82.0,82.0,3343.0,647.0,1497.0,0.43,169.0,444.0,0.38,478.0,1053.0,0.45,0.49,316.0,379.0,0.83,83.0,284.0,367.0,474.0,84.0,18.0,223.0,168.0,1779.0,0.0
2009,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",27.0,NBA,SG,79.0,79.0,3124.0,620.0,1420.0,0.44,149.0,414.0,0.36,471.0,1006.0,0.47,0.49,299.0,362.0,0.83,65.0,281.0,346.0,455.0,84.0,19.0,195.0,176.0,1688.0,1.0
2010,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",28.0,NBA,SG,76.0,76.0,2886.0,635.0,1386.0,0.46,129.0,350.0,0.37,506.0,1036.0,0.49,0.5,220.0,269.0,0.82,74.0,279.0,353.0,369.0,82.0,5.0,145.0,145.0,1619.0,0.0
2011,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",29.0,NBA,SG,72.0,72.0,2554.0,514.0,1161.0,0.44,89.0,300.0,0.3,425.0,861.0,0.49,0.48,195.0,243.0,0.8,59.0,232.0,291.0,338.0,47.0,7.0,146.0,131.0,1312.0,0.0
2012,1,1494,ATL,Atlanta Hawks,Joe Johnson,"June 29, 1981",30.0,NBA,SG,60.0,60.0,2127.0,423.0,931.0,0.45,125.0,322.0,0.39,298.0,609.0,0.49,0.52,158.0,186.0,0.85,53.0,168.0,221.0,232.0,48.0,13.0,116.0,75.0,1129.0,0.0
2013,3,1494,BRK,Brooklyn Nets,Joe Johnson,"June 29, 1981",31.0,NBA,SG,72.0,72.0,2642.0,445.0,1052.0,0.42,148.0,395.0,0.38,297.0,657.0,0.45,0.49,132.0,161.0,0.82,53.0,165.0,218.0,253.0,49.0,14.0,123.0,99.0,1170.0,0.0
2014,3,1494,BRK,Brooklyn Nets,Joe Johnson,"June 29, 1981",32.0,NBA,SG,79.0,79.0,2575.0,462.0,1018.0,0.45,162.0,404.0,0.4,300.0,614.0,0.49,0.53,159.0,195.0,0.82,48.0,222.0,270.0,216.0,47.0,10.0,120.0,129.0,1245.0,0.0
2015,3,1494,BRK,Brooklyn Nets,Joe Johnson,"June 29, 1981",33.0,NBA,SG,80.0,80.0,2791.0,446.0,1025.0,0.44,121.0,337.0,0.36,325.0,688.0,0.47,0.49,141.0,176.0,0.8,53.0,331.0,384.0,292.0,59.0,14.0,137.0,120.0,1154.0,0.0
2016,31,1494,TOT,Total After Trade,Joe Johnson,"June 29, 1981",34.0,NBA,SF,81.0,81.0,2703.0,377.0,859.0,0.44,120.0,313.0,0.38,257.0,546.0,0.47,0.51,118.0,142.0,0.83,49.0,243.0,292.0,318.0,61.0,4.0,159.0,146.0,992.0,0.0
2016,3,1494,BRK,Brooklyn Nets,Joe Johnson,"June 29, 1981",34.0,NBA,SF,57.0,57.0,1934.0,247.0,608.0,0.41,85.0,229.0,0.37,162.0,379.0,0.43,0.48,92.0,108.0,0.85,34.0,190.0,224.0,232.0,40.0,2.0,116.0,100.0,671.0,0.0
2016,16,1494,MIA,Miami Heat,Joe Johnson,"June 29, 1981",34.0,NBA,SF,24.0,24.0,769.0,130.0,251.0,0.52,35.0,84.0,0.42,95.0,167.0,0.57,0.59,26.0,34.0,0.76,15.0,53.0,68.0,86.0,21.0,2.0,43.0,46.0,321.0,0.0
2017,29,1494,UTA,Utah Jazz,Joe Johnson,"June 29, 1981",35.0,NBA,SF,78.0,14.0,1843.0,273.0,626.0,0.44,106.0,258.0,0.41,167.0,368.0,0.45,0.52,63.0,77.0,0.82,33.0,210.0,243.0,144.0,36.0,18.0,69.0,93.0,715.0,0.0
2018,31,1494,TOT,Total After Trade,Joe Johnson,"June 29, 1981",36.0,NBA,SF,55.0,4.0,1205.0,146.0,360.0,0.41,40.0,145.0,0.28,106.0,215.0,0.49,0.46,40.0,45.0,0.89,14.0,158.0,172.0,83.0,18.0,7.0,49.0,67.0,372.0,0.0
2018,29,1494,UTA,Utah Jazz,Joe Johnson,"June 29, 1981",36.0,NBA,SF,32.0,3.0,700.0,95.0,226.0,0.42,23.0,84.0,0.27,72.0,142.0,0.51,0.47,20.0,24.0,0.83,12.0,95.0,107.0,45.0,12.0,6.0,31.0,32.0,233.0,0.0
2018,11,1494,HOU,Houston Rockets,Joe Johnson,"June 29, 1981",36.0,NBA,SF,23.0,1.0,505.0,51.0,134.0,0.38,17.0,61.0,0.28,34.0,73.0,0.47,0.44,20.0,21.0,0.95,2.0,63.0,65.0,38.0,6.0,1.0,18.0,35.0,139.0,0.0
