Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2004,6,CLE,Cleveland Cavaliers,4,Tony Battie,C,6-11,230,1976-02-11,US,6,Texas Tech
2004,6,CLE,Cleveland Cavaliers,1,Carlos Boozer,PF,6-9,258,1981-11-20,DE,1,Duke
2004,6,CLE,Cleveland Cavaliers,3,J.R. Bremer,PG,6-2,185,1980-09-19,US,1,St. Bonaventure
2004,6,CLE,Cleveland Cavaliers,5,Kedrick Brown,SF,6-7,222,1981-03-18,US,2,Okaloosa-Walton Community College
2004,6,CLE,Cleveland Cavaliers,8,Mateen Cleaves,PG,6-2,205,1977-09-07,US,3,Michigan State
2004,6,CLE,Cleveland Cavaliers,31,Ricky Davis,SG,6-6,195,1979-09-23,US,5,Iowa
2004,6,CLE,Cleveland Cavaliers,52,DeSagana Diop,C,7-0,300,1982-01-30,SN,2,
2004,6,CLE,Cleveland Cavaliers,11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,5,
2004,6,CLE,Cleveland Cavaliers,23,LeBron James,SG,6-9,250,1984-12-30,US,R,
2004,6,CLE,Cleveland Cavaliers,24,Jason Kapono,SF,6-8,213,1981-02-04,US,R,UCLA
2004,6,CLE,Cleveland Cavaliers,32,Jelani McCoy,C,6-10,245,1977-12-06,US,5,UCLA
2004,6,CLE,Cleveland Cavaliers,0,Jeff McInnis,PG,6-4,190,1974-10-22,US,6,UNC
2004,6,CLE,Cleveland Cavaliers,4,Chris Mihm,PF,7-0,265,1979-07-16,US,3,Texas
2004,6,CLE,Cleveland Cavaliers,21,Darius Miles,SF,6-9,210,1981-10-09,US,3,
2004,6,CLE,Cleveland Cavaliers,54,Lee Nailon,SF,6-9,238,1975-02-22,US,3,"Butler County Community College, TCU"
2004,6,CLE,Cleveland Cavaliers,14,Ira Newble,SF,6-7,220,1975-01-20,US,3,Miami University
2004,6,CLE,Cleveland Cavaliers,12,Kevin Ollie,PG,6-4,195,1972-12-27,US,6,UConn
2004,6,CLE,Cleveland Cavaliers,13,Michael Stewart,PF,6-10,230,1975-04-25,FR,6,California
2004,6,CLE,Cleveland Cavaliers,41,Bruno Sundov,C,7-2,220,1980-02-10,HR,5,
2004,6,CLE,Cleveland Cavaliers,2,Dajuan Wagner,SG,6-2,200,1983-02-04,US,1,Memphis
2004,6,CLE,Cleveland Cavaliers,55,Eric Williams,SF,6-8,220,1972-07-17,US,8,Providence
